name,ra,dec,freq,team_release,team_release_kin,Vsys_model,e_Vsys_model,X_model,e_X_model,Y_model,e_Y_model,RA_model,e_RA_model,DEC_model,e_DEC_model,Inc_model,e_Inc_model,PA_model,e_PA_model,PA_model_g,e_PA_model_g,QFlag_model,Rad,Vrot_model,e_Vrot_model,e_Vrot_model_inc,Rad_SD,SD_model,e_SD_model,SD_FO_model,e_SD_FO_model_inc
WALLABY J164249-610527,250.707724043491,-61.0910250693569,1.39957148634606E9,Norma TR1,Norma Kin TR1,4459.2,0.3,26.518,0.3898,28.403,0.5356,250.706694,0.001279,-61.089815,9.15E-4,78.4,8.6,189.0,3.6,191.0,3.6,0.0,"7.5,22.56,37.61,52.67,67.73","93.6,132.5,147.2,157.1,152.5","34.3,8.1,2.1,5.1,4.0","2.9,4.2,4.6,4.9,4.8","7.5,22.56,37.61,52.67,67.73,82.78,97.84","13.0,12.48,10.82,7.29,5.35,3.07,1.8","0.62,0.66,1.6,2.16,2.81,1.76,1.86","2.613,2.509,2.175,1.466,1.076,0.617,0.361","1.909,1.833,1.589,1.071,0.786,0.451,0.264"
WALLABY J164508-611614,251.285273284465,-61.2707102563751,1.4031665815873E9,Norma TR1,Norma Kin TR1,3669.2,1.2,21.959,0.1066,24.538,0.3478,251.285385,3.38E-4,-61.269765,5.84E-4,73.8,9.5,134.7,1.9,136.2,1.9,0.0,"7.5,22.56,37.61,52.67","51.2,78.6,88.7,92.5","0.3,2.8,1.1,0.9","2.5,3.9,4.4,4.5","7.5,22.56,37.61,52.67,67.73","9.34,8.44,6.33,3.9,1.83","0.26,0.63,1.32,1.39,1.12","2.603,2.351,1.766,1.087,0.51","1.474,1.331,0.999,0.615,0.289"
WALLABY J164740-600851,251.920721544703,-60.1475091636648,1.40512009480532E9,Norma TR1,Norma Kin TR1,3270.9,4.9,25.988,0.0717,30.189,0.0558,251.919674,2.37E-4,-60.147661,9.5E-5,64.3,1.1,206.4,0.3,207.3,0.3,0.0,"7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9","63.0,112.8,136.4,140.7,136.1,131.8,131.5,131.2","18.6,7.5,2.7,3.0,3.4,2.1,2.9,1.7","0.6,1.0,1.3,1.3,1.3,1.2,1.2,1.2","7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9,127.95","18.78,18.21,15.85,11.83,8.13,5.11,2.7,1.29,0.55","0.35,0.85,1.21,1.37,1.15,1.01,0.75,0.53,0.3","8.15,7.9,6.879,5.132,3.527,2.217,1.171,0.561,0.239","0.326,0.316,0.275,0.205,0.141,0.089,0.047,0.022,0.01"
WALLABY J164749-613936,251.954281663614,-61.6602260438721,1.39595995728805E9,Norma TR1,Norma Kin TR1,5247.9,0.5,20.431,0.1629,26.571,0.0075,251.954167,5.71E-4,-61.660013,1.7E-5,50.0,4.8,359.9,1.4,0.8,1.4,0.0,"7.5,22.56,37.61","66.1,94.2,107.0","4.1,2.9,7.4","4.7,6.7,7.7","7.5,22.56,37.61,52.67,67.73,82.78","11.7,9.06,4.84,1.57,0.32,0.1","0.65,1.11,0.91,0.5,0.18,0.08","7.522,5.825,3.113,1.007,0.205,0.066","0.755,0.585,0.313,0.101,0.021,0.007"
WALLABY J165103-600109,252.765979868106,-60.019243869142,1.39342663122589E9,Norma TR1,Norma Kin TR1,5797.5,0.8,28.995,0.2168,26.318,0.2265,252.764345,7.21E-4,-60.018129,3.79E-4,55.2,3.5,261.6,1.2,261.8,1.2,0.0,"7.5,22.56,37.61,52.67,67.73","158.9,154.9,166.5,170.8,171.0","14.0,0.8,1.9,0.4,0.7","6.7,6.5,7.0,7.2,7.2","7.5,22.56,37.61,52.67,67.73,82.78,97.84","6.06,5.45,4.34,2.75,1.22,0.47,0.13","0.43,0.79,0.62,0.42,0.3,0.18,0.08","3.456,3.111,2.477,1.566,0.698,0.27,0.077","0.3,0.27,0.215,0.136,0.061,0.023,0.007"
WALLABY J165348-590530,253.452448557262,-59.0916946909537,1.41263169749344E9,Norma TR1,Norma Kin TR1,1648.1,0.3,23.303,0.0378,28.763,0.4054,253.453947,1.32E-4,-59.09167,6.75E-4,23.3,0.5,191.5,0.3,191.1,0.3,0.0,"7.5,22.56,37.61,52.67","32.2,41.6,48.3,50.0","0.7,4.2,0.8,2.3","0.6,0.8,1.0,1.0","7.5,22.56,37.61,52.67,67.73,82.78","7.15,6.28,3.88,1.73,0.77,0.41","0.38,0.59,0.5,0.33,0.23,0.12","6.566,5.767,3.56,1.588,0.706,0.373","0.024,0.022,0.013,0.006,0.003,0.001"
WALLABY J165419-615311,253.582493458643,-61.8865899847349,1.39929827685358E9,Norma TR1,Norma Kin TR1,4512.1,1.3,32.836,2.0E-4,27.886,0.3829,253.582731,1.3E-5,-61.883923,6.39E-4,36.4,0.7,285.8,0.2,285.2,0.2,0.0,"7.5,22.56,37.61","76.1,105.5,125.9","1.5,3.6,8.1","1.3,1.8,2.1","7.5,22.56,37.61,52.67,67.73","6.04,4.95,3.37,1.68,0.51","0.48,0.77,0.56,0.42,0.24","4.861,3.988,2.714,1.355,0.411","0.044,0.036,0.025,0.012,0.004"
WALLABY J165644-622413,254.184254681411,-62.4037631992495,1.39665011732448E9,Norma TR1,Norma Kin TR1,5098.8,5.3,25.434,0.4986,32.11,0.4279,254.184535,0.001822,-62.400595,6.99E-4,65.6,0.3,51.6,1.8,50.5,1.8,0.0,"7.5,22.56,37.61,52.67,67.73,82.78,97.84","67.4,139.7,173.9,181.7,191.6,191.9,138.6","7.8,12.1,8.2,7.9,3.3,4.4,65.4","0.2,0.3,0.4,0.4,0.5,0.5,0.3","7.5,22.56,37.61,52.67,67.73,82.78,97.84","9.57,9.36,7.97,6.43,4.26,2.5,1.09","0.52,1.1,1.05,1.06,1.02,0.87,0.61","3.959,3.873,3.296,2.663,1.764,1.036,0.45","0.046,0.045,0.039,0.031,0.021,0.012,0.005"
WALLABY J165724-595238,254.350178217669,-59.8774969712413,1.40540670917717E9,Norma TR1,Norma Kin TR1,3203.7,0.4,31.32,0.3848,28.851,0.1015,254.345126,0.001285,-59.877119,1.56E-4,46.0,6.9,302.2,0.7,301.0,0.7,0.0,"7.5,22.56,37.61,52.67,67.73,82.78","43.9,94.9,103.5,105.9,107.9,107.2","25.6,4.4,1.7,2.2,3.8,3.2","5.3,11.4,12.4,12.7,13.0,12.9","7.5,22.56,37.61,52.67,67.73,82.78,97.84","5.42,6.02,6.14,5.15,3.47,1.69,0.72","0.38,0.39,0.48,0.56,0.48,0.39,0.25","3.765,4.181,4.268,3.577,2.408,1.171,0.503","0.472,0.524,0.535,0.448,0.302,0.147,0.063"
WALLABY J165804-605308,254.51749855321,-60.8855805762615,1.41550981088636E9,Norma TR1,Norma Kin TR1,1031.9,0.3,42.573,0.0478,35.246,0.9746,254.513744,2.42E-4,-60.883533,0.001623,36.2,5.6,106.6,0.1,105.2,0.1,0.0,"7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9,127.95,143.01,158.07","8.1,17.0,22.8,27.8,32.9,37.3,41.7,48.4,55.9,65.9,73.1","1.4,1.1,0.7,1.5,0.8,0.8,2.2,2.4,3.3,2.8,6.5","1.1,2.3,3.1,3.8,4.5,5.1,5.7,6.6,7.6,9.0,10.0","7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9,127.95,143.01,158.07,173.12,188.18","8.07,7.92,6.66,5.23,3.78,2.82,2.34,1.79,1.1,0.56,0.29,0.16,0.07","1.71,1.91,1.4,0.93,0.78,0.54,0.4,0.24,0.17,0.14,0.09,0.07,0.05","6.516,6.394,5.375,4.226,3.048,2.278,1.885,1.447,0.891,0.451,0.237,0.132,0.059","0.462,0.453,0.381,0.3,0.216,0.161,0.134,0.103,0.063,0.032,0.017,0.009,0.004"
WALLABY J165901-601241,254.754682346444,-60.2115333412241,1.41501048161648E9,Norma TR1,Norma Kin TR1,1140.9,0.3,102.021,0.5085,80.978,1.1525,254.759482,0.00181,-60.213872,0.001898,42.1,8.6,250.0,2.5,248.5,2.5,0.0,"7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9,127.95,143.01,158.07,173.12,188.18,203.24,218.29,233.35,248.41,263.46,278.52,293.58,308.63,323.69,338.75,353.8,368.86,383.92,398.97,414.03,429.09,444.14,459.2,474.26,489.31,504.37,519.43","50.8,84.6,102.3,113.3,120.3,119.7,118.2,120.5,126.0,133.3,140.3,145.3,149.0,150.9,150.1,147.8,145.2,143.4,142.9,143.4,144.6,146.5,149.2,151.4,149.1,152.0,153.1,153.9,155.0,157.1,157.7,160.9,162.2,162.3,171.3","23.0,16.2,11.8,11.9,14.0,10.2,3.9,0.0,2.1,2.0,0.7,0.1,1.4,2.4,2.1,2.0,3.2,4.7,5.7,5.9,5.0,3.0,0.2,3.4,9.2,8.2,7.1,5.7,4.2,1.7,0.9,2.3,3.5,3.4,11.9","8.8,14.7,17.7,19.7,20.9,20.8,20.5,20.9,21.9,23.1,24.3,25.2,25.8,26.2,26.0,25.6,25.2,24.9,24.8,24.9,25.1,25.4,25.9,26.3,25.9,26.4,26.6,26.7,26.9,27.3,27.4,27.9,28.1,28.2,29.7","7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9,127.95,143.01,158.07,173.12,188.18,203.24,218.29,233.35,248.41,263.46,278.52,293.58,308.63,323.69,338.75,353.8,368.86,383.92,398.97,414.03,429.09,444.14,459.2,474.26,489.31,504.37,519.43","4.95,5.51,5.92,6.71,7.68,8.22,8.42,8.61,8.84,9.01,8.85,8.92,8.11,6.43,4.84,3.93,3.51,3.34,3.11,2.99,2.69,2.24,1.67,1.28,1.06,0.85,0.67,0.52,0.42,0.38,0.35,0.33,0.27,0.22,0.18","0.57,0.5,0.48,0.53,0.63,0.49,0.54,0.81,1.01,0.99,0.88,0.77,0.62,0.51,0.45,0.38,0.36,0.31,0.28,0.28,0.27,0.26,0.2,0.14,0.12,0.12,0.12,0.1,0.09,0.09,0.09,0.09,0.07,0.06,0.05","3.673,4.089,4.388,4.975,5.698,6.098,6.243,6.384,6.558,6.68,6.561,6.616,6.017,4.771,3.593,2.915,2.605,2.48,2.31,2.215,1.994,1.662,1.236,0.95,0.789,0.634,0.494,0.383,0.314,0.281,0.26,0.245,0.199,0.16,0.136","0.495,0.551,0.592,0.671,0.768,0.822,0.842,0.861,0.884,0.901,0.885,0.892,0.811,0.643,0.484,0.393,0.351,0.334,0.311,0.299,0.269,0.224,0.167,0.128,0.106,0.085,0.067,0.052,0.042,0.038,0.035,0.033,0.027,0.022,0.018"
WALLABY J165949-584125,254.95777686578,-58.6904970462159,1.39816991301785E9,Norma TR1,Norma Kin TR1,4754.1,0.9,33.597,0.1445,30.877,0.2942,254.958573,4.91E-4,-58.690511,4.83E-4,35.3,1.4,249.5,3.5,247.9,3.5,0.0,"7.5,22.56,37.61,52.67,67.73","91.4,141.3,144.5,144.6,139.9","5.6,12.5,0.2,2.2,4.1","3.2,5.0,5.1,5.1,4.9","7.5,22.56,37.61,52.67,67.73,82.78,97.84","12.59,11.86,8.96,4.87,1.76,0.42,0.18","0.61,1.1,1.4,1.11,0.6,0.22,0.12","10.269,9.673,7.309,3.972,1.44,0.341,0.148","0.181,0.171,0.129,0.07,0.025,0.006,0.003"
WALLABY J123911+004305,189.797457317405,0.718166631110397,1.39668610064607E9,NGC 4636 TR1,NGC 4636 Kin TR1,5091.0,0.7,27.546,0.0214,21.776,0.4248,189.797209,3.5E-5,0.71799,7.08E-4,52.2,6.4,253.3,0.6,253.3,0.6,0.0,"7.5,22.56,37.63,52.69,67.75,82.82","121.7,127.8,133.1,131.2,124.8,125.7","18.6,4.5,1.7,1.2,7.7,6.9","10.7,11.2,11.7,11.5,11.0,11.0","7.5,22.56,37.63,52.69,67.75,82.82,97.88","7.45,7.29,6.66,5.21,3.36,1.68,0.49","0.66,0.68,0.66,0.67,0.59,0.4,0.19","4.57,4.472,4.085,3.197,2.059,1.031,0.299","0.653,0.639,0.583,0.457,0.294,0.147,0.043"
WALLABY J170303-614604,255.765860491515,-61.7678991069747,1.40761265534014E9,Norma TR1,Norma Kin TR1,2719.2,1.0,58.007,0.734,41.218,0.4045,255.761792,0.002645,-61.767198,6.24E-4,34.8,3.6,197.9,0.9,195.4,0.9,0.0,"7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9,127.95","107.8,141.0,122.1,125.8,135.3,139.7,141.5,141.8,140.2","29.2,35.4,1.3,6.5,0.9,0.6,0.2,0.3,1.2","10.0,13.0,11.3,11.6,12.5,12.9,13.1,13.1,13.0","7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9,127.95,143.01,158.07,173.12,188.18","5.07,5.85,6.0,5.56,4.96,4.16,3.16,1.92,1.11,0.8,0.54,0.2,0.05","0.34,0.39,0.32,0.34,0.38,0.35,0.34,0.25,0.15,0.12,0.1,0.06,0.03","4.161,4.804,4.928,4.561,4.073,3.414,2.592,1.58,0.912,0.656,0.447,0.162,0.039","0.184,0.212,0.218,0.202,0.18,0.151,0.115,0.07,0.04,0.029,0.02,0.007,0.002"
WALLABY J170659-620502,256.74591225046,-62.083978657363,1.41329211004287E9,Norma TR1,Norma Kin TR1,1500.5,1.8,43.493,0.5684,74.458,0.2267,256.744578,0.002068,-62.083333,3.24E-4,82.2,3.5,317.0,0.4,313.7,0.4,1.0,"7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9,127.95,143.01,158.07,173.12,188.18,203.24,218.29,233.35,248.41","26.6,47.2,59.0,73.1,88.1,97.3,102.6,107.1,109.0,107.6,106.2,106.9,107.9,107.9,107.1,106.3,106.2","3.1,10.0,11.0,11.1,9.0,9.8,11.7,11.5,9.3,4.4,0.1,1.5,1.7,1.5,0.7,0.0,0.1","0.2,0.4,0.5,0.6,0.7,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9","7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9,127.95,143.01,158.07,173.12,188.18,203.24,218.29,233.35,248.41,263.46,278.52,293.58,308.63","37.69,35.27,36.2,35.04,35.08,31.92,29.92,27.49,25.63,22.75,20.08,16.37,13.67,9.86,8.39,5.68,5.12,3.3,3.22,1.91,2.0","1.55,2.56,3.3,3.94,3.98,4.08,4.13,5.39,4.28,4.66,3.24,3.0,2.7,2.97,2.53,2.63,1.89,1.81,1.35,1.19,0.95","5.087,4.761,4.886,4.73,4.735,4.308,4.039,3.711,3.46,3.071,2.71,2.209,1.845,1.331,1.132,0.767,0.691,0.445,0.434,0.257,0.271","2.263,2.118,2.174,2.104,2.107,1.917,1.797,1.651,1.539,1.366,1.206,0.983,0.821,0.592,0.504,0.341,0.307,0.198,0.193,0.115,0.12"
WALLABY J170747-595059,256.947861281429,-59.8498523142318,1.39852595842189E9,Norma TR1,Norma Kin TR1,4691.4,0.3,27.018,0.0465,22.292,0.0356,256.946201,1.61E-4,-59.849381,5.5E-5,81.1,8.6,273.4,1.0,270.0,1.0,1.0,"7.5,22.56,37.61,52.67,67.73","54.8,104.6,128.6,138.0,138.2","1.1,1.9,1.4,5.1,0.6","1.3,2.5,3.1,3.3,3.3","7.5,22.56,37.61,52.67,67.73,82.78","16.83,15.85,13.35,12.31,8.12,6.23","0.54,1.22,1.6,3.87,3.31,3.98","2.593,2.442,2.056,1.897,1.251,0.96","2.486,2.342,1.971,1.819,1.2,0.921"
WALLABY J170915-613637,257.31429655392,-61.6104466815649,1.4006553862293E9,Norma TR1,Norma Kin TR1,4219.1,2.9,28.158,0.2447,27.291,0.4926,257.31718,9.72E-4,-61.610791,7.94E-4,65.2,1.6,307.3,1.3,303.5,1.3,0.0,"7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9","108.8,124.7,127.5,126.5,127.1,135.3,133.4,65.1","7.6,4.9,0.1,6.2,8.8,2.1,3.5,69.6","1.4,1.7,1.7,1.7,1.7,1.8,1.8,0.9","7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9","10.95,9.45,6.97,4.76,3.35,2.12,1.31,0.8","0.37,0.85,1.03,0.82,0.73,0.48,0.32,0.27","4.597,3.966,2.927,1.998,1.405,0.892,0.548,0.336","0.285,0.246,0.181,0.124,0.087,0.055,0.034,0.021"
WALLABY J171015-615505,257.562693232989,-61.9181068796089,1.39791363837949E9,Norma TR1,Norma Kin TR1,4825.7,4.3,23.345,0.1357,27.348,0.486,257.562411,6.01E-4,-61.91736,7.93E-4,45.9,4.5,134.6,2.6,130.5,2.6,0.0,"7.5,22.56,37.61,52.67","72.9,145.8,184.4,178.9","14.2,15.7,11.6,10.0","5.6,11.2,14.2,13.7","7.5,22.56,37.61,52.67,67.73","17.96,14.17,8.0,3.13,0.88","0.85,1.65,1.38,0.72,0.39","12.501,9.861,5.566,2.182,0.611","1.009,0.796,0.449,0.176,0.049"
WALLABY J171338-590621,258.410766624187,-59.1060860503003,1.40391904733201E9,Norma TR1,Norma Kin TR1,3512.4,0.7,33.49,0.1958,40.426,0.2125,258.411648,6.9E-4,-59.105024,3.27E-4,24.3,5.5,14.4,3.6,9.7,3.6,0.0,"7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9","97.7,149.8,158.0,163.5,163.1,155.2,145.9,138.2","48.5,9.7,1.8,2.4,3.2,0.1,1.5,1.9","21.9,33.6,35.4,36.6,36.5,34.8,32.7,31.0","7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9,127.95,143.01,158.07","2.94,3.96,4.75,4.18,3.05,2.18,1.67,1.1,0.58,0.38,0.29","0.6,0.66,0.43,0.49,0.41,0.27,0.25,0.2,0.12,0.08,0.08","2.682,3.614,4.332,3.808,2.777,1.99,1.519,1.002,0.526,0.343,0.266","0.116,0.156,0.187,0.164,0.12,0.086,0.065,0.043,0.023,0.015,0.011"
WALLABY J171804-575135,259.520600692266,-57.8599823447488,1.41528862692716E9,Norma TR1,Norma Kin TR1,1080.6,0.5,59.122,0.4392,43.343,0.1313,259.527157,0.001412,-57.859628,1.46E-4,62.5,2.4,279.4,1.6,273.9,1.6,0.0,"7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9,127.95,143.01,158.07,173.12,188.18,203.24,218.29,233.35,248.41,263.46,278.52","10.0,29.3,40.4,49.0,57.3,62.7,66.6,70.1,73.0,75.7,78.2,80.5,82.5,84.2,85.6,86.5,86.4,85.0,82.4","0.6,3.4,1.9,0.3,1.0,0.4,0.6,1.2,1.3,1.1,0.8,0.4,0.1,0.5,0.9,1.6,2.4,3.1,3.6","0.2,0.7,0.9,1.1,1.3,1.4,1.5,1.6,1.6,1.7,1.7,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.8","7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9,127.95,143.01,158.07,173.12,188.18,203.24,218.29,233.35,248.41,263.46,278.52,293.58,308.63","5.22,5.2,5.68,5.55,6.03,6.69,6.62,6.02,6.13,6.37,6.42,6.12,5.84,4.87,3.7,2.73,1.9,1.35,1.24,1.04,0.72","0.27,0.77,1.05,0.94,0.99,0.86,0.51,0.62,0.72,0.8,0.6,0.54,0.59,0.56,0.45,0.36,0.31,0.25,0.21,0.22,0.18","2.416,2.406,2.625,2.565,2.79,3.094,3.06,2.782,2.833,2.944,2.971,2.828,2.699,2.251,1.709,1.262,0.881,0.626,0.575,0.483,0.331","0.197,0.197,0.214,0.21,0.228,0.253,0.25,0.227,0.231,0.24,0.243,0.231,0.22,0.184,0.14,0.103,0.072,0.051,0.047,0.039,0.027"
WALLABY J171829-602453,259.622204219982,-60.4147663950013,1.39416117031228E9,Norma TR1,Norma Kin TR1,5633.0,8.7,23.511,0.5044,42.124,0.5771,259.623418,0.001893,-60.411094,8.74E-4,62.8,4.9,199.6,2.5,193.8,2.5,0.0,"7.5,22.56,37.61,52.67,67.73","114.0,111.5,111.4,119.9,138.0","28.1,2.6,8.1,3.9,10.0","5.0,4.9,4.9,5.3,6.1","7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9,127.95,143.01,158.07,173.12,188.18,203.24","13.3,10.76,7.28,4.41,1.92,0.82,0.55,0.44,0.25,0.1,0.02,0.02,0.02,0.02","0.41,1.28,1.14,0.93,0.65,0.43,0.42,0.29,0.16,0.09,0.03,0.03,0.03,0.03","6.083,4.92,3.33,2.016,0.88,0.375,0.251,0.201,0.115,0.046,0.009,0.01,0.01,0.007","1.006,0.814,0.551,0.333,0.145,0.062,0.041,0.033,0.019,0.008,0.001,0.002,0.002,0.001"
WALLABY J172007-600928,260.030921217703,-60.1579911660123,1.39934182597459E9,Norma TR1,Norma Kin TR1,4505.6,0.5,31.936,0.3455,31.895,0.6676,260.032272,0.001391,-60.156022,0.001046,77.3,2.5,263.6,1.4,257.5,1.4,0.0,"7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9,127.95","121.4,191.1,161.1,158.7,167.5,171.2,171.1,169.2,165.5","62.2,47.6,5.7,1.0,1.4,0.0,1.0,0.4,4.3","1.2,1.9,1.6,1.6,1.7,1.7,1.7,1.7,1.6","7.5,22.56,37.61,52.67,67.73,82.78,97.84,112.9,127.95,143.01,158.07","15.53,14.43,12.15,10.67,8.88,7.46,5.6,4.04,2.51,1.43,0.63","0.24,0.91,1.61,1.79,1.51,1.47,1.37,1.39,1.12,0.95,0.63","3.418,3.175,2.673,2.348,1.953,1.64,1.231,0.888,0.551,0.315,0.139","0.662,0.615,0.518,0.455,0.378,0.318,0.239,0.172,0.107,0.061,0.027"
WALLABY J122708+055255,186.786881240741,5.8820870825730704,1.41515072668657E9,NGC 4636 TR1,NGC 4636 Kin TR1,1114.5,2.5,21.292,0.3205,27.222,0.0299,186.786343,5.38E-4,5.882283,4.8E-5,78.1,11.5,194.6,5.8,194.4,5.8,0.0,"7.5,22.55,37.59,52.64,67.68,82.73,97.78","21.5,46.5,63.6,75.7,81.0,79.6,46.4","4.9,2.4,1.3,3.3,5.6,7.8,35.2","0.9,2.0,2.8,3.3,3.6,3.5,2.0","7.5,22.55,37.59,52.64,67.68,82.73,97.78","24.7,23.86,21.95,18.31,14.18,9.85,6.28","0.73,1.78,3.08,4.26,3.9,4.33,3.98","5.093,4.919,4.527,3.776,2.923,2.032,1.294","4.832,4.667,4.295,3.582,2.773,1.928,1.228"
WALLABY J122710+071549,186.795255064477,7.26386914596215,1.41601748310127E9,NGC 4636 TR1,NGC 4636 Kin TR1,925.2,1.3,38.123,0.1991,37.349,0.4202,186.795438,3.38E-4,7.262864,6.99E-4,37.8,9.8,143.2,0.3,142.9,0.3,0.0,"7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87","83.6,114.1,97.6,95.6,101.1,106.0,109.9,113.0,115.9","26.6,31.7,4.9,1.2,0.7,0.0,0.1,2.1,6.6","19.9,27.2,23.2,22.8,24.1,25.2,26.2,26.9,27.6","7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87,142.92,157.96,173.01","6.47,5.64,5.36,6.18,6.54,5.95,4.94,3.6,1.99,1.19,0.71,0.18","0.59,0.7,0.61,0.74,0.7,0.53,0.47,0.42,0.32,0.25,0.19,0.09","5.107,4.452,4.232,4.878,5.163,4.7,3.898,2.845,1.573,0.938,0.561,0.142","0.676,0.59,0.56,0.646,0.684,0.622,0.516,0.377,0.208,0.124,0.074,0.019"
WALLABY J122726+061551,186.85974596815,6.26417982396419,1.41357913803846E9,NGC 4636 TR1,NGC 4636 Kin TR1,1447.2,1.4,24.57,0.2005,21.516,0.4501,186.859777,3.4E-4,6.263072,7.49E-4,41.2,3.3,80.5,1.9,80.3,1.9,0.0,"22.5,37.55,52.59,67.64,82.68","80.1,90.7,97.2,96.0,78.8","2.5,1.7,2.3,0.8,16.4","5.4,6.1,6.5,6.4,5.3","22.5,37.55,52.59,67.64,82.68","4.32,5.26,4.46,2.7,1.09","1.05,0.99,0.67,0.52,0.42","3.251,3.957,3.361,2.034,0.823","0.165,0.201,0.171,0.103,0.042"
WALLABY J122733+061359,186.888002798772,6.23326818577916,1.39069851703096E9,NGC 4636 TR1,NGC 4636 Kin TR1,6402.0,1.1,24.833,0.0635,25.366,0.5258,186.887977,1.1E-4,6.234586,8.76E-4,31.0,4.8,30.0,3.3,29.7,3.3,0.0,"7.5,22.55,37.59,52.64,67.68","99.3,123.2,139.6,144.5,139.3","6.1,4.4,5.3,4.4,0.8","14.1,17.5,19.9,20.6,19.8","7.5,22.55,37.59,52.64,67.68,82.73,97.78","5.64,4.31,3.29,2.15,0.84,0.3,0.04","0.59,0.78,0.73,0.52,0.43,0.22,0.05","4.831,3.697,2.817,1.842,0.717,0.253,0.031","0.242,0.186,0.141,0.092,0.036,0.013,0.002"
WALLABY J122852+041739,187.218610111251,4.29419801746214,1.40057896520651E9,NGC 4636 TR1,NGC 4636 Kin TR1,4232.4,1.3,26.849,0.4946,28.498,0.3251,187.219163,8.28E-4,4.294116,5.39E-4,82.8,4.1,54.4,0.3,54.2,0.3,1.0,"7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87","109.1,145.6,138.3,135.4,141.7,144.0,144.1,142.5,138.2","59.9,69.5,3.3,2.5,2.6,0.6,2.4,1.7,3.8","1.0,1.3,1.3,1.2,1.3,1.3,1.3,1.3,1.3","7.5,22.55,37.59,52.64,67.68,82.73,97.78,112.82,127.87","18.83,18.9,16.62,14.85,12.78,10.09,7.32,5.54,4.21","1.25,3.02,3.16,3.56,4.2,4.54,3.58,3.54,3.43","2.375,2.383,2.096,1.873,1.611,1.273,0.923,0.698,0.53","1.337,1.341,1.18,1.054,0.907,0.716,0.519,0.393,0.298"
WALLABY J122932+005020,187.38498504791,0.839137790751842,1.409896951722E9,NGC 4636 TR1,NGC 4636 Kin TR1,2236.3,0.5,18.083,0.0752,14.788,0.2045,187.385819,1.26E-4,0.839689,3.41E-4,81.6,8.3,72.5,0.6,72.5,0.6,1.0,"7.5,22.56,37.63,52.69,67.75","27.9,46.4,57.7,62.3,62.5","4.3,3.6,1.3,0.6,3.7","0.6,1.0,1.2,1.3,1.3","7.5,22.56,37.63,52.69,67.75","8.44,8.02,6.7,4.82,2.6","0.12,0.49,1.49,2.1,2.36","1.228,1.167,0.974,0.7,0.378","1.2,1.14,0.952,0.684,0.369"
WALLABY J123026+041450,187.611364645235,4.24723619354071,1.4089506594493E9,NGC 4636 TR1,NGC 4636 Kin TR1,2430.2,1.0,19.595,0.3502,26.965,0.1058,187.610935,5.86E-4,4.247607,1.75E-4,62.2,0.2,173.3,1.0,173.2,1.0,0.0,"7.5,22.55,37.59,52.64,67.68,82.73,97.78","118.5,160.3,164.0,163.5,164.3,165.2,155.3","50.7,8.1,0.4,0.2,0.4,1.3,8.3","0.2,0.3,0.3,0.3,0.3,0.3,0.3","7.5,22.55,37.59,52.64,67.68,82.73,97.78","10.96,10.51,10.52,9.62,6.58,3.53,1.53","1.19,1.82,0.96,0.89,1.13,1.08,0.67","5.12,4.908,4.912,4.495,3.072,1.648,0.716","0.036,0.035,0.035,0.032,0.022,0.012,0.005"
