name,rc_model:Tan:r_t,rc_model:Tan:v_c,rc_model:Tan:v0,rc_model:Tan:x0,rc_model:Tanh:r_t,rc_model:Tanh:v_c,rc_model:Tanh:v0,rc_model:Tanh:x0,rc_model:C97:r_t,rc_model:C97:v_c,rc_model:C97:beta,rc_model:C97:gamma,rc_model:C97:v0,rc_model:C97:x0,sersic:Re|f,sersic:Ie|f,sersic:M|f,sersic:n|f,sersic:Re|n,sersic:Ie|n,sersic:M|n,sersic:n|n,sersic:Re|g,sersic:Ie|g,sersic:M|g,sersic:n|g,sersic:Re|r,sersic:Ie|r,sersic:M|r,sersic:n|r,sersic:Re|z,sersic:Ie|z,sersic:M|z,sersic:n|z,sersic:Re|w1,sersic:Ie|w1,sersic:M|w1,sersic:n|w1,sersic:Re|w2,sersic:Ie|w2,sersic:M|w2,sersic:n|w2
ESO603-G020,99.999,99.999,99.999,99.999,24.61,102.2,0,0,23.39,142.7,-0.1886,1.474,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO603-G025,99.999,99.999,99.999,99.999,3.551,138.9,0,0,1.738,168,-0.003593,0.8716,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO604-G001,99.999,99.999,99.999,99.999,8.559,67.91,0,0,6.27,85.57,-0.08948,1.093,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO604-G010,99.999,99.999,99.999,99.999,2.677,160.3,0,0,3.721,152.7,0.1763,2.707,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO604-G011,99.999,99.999,99.999,99.999,7.656,133,0,0,6.968,163.2,-0.09729,1.392,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO605-G006,99.999,99.999,99.999,99.999,7.01,130.5,0,0,5.938,147.3,-0.02528,1.629,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO605-G011,99.999,99.999,99.999,99.999,59.74,181.6,0,0,19.72,116,-0.3252,1.935,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO605-G017,99.999,99.999,99.999,99.999,7.051,108.4,0,0,5.906,118.2,-0.0006385,1.504,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO605-G022,99.999,99.999,99.999,99.999,5.493,99.99,0,0,5.758,107.3,0.03403,2.043,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO606-G006,99.999,99.999,99.999,99.999,8.68,272.4,0,0,10.12,258.3,0.1434,2.676,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO606-G011,99.999,99.999,99.999,99.999,5.235,84.9,0,0,4.444,84.29,-0.0483,3.52,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO606-G017,99.999,99.999,99.999,99.999,4.086,117.6,0,0,4.123,121,0.05553,2.121,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
FAIRALL1138,99.999,99.999,99.999,99.999,1.598,141.1,0,0,0.03354,167.1,0.01851,0.4458,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,8.113,1.508,14.96,1.981,7.642,2.945,14.31,2.211,7.457,4.621,13.82,2.429,9.841,2.445,14.28,1.159,9.788,1.578,14.8,1.085
FGC0142,99.999,99.999,99.999,99.999,3.464,161.4,0,0,2.387,176.6,-0.03084,1.293,0,0,2.522e+04,0.0005029,7.593,2.082,17.52,0.03262,19.38,0.4034,11.85,0.636,16.54,1.22,10.47,1.424,15.94,1.215,9.484,2.449,15.56,1.229,13.38,0.8527,16,1.114,13.12,0.5359,16.59,1.034
FGC0146,99.999,99.999,99.999,99.999,5.074,203.8,0,0,2.579,257.2,-0.02974,0.7499,0,0,24.25,0.07696,17.89,0.4956,24.37,0.13,17.31,0.5025,14.14,1.077,15.81,1.231,13.69,1.792,15.31,1.255,12.12,2.691,15.06,1.475,15.06,1.315,15.54,1.032,16.3,0.6953,16.04,1.076
FGC177A,99.999,99.999,99.999,99.999,11.34,362.2,0,0,16.94,284,0.4318,4.77,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
FGC1813,99.999,99.999,99.999,99.999,5.142,137.4,0,0,5.976,132,0.06523,3.159,0,0,99.999,99.999,99.999,99.999,8.571,0.05797,20.5,0.1798,11.3,0.7399,17.1,0.8502,10.08,1.444,16.58,0.9252,9.564,2.31,16.13,1.054,13.53,0.6156,16.89,0.8749,9.413,0.5571,17.81,0.5727
FGC2089,99.999,99.999,99.999,99.999,5.548,65.18,0,0,4.418,90.08,-0.1579,1.149,0,0,8.847,0.606,17.87,0.1927,12.73,0.6103,16.91,0.6665,10.95,1.042,16.49,0.9676,9.66,1.63,16.33,0.8571,7.68,3.066,16.15,0.5572,17.45,0.222,17.16,0.9621,20.16,0.1114,17.57,1.017
FGC285A,99.999,99.999,99.999,99.999,1.027,64.36,0,0,0.7293,88.42,-0.05683,0.9386,0,0,99.999,99.999,99.999,99.999,-54.7,0.004855,99.999,1,13.45,0.7172,16.54,0.9617,12.08,1.996,15.62,1.062,11.41,4.355,14.86,1.138,14.05,1.99,15.28,1.088,13.84,1.207,15.86,1.095
FGCE0066,99.999,99.999,99.999,99.999,4.788,139.7,0,0,6.227,136.7,0.1556,3.302,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,12.09,1.423,15.62,0.8134,11.05,2.981,14.97,0.9061,10.25,5.454,14.45,0.9627,12.62,2.715,15.05,0.6403,13.17,1.449,15.5,0.6715
FGCE0569,99.999,99.999,99.999,99.999,11.55,118.3,0,0,7.273,131.8,-0.1181,1.383,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
FGCE1067,99.999,99.999,99.999,99.999,7.529,126.5,0,0,6.327,180.9,-0.1688,1.115,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
FGCE1129,99.999,99.999,99.999,99.999,3.362,118.5,0,0,3.141,124.6,-0.03169,2.035,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
FGCE1557,99.999,99.999,99.999,99.999,4.777,145.8,0,0,3.525,159.5,-0.2458,1.933,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
GALEXASCJ163656.57+661318.4,99.999,99.999,99.999,99.999,1.69,166.2,0,0,1.597,176.8,-0.09359,2.348,0,0,3.488,0.09011,20.7,0.4353,3.904,0.08773,20.34,0.634,1876,0.0001983,12.36,6.985,2.159,1.247,18.67,0.7559,1.609,3.341,18.35,0.7703,4.138,0.2585,19.16,0.4568,4.421,0.1421,19.65,0.4837
GALEXASCJ175848.77+690539.4,99.999,99.999,99.999,99.999,3.13,170.3,0,0,2.798,200.4,-0.1153,1.64,0,0,555.2,0.0001923,15.89,5.146,18.39,0.06809,18.03,0.678,25.66,0.1202,16.13,2.232,11.74,0.2841,16.82,2.588,13.05,0.4282,16.11,2.768,20.75,0.2168,16.08,1.727,17.29,0.2156,16.61,1.338
GALEXASCJ175900.60+690143.0,99.999,99.999,99.999,99.999,2.801,166.1,0,0,1.872,175,-0.03869,1.654,0,0,668.3,0.001499,13.24,2.821,7.441,0.1519,18.78,0.4262,5.889,0.4045,17.65,1.607,4.036,1.622,17.24,0.9043,3.545,2.93,16.86,0.9376,5.71,0.7903,17.41,0.6409,5.572,0.5232,17.99,0.5688
GALEXASCJ180148.97+691437.2,99.999,99.999,99.999,99.999,2.542,170.9,0,0,4.053,139.9,0.4243,4.224,0,0,99.999,99.999,99.999,99.999,4.921,0.1485,19.76,0.2968,3.743,1.175,17.85,0.6566,4.042,1.606,17.2,0.8025,3.424,3.584,16.74,0.8373,6.752,0.6106,17.17,0.7431,7.602,0.3103,17.62,0.7878
GALEXMSCJ163330.50+661848.3,99.999,99.999,99.999,99.999,1.588,281.1,0,0,1.615,286.5,0.01971,2.494,0,0,3.802,0.01738,22.3,0.4953,4.041,0.02706,21.56,0.475,3050,0.0002388,11.13,6.553,2.295,2.264,17.75,0.8295,1.932,4.265,17.5,1.004,4.435,0.4551,18.22,0.5715,4.73,0.2443,18.78,0.541
GALEXMSCJ163432.52+661911.7,99.999,99.999,99.999,99.999,2.567,249,0,0,1.137,178.8,-0.2943,4.408,0,0,4.12,0.005383,23.13,0.746,3.935,0.01382,22.27,0.5166,1227,0.0002174,13.04,6.981,1.88,1.391,18.67,0.835,1.537,3.076,18.2,0.9754,5.597,0.2776,18.19,0.5974,6.008,0.1457,18.71,0.6263
HolmbergII,99.999,99.999,99.999,99.999,73.5,22.02,0,0,34.02,23.44,-0.01202,1.3,0,0,99.05,0.1002,12.65,0.8976,98.82,0.1122,12.54,0.881,95.73,0.3365,11.43,0.855,93.34,0.3453,11.29,1.21,1.694e+04,4.413e-06,10.97,13.82,156.9,0.06394,11.78,1.899,274.3,0.01615,11.94,2.407
HolmbergIV,99.999,99.999,99.999,99.999,142.9,70.63,0,0,215.1,128.4,-0.05634,1.251,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,72.89,0.2687,13.32,0.8787,74.01,0.3991,12.88,0.8288,65.13,0.1228,14.2,1.396,82.14,0.1804,13.51,0.8548,104.2,0.05818,14.12,1.057
IC0004,99.999,99.999,99.999,99.999,10.27,119.2,0,0,2.691,148.8,-0.0476,0.7016,0,0,27.36,0.1092,15.7,1.062,18.36,0.2014,15.76,1.414,30.71,0.3761,13.2,3.301,29.45,0.6947,12.62,3.348,31.78,0.9024,12.14,3.553,25.2,0.694,13.06,2.745,36.69,0.2385,13.31,3.317
IC0013,99.999,99.999,99.999,99.999,5.084,113.2,0,0,3.22,148.2,-0.09562,0.8655,0,0,17.13,0.5351,16.22,0.2752,19.77,0.7154,15.16,0.6252,15.11,2.403,14.33,0.9485,14.19,3.788,13.94,1.004,13.61,4.612,13.76,1.144,17.65,1.841,14.23,1.042,17.61,1.069,14.78,1.051
IC0121,99.999,99.999,99.999,99.999,2.66,166.8,0,0,0.2745,219.7,0.1167,0.5306,0,0,11.48,0.2102,17.07,0.2095,13.4,0.2825,16.4,0.407,9.524,3.284,14,1.178,8.718,6.326,13.4,1.386,8.335,10.38,12.93,1.472,12.2,4.383,13.26,0.9144,12.3,2.808,13.84,0.8073
IC0176,99.999,99.999,99.999,99.999,11.32,128.1,0,0,9.15,180.1,-0.07653,0.971,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,21.63,1.444,14.31,0.9664,20.27,2.71,13.73,1.04,19.39,4.496,13.27,1.065,21.94,2.308,13.81,0.8762,22.12,1.371,14.45,0.8183
IC0221,99.999,99.999,99.999,99.999,4.207,166.3,0,0,3.724,160.5,-0.1541,3.988,0,0,23.36,0.1632,15.61,0.4573,27.6,0.1834,14.88,0.9634,33.33,0.5461,12.86,2.702,31.18,1.089,12.24,2.751,29.6,1.817,11.79,2.84,20.02,2.984,12.52,1.209,21.32,1.548,13.09,1.235
IC0356,99.999,99.999,99.999,99.999,4.486,216.9,0,0,-127,164.1,0.9967,2.296,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC0382,99.999,99.999,99.999,99.999,3.172,158,0,0,0.5574,169.8,0.007769,0.7717,0,0,55.82,0.07754,14.22,1.558,32.23,0.2429,14.18,1.409,34.88,0.7498,12.43,2.846,34.11,1.237,11.87,3.222,33.88,1.725,11.46,3.67,20.17,3.75,12.22,1.419,20.47,2.147,12.81,1.385
IC0387,99.999,99.999,99.999,99.999,12.19,170.5,0,0,3.107,179,-0.07379,1.121,0,0,24.18,0.1311,15.81,0.4423,27.75,0.1639,15.09,0.7638,32.93,0.5101,12.8,3.095,27.62,1.328,12.22,2.713,29.57,1.679,11.7,3.383,20.53,2.844,12.37,1.371,22.75,1.37,12.92,1.441
IC0407,99.999,99.999,99.999,99.999,10.22,169.3,0,0,12.57,163.3,0.1869,2.79,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC0416,99.999,99.999,99.999,99.999,8.432,104.2,0,0,6.209,117.3,-0.06291,1.32,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC0467,99.999,99.999,99.999,99.999,15.24,113.3,0,0,9.258,154.3,0.02285,0.8292,0,0,48.52,0.3374,13.89,0.3856,46.2,0.5478,13.46,0.4062,35.53,1.728,12.5,0.838,32.43,2.788,12.12,0.9576,27.27,3.084,12.35,1.239,35.04,1.943,12.33,0.9853,36.08,1.066,12.91,1.013
IC0529,99.999,99.999,99.999,99.999,13.01,141.2,0,0,9.563,169.9,-0.04241,1.039,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,43.44,0.9663,12.5,1.284,41.59,1.686,11.96,1.369,35.6,2.032,11.98,1.708,39.36,1.772,12.12,1.125,42.33,0.9018,12.67,1.183
IC0625,99.999,99.999,99.999,99.999,61.91,81.88,0,0,30.8,66.23,-0.3178,2.071,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC0635,99.999,99.999,99.999,99.999,4.976,194.6,0,0,-5.865,190,0.2352,2.175,0,0,12.78,0.09674,18.36,0.4235,21.14,0.07145,17.2,1.046,14.08,1.637,14.35,1.941,12.55,3.469,13.74,2.094,11.76,5.832,13.31,2.13,16.13,2.724,13.65,1.446,15.81,1.604,14.28,1.4
IC0677,99.999,99.999,99.999,99.999,4.451,123.3,0,0,13.47,111.5,0.6339,2.187,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,14.79,2.933,13.59,1.03,13.78,5.156,13.08,1.132,13.14,8.104,12.68,1.158,16.56,3.821,13.11,0.9107,16.75,2.281,13.66,0.8772
IC0716,99.999,99.999,99.999,99.999,13.19,200.7,0,0,12.42,201.2,-0.05794,3.553,0,0,32.62,0.05269,17.5,0.4355,31.09,0.1135,16.7,0.5239,15.06,3.979,14.02,1.305,14.29,8.059,13.38,1.256,13.36,13.46,12.96,1.298,17.93,6.864,13.29,0.8085,19.97,2.983,13.88,0.9272
IC0721,99.999,99.999,99.999,99.999,9.088,135.3,0,0,9.576,136.2,-0.02855,3.346,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,18.75,1.568,14.84,1.045,16.35,3.159,14.32,1.169,15.08,5.13,13.93,1.283,17.93,2.445,14.41,1.143,19.57,1.357,14.85,1.176
IC0727,99.999,99.999,99.999,99.999,34.59,291,0,0,24.86,242,0.03028,2.449,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,19.6,1.32,14.47,1.728,17.97,2.995,13.69,2.064,17.54,5.463,13.03,2.277,19.64,4.089,13.4,1.267,20.77,2.029,14.03,1.268
IC0728,99.999,99.999,99.999,99.999,4.785,169.3,0,0,0.9027,191.6,0.05123,0.7343,0,0,17.45,0.1001,17.1,0.6068,17.76,0.1544,16.3,0.7646,13.59,1.678,13.97,1.529,13,3.27,13.36,1.455,12.24,4.993,12.98,1.64,14.58,2.794,13.45,1.03,15.69,1.465,13.96,1.093
IC0750,99.999,99.999,99.999,99.999,7.928,163.1,0,0,-0.07193,163.5,-0.006818,1.39,0,0,766.4,0.0006526,13.97,3.296,25.39,0.09479,16.35,0.9052,22.45,4.534,11.98,1.6,21.11,12.31,11.07,1.476,18.42,21.13,10.8,1.392,22.52,18.39,10.47,1.524,22.23,12.06,10.95,1.545
IC0756,99.999,99.999,99.999,99.999,6.645,184.9,0,0,8.06,183.1,0.08742,2.982,0,0,99.999,99.999,99.999,99.999,24.27,0.05436,16.71,1.653,18.78,0.9996,14.09,1.676,18,1.997,13.44,1.647,18.21,3.383,12.89,1.497,21.66,2.027,13.2,1.152,21.18,1.256,13.69,1.365
IC0768,99.999,99.999,99.999,99.999,9.264,129.6,0,0,6.849,155.4,-0.08507,1.137,0,0,26.33,0.0656,16.66,0.7896,24.98,0.1492,15.94,0.6114,21.8,0.773,13.94,1.865,20.48,1.313,13.49,1.91,20.61,1.744,13.16,1.935,21.15,1.147,13.82,1.133,23.6,0.5561,14.35,1.181
IC0784,99.999,99.999,99.999,99.999,7.073,170.4,0,0,-5.022,182.2,9.655e-05,1.335,0,0,16.18,0.1391,15.98,0.1638,32.9,0.3138,15.05,0.429,23.32,2.067,13.29,1.28,21.26,3.811,12.78,1.398,19.68,6.13,12.42,1.418,22.43,3.934,12.83,0.9136,23.59,2.066,13.41,0.9323
IC0796,99.999,99.999,99.999,99.999,1.502,15.45,0,0,0.6314,20.52,-0.01768,0.7518,0,0,6.971,0.2388,18.4,0.6991,18.87,0.09959,16.47,1.914,18.59,2.595,13.12,1.392,18.74,4.318,12.57,1.338,19.07,5.466,12.24,1.422,20.14,2.906,12.85,1.316,24.4,1.094,13.38,1.645
IC0797,99.999,99.999,99.999,99.999,9.741,43.24,0,0,4.441,62.14,-0.05696,0.7607,0,0,14.68,0.5863,15.28,0.6258,21.03,0.3713,14.7,1.098,25.29,1.051,13.08,1.325,26,1.528,12.61,1.333,25.45,2.055,12.34,1.321,28.66,0.9198,12.98,1.248,33.73,0.4198,13.42,1.41
IC0800,99.999,99.999,99.999,99.999,21.31,67.48,0,0,16.43,68.89,-0.2145,2.357,0,0,13.1,0.4217,16,0.6191,17.28,0.2612,15.35,1.221,22.07,1.047,13.23,1.438,23.56,1.498,12.72,1.388,24.75,1.911,12.37,1.312,29.56,0.7942,13.01,1.145,32.91,0.3785,13.53,1.272
IC0842,99.999,99.999,99.999,99.999,5.888,158.9,0,0,5.477,276.5,0.176,0.686,0,0,20.03,0.06332,17.39,0.4792,20.07,0.1197,16.63,0.5789,15.37,1.5,14.12,1.248,14.92,2.69,13.52,1.346,14.08,4.143,13.12,1.501,17.65,2.308,13.5,0.9103,17.88,1.306,14.11,0.8813
IC0871,99.999,99.999,99.999,99.999,3.824,212.9,0,0,3.631,220.7,-0.07893,2.746,0,0,24.16,0.08991,16.52,0.4366,31.63,0.1135,15.46,0.9635,25.89,0.8341,13.15,3.108,24.33,1.468,12.57,3.803,21.34,2.749,12.18,3.725,19.48,2.746,12.79,1.672,19.68,1.58,13.4,1.574
IC0900,99.999,99.999,99.999,99.999,7.729,168.8,0,0,4.677,181.7,-0.03391,1.29,0,0,-2174,0.02514,99.999,1,22.16,0.2481,15.43,0.3266,17.46,1.648,13.44,1.241,16.21,2.943,12.93,1.358,15.06,4.283,12.61,1.571,19.29,2.315,12.93,1.061,19.91,1.337,13.46,1.056
IC0952,99.999,99.999,99.999,99.999,11.23,128.7,0,0,9.621,129.3,-0.1529,2.685,0,0,21.47,0.136,16.86,0.2284,24.12,0.1635,16.2,0.5392,16.6,2.192,14,0.863,15.35,3.804,13.51,0.9878,14.9,5.282,13.16,1.102,18.42,2.516,13.6,0.9115,19.66,1.332,14.12,0.9613
IC0984,99.999,99.999,99.999,99.999,7.578,180.4,0,0,9.77,173.4,0.2022,2.552,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,23.69,1.626,13.56,1.279,23.9,2.948,12.83,1.449,22.26,5.414,12.29,1.57,29.48,2.385,12.66,1.299,33.07,1.125,13.19,1.386
IC1048,99.999,99.999,99.999,99.999,21.48,144.1,0,0,14.74,156,-0.06946,1.496,0,0,37.03,0.0943,16.09,0.5007,43.85,0.1201,15.25,0.8389,33.04,2.133,12.66,0.9973,31.15,4.116,12.05,1.049,29.42,6.744,11.62,1.103,31.7,4.057,11.96,1.222,32.84,2.29,12.49,1.258
IC1133,99.999,99.999,99.999,99.999,11.18,106.8,0,0,7.731,143.2,-0.1968,1.014,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,16.67,1.537,14.34,1.113,16.33,2.495,13.86,1.118,16.72,3.279,13.5,1.142,21.96,1.099,14.12,1.068,25.16,0.5539,14.55,1.123
IC1192,99.999,99.999,99.999,99.999,7.727,259,0,0,8.394,261.6,0.03416,2.528,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,14.62,0.7558,15.23,1.057,12.9,1.862,14.41,1.344,11.32,4.269,13.71,1.601,12.96,3.028,13.88,1.333,13.54,1.641,14.46,1.309
IC1231,99.999,99.999,99.999,99.999,6.824,174.5,0,0,2.872,195.1,0.07975,0.9476,0,0,30.83,0.0739,16.22,0.6502,29.63,0.171,15.37,0.5994,20.67,1.624,13.36,1.338,19.96,2.892,12.78,1.409,16.65,4.168,12.65,1.808,20.38,3.157,12.81,0.9938,21.03,1.715,13.39,1.006
IC1237,99.999,99.999,99.999,99.999,0.1158,256.6,0,0,-0.009953,267.9,0.004024,0.5688,0,0,9.306,0.08718,17.68,0.1637,28.98,0.0958,16.37,0.3059,17.01,2.071,13.77,1.557,16.2,4.495,13.05,1.489,13.14,7.404,12.81,2.04,17.46,4.435,12.99,1.235,18.18,2.357,13.59,1.233
IC1279,99.999,99.999,99.999,99.999,2.682,229.5,0,0,2.625,231.9,0.06023,1.692,0,0,99.999,99.999,99.999,99.999,20.38,0.2175,15.47,0.164,25.03,1.331,13.86,1.503,19.75,3.609,13.26,1.577,17.67,6.289,12.84,1.779,24.61,3.224,13.06,1.156,24.96,1.846,13.66,1.089
IC1321,99.999,99.999,99.999,99.999,6.926,157.2,0,0,5.788,173.2,-0.2845,2.613,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC1328,99.999,99.999,99.999,99.999,4.554,191.7,0,0,8.168,166.4,0.43,4.563,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC1330,99.999,99.999,99.999,99.999,6.808,214.3,0,0,14.56,144,0.7788,4.783,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC1339,99.999,99.999,99.999,99.999,7.887,307.4,0,0,12.5,256.4,0.4571,3.13,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC1401,99.999,99.999,99.999,99.999,6.259,148.1,0,0,3.863,173.7,0.002843,1.054,0,0,34.58,0.2715,15.17,0.4551,33.2,0.4558,14.6,0.5984,24.67,1.344,13.63,1.574,23,2.064,13.22,1.917,21.88,2.787,12.95,2.116,23.75,1.889,13.47,1.218,22.78,1.181,14.1,1.131
IC1435,99.999,99.999,99.999,99.999,2.749,173.3,0,0,3.823,165,0.2118,2.845,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC1474,99.999,99.999,99.999,99.999,5.615,113.7,0,0,8.456,124.9,0.2015,1.695,0,0,16.01,0.2689,16.45,0.2428,16.64,0.4361,15.58,0.5851,12.62,3.201,13.78,0.9759,11.82,5.982,13.2,1.066,11.08,10.02,12.78,1.084,14.26,4.661,13.15,0.8911,14.33,2.744,13.71,0.8919
IC1488,99.999,99.999,99.999,99.999,9.512,350.4,0,0,12.36,311.8,0.2309,3.768,0,0,99.999,99.999,99.999,99.999,42.36,0.003094,19.42,1.726,11.57,2.397,15.19,1.222,10.84,6.081,14.3,1.279,11.04,11.35,13.56,1.344,17.66,3.396,13.92,1.145,18.76,1.718,14.53,1.145
IC1501,99.999,99.999,99.999,99.999,4.977,142.6,0,0,4.423,153.5,0.01501,1.506,0,0,21.15,0.2565,15.58,0.7739,20.63,0.3804,15.14,0.9005,16.34,1.863,13.78,1.196,15.99,2.879,13.33,1.276,15.43,4.027,13.03,1.307,17.45,2.077,13.57,1.079,18.16,1.073,14.16,1.184
IC1504,99.999,99.999,99.999,99.999,9.23,206,0,0,4.047,221.2,-0.3746,1.56,0,0,527.9,0.03042,11.36,1.226,29.93,0.4565,15,0.4105,22.68,2.44,13.33,1.063,20.67,4.942,12.73,1.159,19.7,7.936,12.29,1.242,22.3,5.553,12.52,0.9638,23.76,3.013,13.03,1.008
