name,rc_model:Tan:r_t,rc_model:Tan:v_c,rc_model:Tan:v0,rc_model:Tan:x0,rc_model:Tanh:r_t,rc_model:Tanh:v_c,rc_model:Tanh:v0,rc_model:Tanh:x0,rc_model:C97:r_t,rc_model:C97:v_c,rc_model:C97:beta,rc_model:C97:gamma,rc_model:C97:v0,rc_model:C97:x0,sersic:Re|f,sersic:Ie|f,sersic:M|f,sersic:n|f,sersic:Re|n,sersic:Ie|n,sersic:M|n,sersic:n|n,sersic:Re|g,sersic:Ie|g,sersic:M|g,sersic:n|g,sersic:Re|r,sersic:Ie|r,sersic:M|r,sersic:n|r,sersic:Re|z,sersic:Ie|z,sersic:M|z,sersic:n|z,sersic:Re|w1,sersic:Ie|w1,sersic:M|w1,sersic:n|w1,sersic:Re|w2,sersic:Ie|w2,sersic:M|w2,sersic:n|w2
ESO424-G035,99.999,99.999,99.999,99.999,11.98,166.3,0,0,10.67,149.2,-0.03078,3.329,0,0,99.999,99.999,99.999,99.999,-55.85,0.004868,99.999,1,14.16,0.7566,15.76,1.025,12.94,1.799,14.99,1.081,11.76,3.792,14.36,1.128,16.04,1.511,14.69,1.119,17.06,0.828,15.19,1.17
ESO426-G008,99.999,99.999,99.999,99.999,10.93,150.9,0,0,10.01,173.7,-0.03169,1.551,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO426-G015,99.999,99.999,99.999,99.999,17.17,176.1,0,0,9.496,201.2,-0.1334,1.137,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO427-G003,99.999,99.999,99.999,99.999,5.812,196.7,0,0,7.966,189.1,0.1845,3.867,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO427-G011,99.999,99.999,99.999,99.999,7.299,78.93,0,0,7.258,74.16,0.04965,2.748,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO427-G013,99.999,99.999,99.999,99.999,8.779,171.1,0,0,2.517,225.1,0.09745,0.6747,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO427-G014,99.999,99.999,99.999,99.999,7.007,84.63,0,0,6.895,90.21,-0.0753,2.497,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO427-G015,99.999,99.999,99.999,99.999,7.212,81.29,0,0,10.23,75.62,0.2557,3.567,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO433-G010,99.999,99.999,99.999,99.999,15,102.1,0,0,11.77,112.9,-0.0163,1.605,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO433-G015,99.999,99.999,99.999,99.999,19.3,91.56,0,0,12.63,101.4,-0.0807,1.166,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO434-G003,99.999,99.999,99.999,99.999,2.337,176.1,0,0,1.579,180.5,0.03919,1.691,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO434-G023,99.999,99.999,99.999,99.999,14.97,112.7,0,0,9.199,135.4,-0.02071,0.9922,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO435-G005,99.999,99.999,99.999,99.999,22,160.8,0,0,21.01,160.5,-0.111,3.197,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO435-G010,99.999,99.999,99.999,99.999,17.3,101.3,0,0,13.62,112.8,-0.1544,1.585,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO435-G014,99.999,99.999,99.999,99.999,26.52,167.3,0,0,25.29,190.8,-0.007944,1.595,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO435-G019,99.999,99.999,99.999,99.999,13.25,108.4,0,0,14.83,108.6,0.04561,3.08,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO435-G050,99.999,99.999,99.999,99.999,17.45,80.4,0,0,14.96,85.92,-0.2408,2.64,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO436-G007,99.999,99.999,99.999,99.999,6.601,194.6,0,0,4.772,207.5,0.01613,1.537,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO436-G034,99.999,99.999,99.999,99.999,21.05,280.3,0,0,21.18,252.9,0.0451,3.967,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO436-G039,99.999,99.999,99.999,99.999,15.31,180.8,0,0,16.14,173.4,0.06856,3.183,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO437-G006,99.999,99.999,99.999,99.999,8.621,109.7,0,0,7.911,113.9,-0.1072,2.664,0,0,12.93,0.192,16.66,1.006,12.59,0.4063,16.27,0.5918,9.632,1.083,15.63,0.8696,8.799,1.772,15.29,0.8684,8.231,2.867,15.04,0.6483,10.79,0.6709,15.94,0.8046,11.01,0.3983,16.48,0.7708
ESO437-G018,99.999,99.999,99.999,99.999,20.14,128,0,0,19.44,158.2,-0.08115,1.622,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO437-G022,99.999,99.999,99.999,99.999,12.22,142.2,0,0,9.071,172.4,-0.08327,1.169,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO437-G025,99.999,99.999,99.999,99.999,7.001,147.5,0,0,6.111,188,0.02583,1.102,0,0,16.86,0.3636,16.36,0.276,16.44,0.8067,15.41,0.5083,13.37,4.309,13.74,0.9443,12.78,7.477,13.2,1.02,12.17,11.39,12.84,1.05,16,4.656,13.29,0.895,16.39,2.689,13.85,0.8675
ESO437-G031,99.999,99.999,99.999,99.999,14.94,97.53,0,0,8.998,120,-0.1268,1.048,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO437-G035,99.999,99.999,99.999,99.999,7.399,93,0,0,9.135,89.09,0.1341,3.067,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO437-G047,99.999,99.999,99.999,99.999,14.78,70.66,0,0,11.19,79.01,-0.2197,1.885,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO437-G054,99.999,99.999,99.999,99.999,12.71,144.3,0,0,10.1,158.2,-0.112,1.574,0,0,556.6,0.003511,13.8,2.545,36.31,0.1666,16.25,0.5849,23.51,1.127,14.86,1.072,20.83,2.311,14.3,1.169,17.74,4.702,13.89,1.132,22.21,2.482,14.04,1.272,23.59,1.454,14.47,1.316
ESO437-G056,99.999,99.999,99.999,99.999,11.24,114.2,0,0,14.01,103.7,0.2406,3.959,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO437-G069,99.999,99.999,99.999,99.999,3.558,90.29,0,0,1.774,100.9,0.0101,0.9936,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO437-G071,99.999,99.999,99.999,99.999,30.93,71.62,0,0,14.43,73.84,-0.2764,1.312,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO437-G072,99.999,99.999,99.999,99.999,13.96,165.3,0,0,14.94,179.2,-0.1109,3.121,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO438-G008,99.999,99.999,99.999,99.999,2.163,69.46,0,0,1.813,84.49,-0.03328,1.221,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO438-G011,99.999,99.999,99.999,99.999,3.639,168.9,0,0,1.412,192.8,0.01676,0.9092,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO438-G015,99.999,99.999,99.999,99.999,27.57,164.4,0,0,10.84,181.5,-0.08235,0.9974,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO438-G018,99.999,99.999,99.999,99.999,7.266,157.9,0,0,-7.302,167.8,-0.09217,2.495,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO438-G020,99.999,99.999,99.999,99.999,4.734,198.3,0,0,2.736,238.8,0.08085,0.894,0,0,16.66,0.1355,16.88,0.3447,19.1,0.2243,15.91,0.3855,99.999,99.999,99.999,99.999,9.927,3.594,13.58,2.123,8.569,7.445,13.07,2.258,13.07,3.149,13.31,1.459,12.36,2.124,13.89,1.372
ESO439-G009,99.999,99.999,99.999,99.999,6.061,257.3,0,0,11.15,219.1,0.4293,4.489,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO439-G011,99.999,99.999,99.999,99.999,14.55,73.92,0,0,12.29,84.39,-0.1449,1.735,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO439-G013,99.999,99.999,99.999,99.999,5.095,116.1,0,0,3.784,142,-0.09302,1.205,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO439-G018,99.999,99.999,99.999,99.999,5.905,184.6,0,0,8.143,178,0.07558,4.066,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO439-G020,99.999,99.999,99.999,99.999,5.793,203,0,0,4.246,202.7,-0.02444,1.988,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO440-G001,99.999,99.999,99.999,99.999,8.057,176.4,0,0,7.027,181,-0.04916,2.346,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO440-G048,99.999,99.999,99.999,99.999,4.683,147.6,0,0,3.667,161.7,-0.05805,1.485,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO441-G011,99.999,99.999,99.999,99.999,17.25,59.86,0,0,10.98,105.9,-0.1558,0.6728,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO441-G014,99.999,99.999,99.999,99.999,48.53,101.3,0,0,15.31,57.56,-0.3173,2.207,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO441-G019,99.999,99.999,99.999,99.999,5.634,169,0,0,4.698,200.6,0.0269,1.259,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO441-G022,99.999,99.999,99.999,99.999,3.28,265.2,0,0,1.91,289.2,-0.0185,0.8976,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO441-G024,99.999,99.999,99.999,99.999,10.6,92.59,0,0,8.81,98,-0.07809,2.001,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO442-G002,99.999,99.999,99.999,99.999,17.98,83.38,0,0,14.79,98.98,-0.1715,1.548,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO442-G018,99.999,99.999,99.999,99.999,6.583,93.89,0,0,6.808,98.1,-0.1252,4.142,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO442-G024,99.999,99.999,99.999,99.999,5.329,98.8,0,0,5.672,108.2,0.05791,1.827,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO443-G010,99.999,99.999,99.999,99.999,4.372,137.3,0,0,5.814,132,0.1179,4.774,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO443-G016,99.999,99.999,99.999,99.999,5.449,142.9,0,0,4.039,166.3,-0.03843,1.199,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO443-G038,99.999,99.999,99.999,99.999,10.87,216.3,0,0,16.4,191.8,0.3557,3.067,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO443-G041,99.999,99.999,99.999,99.999,3.959,244.8,0,0,5.771,233.5,0.2519,2.674,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO443-G042,99.999,99.999,99.999,99.999,274,1084,0,0,2.572e-05,0.0001009,-0.04798,-2.556,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO443-G049,99.999,99.999,99.999,99.999,6.142,225.1,0,0,5.011,253,0.1076,1.318,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO443-G059,99.999,99.999,99.999,99.999,19.85,104.6,0,0,13.15,140.7,-0.1406,1.016,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO443-G080,99.999,99.999,99.999,99.999,19.7,63.22,0,0,9.8,59.62,-0.2308,2.831,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO444-G010,99.999,99.999,99.999,99.999,4.126,151.2,0,0,-5.309,146.4,0.2211,2.799,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO444-G012,99.999,99.999,99.999,99.999,4.713,130.9,0,0,5.525,134.5,-0.1023,3.971,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO444-G014,99.999,99.999,99.999,99.999,14.36,122,0,0,14.97,160.7,-0.1038,1.459,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO444-G021,99.999,99.999,99.999,99.999,24.03,121.6,0,0,13.94,146.8,-0.02424,1.007,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO444-G031,99.999,99.999,99.999,99.999,4.738,160.7,0,0,3.391,166.5,-0.2062,3.479,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO444-G033,99.999,99.999,99.999,99.999,9.893,57.32,0,0,7.683,91.59,-0.06581,0.8128,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO444-G040,99.999,99.999,99.999,99.999,6.329,111.1,0,0,6.075,119.2,-0.1414,2.752,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO444-G047,99.999,99.999,99.999,99.999,15.34,152.5,0,0,11.12,174.9,-0.09856,1.343,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO444-G084,99.999,99.999,99.999,99.999,54.35,32.9,0,0,-37.04,39.72,-0.002147,1.077,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO444-G086,99.999,99.999,99.999,99.999,0.1393,183.4,0,0,18.6,137.8,0.8169,3.769,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO445-G015,99.999,99.999,99.999,99.999,3.93,174.5,0,0,6.119,168.8,0.2587,3.894,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO445-G026,99.999,99.999,99.999,99.999,19.66,181.7,0,0,25.38,180.7,-0.02851,5.822,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO445-G035,99.999,99.999,99.999,99.999,3.047,200.1,0,0,3.351,191.6,0.07224,3.066,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO445-G047,99.999,99.999,99.999,99.999,6.405,213.4,0,0,12.64,142.2,0.7395,5.315,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO445-G057,99.999,99.999,99.999,99.999,13.79,107.3,0,0,10.5,130.2,-0.1236,1.221,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO445-G058,99.999,99.999,99.999,99.999,12.35,175.3,0,0,16.09,166.6,0.07691,5.3,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO445-G081,99.999,99.999,99.999,99.999,13.73,212.8,0,0,17.71,193.7,0.1627,4.251,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO445-G083,99.999,99.999,99.999,99.999,15.76,140,0,0,11.85,176.7,-0.1721,1.209,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO445-G085,99.999,99.999,99.999,99.999,12.85,105.8,0,0,12.08,109.9,-0.05505,2.124,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
ESO446-G001,99.999,99.999,99.999,99.999,2.602,150.3,0,0,1.689,157.6,-0.008227,1.294,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
