recno	Name	r	e_r	r2	e_r2	Vrot	e_Vrot	NBins	Side
591	"UGC 3876"	0.54	0.04	7.7	0.6	32	9	4	a
592	"UGC 3876"	0.65	0.04	9.2	0.6	32	11	2	a
593	"UGC 3876"	0.66	0.02	9.4	0.3	47	17	3	r
594	"UGC 3876"	0.78	0.04	11.1	0.6	47	4	6	a
595	"UGC 3876"	0.79	0.0	11.2	0.0	81	17	1	r
596	"UGC 3876"	1.02	0.15	14.5	2.1	53	2	20	a
597	"UGC 3876"	1.2	0.2	17.1	2.8	71	4	20	r
598	"UGC 3876"	1.44	0.12	20.5	1.7	65	3	20	a
599	"UGC 3876"	1.86	0.11	26.5	1.6	81	2	20	a
600	"UGC 3876"	1.86	0.16	26.5	2.3	80	2	20	r
601	"UGC 3876"	2.17	0.06	30.9	0.9	88	3	20	a
602	"UGC 3876"	2.33	0.11	33.1	1.6	84	4	20	r
603	"UGC 3876"	2.36	0.05	33.6	0.7	89	2	20	a
604	"UGC 3876"	2.55	0.08	36.3	1.1	94	2	20	a
605	"UGC 3876"	2.84	0.11	40.4	1.6	93	4	20	r
606	"UGC 3876"	2.85	0.06	40.5	0.9	103	2	20	a
607	"UGC 3876"	3.04	0.05	43.2	0.7	97	2	20	a
608	"UGC 3876"	3.19	0.04	45.4	0.6	92	3	20	a
609	"UGC 3876"	3.24	0.15	46.1	2.1	97	3	20	r
610	"UGC 3876"	3.35	0.05	47.7	0.7	108	3	20	a
611	"UGC 3876"	3.54	0.07	50.4	1.0	101	1	20	a
612	"UGC 3876"	3.59	0.08	51.1	1.1	105	3	20	r
613	"UGC 3876"	3.81	0.06	54.2	0.9	109	2	20	r
614	"UGC 3876"	3.94	0.38	56.0	5.4	108	5	16	a
615	"UGC 3876"	4.11	0.14	58.5	2.0	108	3	20	r
616	"UGC 3876"	5.04	0.45	71.7	6.4	109	3	19	r
617	"UGC 3915"	0.27	0.15	0.9	0.5	113	35	2	r
618	"UGC 3915"	0.45	0.0	1.5	0.0	153	35	1	a
619	"UGC 3915"	0.87	0.16	2.8	0.5	146	12	6	a
620	"UGC 3915"	0.92	0.0	3.0	0.0	99	35	1	r
621	"UGC 3915"	1.31	0.15	4.2	0.5	141	4	11	a
622	"UGC 3915"	1.39	0.1	4.5	0.3	180	8	9	r
623	"UGC 3915"	1.83	0.13	5.9	0.4	155	4	18	a
624	"UGC 3915"	1.88	0.15	6.1	0.5	170	8	12	r
625	"UGC 3915"	2.2	0.1	7.1	0.3	165	3	19	a
626	"UGC 3915"	2.37	0.15	7.7	0.5	184	4	19	r
627	"UGC 3915"	2.52	0.09	8.2	0.3	172	5	19	a
628	"UGC 3915"	2.8	0.08	9.1	0.3	188	3	19	a
629	"UGC 3915"	2.96	0.17	9.6	0.6	187	5	19	r
630	"UGC 3915"	3.07	0.09	10.0	0.3	196	4	19	a
631	"UGC 3915"	3.35	0.07	10.9	0.2	203	2	19	a
632	"UGC 3915"	3.39	0.11	11.0	0.4	195	4	19	r
633	"UGC 3915"	3.59	0.1	11.6	0.3	202	2	19	a
634	"UGC 3915"	3.74	0.1	12.1	0.3	196	4	19	r
635	"UGC 3915"	3.85	0.07	12.5	0.2	193	3	19	a
636	"UGC 3915"	4.06	0.06	13.2	0.2	191	4	19	a
637	"UGC 3915"	4.06	0.1	13.2	0.3	194	3	19	r
638	"UGC 3915"	4.24	0.06	13.8	0.2	203	4	19	a
639	"UGC 3915"	4.34	0.08	14.1	0.3	199	4	19	r
640	"UGC 3915"	4.45	0.07	14.4	0.2	204	4	19	a
641	"UGC 3915"	4.6	0.09	14.9	0.3	197	3	19	r
642	"UGC 3915"	4.72	0.1	15.3	0.3	211	5	19	a
643	"UGC 3915"	4.88	0.09	15.8	0.3	200	6	19	r
644	"UGC 3915"	4.99	0.09	16.2	0.3	202	6	19	a
645	"UGC 3915"	5.17	0.11	16.8	0.4	200	5	19	r
646	"UGC 3915"	5.37	0.15	17.4	0.5	196	5	19	a
647	"UGC 3915"	5.51	0.1	17.9	0.3	209	7	19	r
648	"UGC 3915"	5.86	0.17	19.0	0.6	198	4	19	a
649	"UGC 3915"	5.92	0.16	19.2	0.5	206	6	19	r
650	"UGC 3915"	6.39	0.12	20.7	0.4	195	4	19	r
651	"UGC 3915"	6.55	0.23	21.2	0.7	203	5	19	a
652	"UGC 3915"	6.79	0.14	22.0	0.5	201	7	19	r
653	"UGC 3915"	7.19	0.17	23.3	0.6	205	4	19	a
654	"UGC 3915"	7.33	0.24	23.8	0.8	205	6	19	r
655	"UGC 3915"	7.77	0.18	25.2	0.6	202	4	19	a
656	"UGC 3915"	8.54	0.65	27.7	2.1	204	8	18	r
657	"UGC 3915"	8.92	1.06	28.9	3.4	201	5	14	a
665	"UGC 4026"	1.37	0.0	4.4	0.0	267	20	1	r
666	"UGC 4026"	1.57	0.12	5.0	0.4	261	5	7	r
667	"UGC 4026"	2.03	0.14	6.5	0.4	291	9	8	r
668	"UGC 4026"	2.64	0.11	8.4	0.4	265	20	7	r
669	"UGC 4026"	2.67	0.09	8.5	0.3	217	6	6	a
670	"UGC 4026"	3.02	0.16	9.6	0.5	256	7	25	r
671	"UGC 4026"	3.05	0.19	9.7	0.6	247	4	25	a
672	"UGC 4026"	3.53	0.12	11.3	0.4	276	4	25	a
673	"UGC 4026"	3.58	0.13	11.4	0.4	255	4	25	r
674	"UGC 4026"	3.92	0.12	12.5	0.4	278	5	25	a
675	"UGC 4026"	4.23	0.27	13.5	0.9	256	5	25	r
676	"UGC 4026"	4.36	0.14	13.9	0.4	278	5	25	a
677	"UGC 4026"	4.97	0.27	15.8	0.9	273	7	25	a
678	"UGC 4026"	5.85	0.24	18.6	0.8	279	3	23	r
679	"UGC 4026"	6.46	0.45	20.6	1.4	261	5	25	a
680	"UGC 4026"	7.52	0.25	24.0	0.8	277	2	25	a
681	"UGC 4026"	8.51	0.41	27.1	1.3	295	3	24	a
682	"UGC 4165"	0.15	0.0	2.8	0.0	22	29	1	r
683	"UGC 4165"	0.16	0.0	3.0	0.0	39	29	1	a
684	"UGC 4165"	0.23	0.0	4.3	0.0	13	29	1	r
685	"UGC 4165"	0.25	0.01	4.7	0.2	18	17	2	a
686	"UGC 4165"	0.29	0.0	5.4	0.0	32	29	1	r
687	"UGC 4165"	0.3	0.0	5.6	0.0	18	7	2	a
689	"UGC 4165"	0.37	0.03	6.9	0.6	34	17	3	r
688	"UGC 4165"	0.37	0.02	6.9	0.4	23	13	3	a
690	"UGC 4165"	0.44	0.01	8.3	0.2	39	10	3	a
691	"UGC 4165"	0.44	0.03	8.3	0.6	69	9	2	r
692	"UGC 4165"	0.5	0.01	9.4	0.2	27	5	2	a
693	"UGC 4165"	0.51	0.02	9.6	0.4	46	7	3	r
694	"UGC 4165"	0.58	0.01	10.9	0.2	43	6	4	r
695	"UGC 4165"	0.59	0.0	11.1	0.0	31	29	2	a
696	"UGC 4165"	0.63	0.01	11.8	0.2	40	3	4	a
697	"UGC 4165"	0.65	0.02	12.2	0.4	57	8	6	r
698	"UGC 4165"	0.71	0.02	13.3	0.4	55	5	7	r
699	"UGC 4165"	0.72	0.01	13.5	0.2	48	14	4	a
701	"UGC 4165"	0.78	0.02	14.6	0.4	59	7	5	r
700	"UGC 4165"	0.78	0.0	14.6	0.0	53	6	2	a
702	"UGC 4165"	0.89	0.06	16.7	1.1	54	3	19	r
703	"UGC 4165"	0.96	0.1	18.0	1.9	59	6	19	a
704	"UGC 4165"	1.11	0.07	20.8	1.3	61	4	19	r
705	"UGC 4165"	1.22	0.07	22.9	1.3	56	6	19	a
706	"UGC 4165"	1.27	0.05	23.8	0.9	69	3	19	r
707	"UGC 4165"	1.39	0.03	26.1	0.6	68	5	19	r
708	"UGC 4165"	1.42	0.06	26.6	1.1	58	5	19	a
709	"UGC 4165"	1.48	0.02	27.8	0.4	68	4	19	r
710	"UGC 4165"	1.56	0.02	29.3	0.4	73	4	19	r
711	"UGC 4165"	1.6	0.05	30.0	0.9	54	6	19	a
712	"UGC 4165"	1.6	0.01	30.0	0.2	66	4	19	r
713	"UGC 4165"	1.66	0.02	31.1	0.4	79	3	19	r
714	"UGC 4165"	1.7	0.01	31.9	0.2	79	3	19	r
715	"UGC 4165"	1.71	0.02	32.1	0.4	58	4	19	a
716	"UGC 4165"	1.74	0.02	32.6	0.4	63	4	19	r
717	"UGC 4165"	1.76	0.01	33.0	0.2	62	4	19	a
718	"UGC 4165"	1.79	0.01	33.6	0.2	71	6	19	r
719	"UGC 4165"	1.81	0.01	33.9	0.2	58	2	19	a
720	"UGC 4165"	1.84	0.01	34.5	0.2	63	5	19	r
721	"UGC 4165"	1.85	0.01	34.7	0.2	58	2	19	a
722	"UGC 4165"	1.88	0.01	35.3	0.2	64	3	19	r
723	"UGC 4165"	1.89	0.01	35.4	0.2	63	2	19	a
724	"UGC 4165"	1.91	0.01	35.8	0.2	59	2	19	a
725	"UGC 4165"	1.93	0.01	36.2	0.2	70	5	19	r
726	"UGC 4165"	1.94	0.01	36.4	0.2	57	2	19	a
728	"UGC 4165"	1.97	0.01	36.9	0.2	68	4	19	r
727	"UGC 4165"	1.97	0.0	36.9	0.0	60	1	19	a
729	"UGC 4165"	2.0	0.01	37.5	0.2	62	3	19	a
730	"UGC 4165"	2.02	0.01	37.9	0.2	62	3	19	a
731	"UGC 4165"	2.02	0.02	37.9	0.4	50	4	19	r
732	"UGC 4165"	2.04	0.01	38.3	0.2	62	2	19	a
733	"UGC 4165"	2.06	0.01	38.6	0.2	65	3	19	a
735	"UGC 4165"	2.08	0.02	39.0	0.4	59	4	19	r
734	"UGC 4165"	2.08	0.01	39.0	0.2	65	3	19	a
736	"UGC 4165"	2.11	0.01	39.6	0.2	66	2	19	a
738	"UGC 4165"	2.13	0.01	39.9	0.2	55	2	19	r
737	"UGC 4165"	2.13	0.01	39.9	0.2	69	3	19	a
739	"UGC 4165"	2.16	0.01	40.5	0.2	73	3	19	a
740	"UGC 4165"	2.18	0.01	40.9	0.2	58	4	19	r
741	"UGC 4165"	2.19	0.01	41.1	0.2	74	4	19	a
742	"UGC 4165"	2.22	0.01	41.6	0.2	67	3	19	a
743	"UGC 4165"	2.23	0.01	41.8	0.2	62	4	19	r
744	"UGC 4165"	2.24	0.01	42.0	0.2	67	5	19	a
745	"UGC 4165"	2.27	0.01	42.6	0.2	70	2	19	a
746	"UGC 4165"	2.28	0.01	42.8	0.2	58	5	19	r
747	"UGC 4165"	2.31	0.01	43.3	0.2	69	3	19	a
748	"UGC 4165"	2.34	0.01	43.9	0.2	67	2	19	a
749	"UGC 4165"	2.34	0.02	43.9	0.4	60	4	19	r
750	"UGC 4165"	2.38	0.01	44.6	0.2	69	3	19	a
751	"UGC 4165"	2.41	0.02	45.2	0.4	75	5	19	r
752	"UGC 4165"	2.42	0.01	45.4	0.2	75	4	19	a
753	"UGC 4165"	2.45	0.01	45.9	0.2	71	3	19	a
754	"UGC 4165"	2.47	0.01	46.3	0.2	67	5	19	r
755	"UGC 4165"	2.49	0.01	46.7	0.2	71	3	19	a
756	"UGC 4165"	2.54	0.02	47.6	0.4	69	3	19	a
757	"UGC 4165"	2.54	0.03	47.6	0.6	60	7	19	r
758	"UGC 4165"	2.61	0.02	48.9	0.4	75	4	19	a
759	"UGC 4165"	2.64	0.03	49.5	0.6	78	5	19	r
760	"UGC 4165"	2.67	0.02	50.1	0.4	78	4	19	a
761	"UGC 4165"	2.72	0.02	51.0	0.4	74	4	19	r
762	"UGC 4165"	2.73	0.02	51.2	0.4	71	4	19	a
763	"UGC 4165"	2.78	0.02	52.1	0.4	72	3	19	r
764	"UGC 4165"	2.81	0.02	52.7	0.4	79	3	19	a
765	"UGC 4165"	2.83	0.01	53.1	0.2	64	4	19	r
766	"UGC 4165"	2.86	0.01	53.6	0.2	71	3	19	r
767	"UGC 4165"	2.89	0.03	54.2	0.6	73	3	19	a
768	"UGC 4165"	2.9	0.01	54.4	0.2	72	3	19	r
769	"UGC 4165"	2.93	0.01	54.9	0.2	65	3	19	r
770	"UGC 4165"	2.96	0.01	55.5	0.2	77	3	19	r
771	"UGC 4165"	2.98	0.02	55.9	0.4	72	4	19	a
772	"UGC 4165"	3.0	0.01	56.3	0.2	73	3	19	r
773	"UGC 4165"	3.03	0.01	56.8	0.2	76	3	19	r
774	"UGC 4165"	3.06	0.01	57.4	0.2	75	4	19	r
775	"UGC 4165"	3.08	0.04	57.8	0.8	69	2	19	a
776	"UGC 4165"	3.1	0.01	58.1	0.2	76	3	19	r
777	"UGC 4165"	3.14	0.01	58.9	0.2	78	3	19	r
779	"UGC 4165"	3.18	0.01	59.6	0.2	75	4	19	r
778	"UGC 4165"	3.18	0.02	59.6	0.4	82	4	19	a
780	"UGC 4165"	3.23	0.01	60.6	0.2	80	4	19	r
781	"UGC 4165"	3.26	0.03	61.1	0.6	74	3	19	a
782	"UGC 4165"	3.26	0.01	61.1	0.2	81	4	19	r
783	"UGC 4165"	3.29	0.01	61.7	0.2	87	3	19	r
784	"UGC 4165"	3.32	0.01	62.3	0.2	76	6	19	r
785	"UGC 4165"	3.35	0.01	62.8	0.2	82	4	19	r
786	"UGC 4165"	3.36	0.03	63.0	0.6	76	4	19	a
787	"UGC 4165"	3.37	0.01	63.2	0.2	72	4	19	r
788	"UGC 4165"	3.39	0.01	63.6	0.2	83	4	19	r
789	"UGC 4165"	3.41	0.01	63.9	0.2	77	5	19	r
790	"UGC 4165"	3.43	0.01	64.3	0.2	78	3	19	r
791	"UGC 4165"	3.46	0.01	64.9	0.2	66	4	19	r
792	"UGC 4165"	3.48	0.04	65.3	0.8	78	5	19	a
793	"UGC 4165"	3.49	0.01	65.4	0.2	77	3	19	r
794	"UGC 4165"	3.52	0.01	66.0	0.2	76	3	19	r
795	"UGC 4165"	3.55	0.01	66.6	0.2	68	4	19	r
796	"UGC 4165"	3.58	0.01	67.1	0.2	66	3	19	r
797	"UGC 4165"	3.61	0.01	67.7	0.2	67	3	19	r
798	"UGC 4165"	3.64	0.01	68.3	0.2	68	4	19	r
799	"UGC 4165"	3.68	0.13	69.0	2.4	78	5	18	a
800	"UGC 4165"	3.68	0.01	69.0	0.2	72	4	19	r
801	"UGC 4165"	3.72	0.01	69.8	0.2	67	3	19	r
802	"UGC 4165"	3.77	0.01	70.7	0.2	63	3	19	r
803	"UGC 4165"	3.82	0.02	71.6	0.4	66	4	19	r
804	"UGC 4165"	3.91	0.03	73.3	0.6	74	4	19	r
805	"UGC 4165"	4.01	0.03	75.2	0.6	82	7	19	r
806	"UGC 4165"	4.15	0.04	77.8	0.8	82	5	19	r
807	"UGC 4165"	4.38	0.1	82.1	1.9	87	6	19	r
808	"UGC 4165"	4.74	0.07	88.9	1.3	83	4	19	r
809	"UGC 4165"	5.12	0.24	96.0	4.5	77	6	11	r
810	"UGC 4256"	0.23	0.0	0.7	0.0	119	71	1	a
811	"UGC 4256"	0.25	0.12	0.7	0.3	8	20	2	r
812	"UGC 4256"	0.7	0.06	2.0	0.2	48	11	2	r
813	"UGC 4256"	0.94	0.0	2.7	0.0	110	71	1	a
814	"UGC 4256"	1.05	0.16	3.0	0.5	98	21	3	r
815	"UGC 4256"	1.64	0.0	4.7	0.0	155	71	1	a
816	"UGC 4256"	1.83	0.0	5.3	0.0	72	71	1	r
817	"UGC 4256"	2.38	0.04	6.8	0.1	110	71	2	r
818	"UGC 4256"	2.65	0.0	7.6	0.0	154	71	1	r
819	"UGC 4256"	2.81	0.0	8.1	0.0	106	71	1	a
820	"UGC 4256"	3.14	0.12	9.0	0.3	109	24	7	a
821	"UGC 4256"	3.22	0.0	9.3	0.0	171	71	1	r
822	"UGC 4256"	3.6	0.13	10.4	0.4	114	33	4	r
823	"UGC 4256"	3.68	0.02	10.6	0.1	63	36	2	a
824	"UGC 4256"	5.16	0.85	14.8	2.4	66	10	25	a
825	"UGC 4256"	5.77	1.22	16.6	3.5	108	13	25	r
826	"UGC 4256"	8.27	0.88	23.8	2.5	96	12	25	a
827	"UGC 4256"	10.36	0.42	29.8	1.2	107	9	25	a
828	"UGC 4256"	11.71	0.37	33.7	1.1	117	9	25	a
829	"UGC 4256"	11.75	3.75	33.8	10.8	99	14	23	r
830	"UGC 4256"	14.25	1.6	41.0	4.6	127	12	25	a
831	"UGC 4256"	18.55	0.83	53.4	2.4	170	17	20	a
832	"UGC 4393"	0.15	0.03	1.0	0.2	-10	8	2	a
833	"UGC 4393"	0.43	0.08	2.8	0.5	-7	3	9	a
834	"UGC 4393"	0.44	0.08	2.9	0.5	10	9	3	r
835	"UGC 4393"	0.68	0.08	4.5	0.5	-1	1	19	a
836	"UGC 4393"	0.7	0.03	4.6	0.2	20	7	4	r
837	"UGC 4393"	0.92	0.06	6.0	0.4	1	1	21	a
838	"UGC 4393"	1.13	0.06	7.4	0.4	3	2	21	a
839	"UGC 4393"	1.31	0.06	8.6	0.4	2	2	21	a
840	"UGC 4393"	1.38	0.36	9.0	2.4	-5	4	21	r
841	"UGC 4393"	1.51	0.06	9.9	0.4	-2	2	21	a
842	"UGC 4393"	1.72	0.06	11.3	0.4	-11	3	21	a
843	"UGC 4393"	1.98	0.07	13.0	0.5	-16	3	21	a
844	"UGC 4393"	2.3	0.11	15.1	0.7	4	4	21	a
845	"UGC 4393"	2.5	0.27	16.4	1.8	-3	4	21	r
846	"UGC 4393"	2.86	0.16	18.7	1.0	3	4	21	a
847	"UGC 4393"	3.35	0.26	21.9	1.7	-9	3	21	r
848	"UGC 4393"	3.43	0.18	22.5	1.2	4	3	21	a
849	"UGC 4393"	4.05	0.12	26.5	0.8	31	5	21	a
850	"UGC 4393"	4.41	0.1	28.9	0.7	34	4	21	a
851	"UGC 4393"	4.43	0.31	29.0	2.0	29	4	21	r
852	"UGC 4393"	4.74	0.08	31.0	0.5	40	5	21	a
853	"UGC 4393"	5.05	0.12	33.1	0.8	41	5	21	a
854	"UGC 4393"	5.13	0.12	33.6	0.8	30	2	21	r
855	"UGC 4393"	5.48	0.07	35.9	0.5	38	2	21	r
856	"UGC 4393"	5.71	0.05	37.4	0.3	40	2	21	r
857	"UGC 4393"	5.84	0.04	38.2	0.3	39	2	21	r
858	"UGC 4393"	6.01	0.05	39.4	0.3	40	2	21	r
859	"UGC 4393"	6.03	0.69	39.5	4.5	47	4	21	a
860	"UGC 4393"	6.16	0.04	40.3	0.3	42	2	21	r
861	"UGC 4393"	6.33	0.06	41.4	0.4	40	2	21	r
862	"UGC 4393"	6.59	0.11	43.2	0.7	37	2	21	r
863	"UGC 4393"	7.29	0.41	47.7	2.7	45	5	13	r
864	"UGC 4393"	8.78	0.41	57.5	2.7	39	3	21	a
865	"UGC 4393"	10.14	0.6	66.4	3.9	51	5	21	a
866	"UGC 4422"	0.67	0.04	2.4	0.1	219	3	3	a
867	"UGC 4422"	0.73	0.0	2.6	0.0	300	31	1	r
868	"UGC 4422"	0.92	0.09	3.3	0.3	325	30	3	r
869	"UGC 4422"	0.97	0.1	3.4	0.4	291	11	12	a
870	"UGC 4422"	1.31	0.12	4.7	0.4	302	8	10	r
871	"UGC 4422"	1.32	0.09	4.7	0.3	322	10	8	a
872	"UGC 4422"	1.63	0.08	5.8	0.3	312	31	5	r
873	"UGC 4422"	1.7	0.13	6.0	0.5	341	11	8	a
874	"UGC 4422"	2.07	0.13	7.3	0.5	265	22	6	r
875	"UGC 4422"	2.14	0.19	7.6	0.7	374	8	2	a
876	"UGC 4422"	2.59	0.05	9.2	0.2	266	38	3	a
877	"UGC 4422"	5.92	1.34	21.0	4.8	348	13	21	r
878	"UGC 4422"	6.06	1.33	21.5	4.7	349	16	21	a
879	"UGC 4422"	7.53	0.21	26.7	0.7	365	12	21	r
880	"UGC 4422"	8.34	0.29	29.6	1.0	323	18	21	r
881	"UGC 4422"	8.56	0.34	30.4	1.2	345	13	21	a
882	"UGC 4422"	9.3	0.27	33.0	1.0	348	11	21	r
883	"UGC 4422"	9.31	0.17	33.1	0.6	319	12	21	a
884	"UGC 4422"	10.11	0.22	35.9	0.8	344	16	21	a
885	"UGC 4422"	10.23	0.28	36.3	1.0	339	14	21	r
886	"UGC 4422"	11.0	0.34	39.1	1.2	335	13	21	a
887	"UGC 4422"	11.64	0.43	41.3	1.5	348	11	21	r
888	"UGC 4422"	12.03	0.35	42.7	1.2	334	11	21	a
889	"UGC 4422"	13.24	0.75	47.0	2.7	347	12	21	r
890	"UGC 4422"	13.66	0.65	48.5	2.3	382	14	21	a
891	"UGC 4422"	16.01	0.63	56.8	2.2	321	14	21	a
892	"UGC 4422"	17.99	0.65	63.9	2.3	346	14	21	a
893	"UGC 4422"	18.25	1.71	64.8	6.1	358	8	19	r
894	"UGC 4422"	21.49	1.66	76.3	5.9	348	23	18	a
895	"UGC 4456"	0.61	0.0	1.7	0.0	75	111	1	r
896	"UGC 4456"	0.62	0.0	1.7	0.0	103	111	1	a
897	"UGC 4456"	1.25	0.31	3.5	0.9	17	111	3	a
898	"UGC 4456"	2.07	0.29	5.8	0.8	229	86	4	r
899	"UGC 4456"	2.29	0.16	6.4	0.4	129	33	3	a
900	"UGC 4456"	3.64	0.81	10.1	2.3	172	24	25	a
901	"UGC 4456"	3.73	0.64	10.4	1.8	165	21	25	r
902	"UGC 4456"	5.48	0.49	15.3	1.4	174	17	25	r
903	"UGC 4456"	6.31	0.6	17.6	1.7	150	17	25	a
904	"UGC 4456"	7.17	0.5	20.0	1.4	184	31	25	r
905	"UGC 4456"	8.07	0.39	22.5	1.1	164	22	25	a
906	"UGC 4456"	9.13	0.55	25.4	1.5	240	30	25	r
907	"UGC 4456"	9.3	0.27	25.9	0.8	167	18	25	a
908	"UGC 4456"	10.13	0.26	28.2	0.7	208	20	25	a
909	"UGC 4456"	11.34	0.51	31.6	1.4	220	27	25	a
910	"UGC 4456"	11.37	0.9	31.7	2.5	134	24	25	r
911	"UGC 4456"	14.45	0.74	40.3	2.1	208	20	25	r
912	"UGC 4456"	15.26	1.8	42.5	5.0	236	22	25	a
913	"UGC 4456"	16.24	0.5	45.3	1.4	197	21	22	r
914	"UGC 4555"	0.36	0.0	1.3	0.0	109	35	1	a
915	"UGC 4555"	0.56	0.0	2.0	0.0	92	35	1	r
916	"UGC 4555"	1.26	0.16	4.5	0.6	109	11	2	r
917	"UGC 4555"	1.57	0.0	5.6	0.0	110	35	1	a
918	"UGC 4555"	1.92	0.19	6.8	0.7	124	35	4	a
919	"UGC 4555"	2.12	0.22	7.5	0.8	120	15	3	r
920	"UGC 4555"	2.86	0.17	10.2	0.6	145	14	4	r
921	"UGC 4555"	2.91	0.12	10.3	0.4	128	14	5	a
922	"UGC 4555"	3.68	0.59	13.1	2.1	147	7	16	a
923	"UGC 4555"	3.73	0.64	13.3	2.3	156	9	16	r
924	"UGC 4555"	5.13	0.3	18.2	1.1	160	8	16	a
925	"UGC 4555"	5.61	0.46	20.0	1.6	176	6	16	r
926	"UGC 4555"	6.41	0.39	22.8	1.4	166	7	16	a
927	"UGC 4555"	6.85	0.4	24.4	1.4	182	6	16	r
928	"UGC 4555"	7.57	0.31	26.9	1.1	171	6	16	a
929	"UGC 4555"	8.29	0.51	29.5	1.8	177	6	16	r
930	"UGC 4555"	8.71	0.34	31.0	1.2	182	6	16	a
931	"UGC 4555"	9.85	0.37	35.0	1.3	192	8	16	a
932	"UGC 4555"	10.59	1.21	37.7	4.3	175	8	16	r
933	"UGC 4555"	11.69	1.08	41.6	3.8	176	13	15	a
934	"UGC 4770"	9.71	0.89	20.9	1.9	298	11	22	a
935	"UGC 4770"	10.87	3.22	23.4	6.9	295	12	22	r
936	"UGC 4770"	11.54	0.42	24.8	0.9	308	6	22	a
937	"UGC 4770"	13.83	1.07	29.7	2.3	296	8	22	a
938	"UGC 4770"	17.57	1.05	37.8	2.3	339	16	14	a
939	"UGC 4820"	1.78	0.03	21.5	0.4	338	6	2	r
940	"UGC 4820"	1.97	0.07	23.8	0.8	290	8	9	a
941	"UGC 4820"	1.97	0.06	23.8	0.7	321	10	10	r
942	"UGC 4820"	2.2	0.07	26.5	0.8	300	6	20	r
943	"UGC 4820"	2.22	0.06	26.8	0.7	315	9	16	a
944	"UGC 4820"	2.23	0.07	26.9	0.8	307	6	19	r
945	"UGC 4820"	2.25	0.07	27.1	0.8	311	8	19	a
946	"UGC 4820"	2.43	0.05	29.3	0.6	309	8	19	r
947	"UGC 4820"	2.47	0.04	29.8	0.5	297	5	19	a
948	"UGC 4820"	2.58	0.05	31.1	0.6	308	4	19	r
949	"UGC 4820"	2.6	0.04	31.4	0.5	309	7	19	a
950	"UGC 4820"	2.72	0.03	32.8	0.4	309	4	19	a
951	"UGC 4820"	2.72	0.03	32.8	0.4	312	5	19	r
953	"UGC 4820"	2.82	0.03	34.0	0.4	319	5	19	r
952	"UGC 4820"	2.82	0.02	34.0	0.2	316	6	19	a
954	"UGC 4820"	2.91	0.03	35.1	0.4	320	6	19	a
955	"UGC 4820"	2.95	0.03	35.6	0.4	314	5	19	r
956	"UGC 4820"	2.98	0.02	35.9	0.2	326	4	19	a
957	"UGC 4820"	3.04	0.02	36.7	0.2	328	6	19	r
958	"UGC 4820"	3.05	0.03	36.8	0.4	310	5	19	a
959	"UGC 4820"	3.12	0.02	37.6	0.2	314	6	19	r
960	"UGC 4820"	3.14	0.02	37.9	0.2	324	5	19	a
961	"UGC 4820"	3.18	0.02	38.4	0.2	316	3	19	r
962	"UGC 4820"	3.21	0.02	38.7	0.2	313	6	19	a
963	"UGC 4820"	3.27	0.03	39.4	0.4	329	6	19	r
964	"UGC 4820"	3.29	0.03	39.7	0.4	328	5	19	a
965	"UGC 4820"	3.35	0.02	40.4	0.2	328	7	19	r
966	"UGC 4820"	3.38	0.02	40.8	0.2	321	4	19	a
967	"UGC 4820"	3.4	0.02	41.0	0.2	317	6	19	r
968	"UGC 4820"	3.47	0.03	41.9	0.4	319	6	19	a
969	"UGC 4820"	3.48	0.03	42.0	0.4	317	5	19	r
970	"UGC 4820"	3.56	0.02	42.9	0.2	325	5	19	a
971	"UGC 4820"	3.56	0.02	42.9	0.2	324	6	19	r
972	"UGC 4820"	3.63	0.03	43.8	0.4	324	7	19	r
973	"UGC 4820"	3.65	0.03	44.0	0.4	342	4	19	a
974	"UGC 4820"	3.7	0.02	44.6	0.2	332	6	19	r
975	"UGC 4820"	3.74	0.02	45.1	0.2	321	6	19	a
976	"UGC 4820"	3.77	0.02	45.5	0.2	332	6	19	r
977	"UGC 4820"	3.82	0.02	46.1	0.2	322	5	19	a
978	"UGC 4820"	3.85	0.03	46.4	0.4	328	7	19	r
979	"UGC 4820"	3.91	0.02	47.2	0.2	321	4	19	a
980	"UGC 4820"	3.94	0.02	47.5	0.2	318	6	19	r
981	"UGC 4820"	3.99	0.02	48.1	0.2	328	5	19	a
982	"UGC 4820"	4.05	0.04	48.9	0.5	340	7	19	r
983	"UGC 4820"	4.1	0.03	49.5	0.4	318	5	19	a
984	"UGC 4820"	4.16	0.04	50.2	0.5	325	5	19	r
985	"UGC 4820"	4.2	0.03	50.7	0.4	318	6	19	a
986	"UGC 4820"	4.3	0.04	51.9	0.5	338	5	19	a
987	"UGC 4820"	4.32	0.05	52.1	0.6	332	3	19	r
988	"UGC 4820"	4.42	0.04	53.3	0.5	335	7	19	a
989	"UGC 4820"	4.51	0.07	54.4	0.8	317	8	19	r
990	"UGC 4820"	4.55	0.04	54.9	0.5	341	6	19	a
991	"UGC 4820"	4.7	0.06	56.7	0.7	329	5	19	a
992	"UGC 4820"	4.74	0.07	57.2	0.8	329	6	19	r
993	"UGC 4820"	4.9	0.05	59.1	0.6	324	7	19	a
994	"UGC 4820"	5.02	0.09	60.6	1.1	330	9	19	r
995	"UGC 4820"	5.11	0.06	61.6	0.7	338	6	19	a
