recno	Name	r	e_r	r2	e_r2	Vrot	e_Vrot	NBins	Side
3421	"UGC 8334"	2.64	0.03	55.6	0.6	199	2	24	r
3422	"UGC 8334"	2.65	0.01	55.8	0.2	197	3	24	a
3423	"UGC 8334"	2.69	0.01	56.6	0.2	197	3	24	a
3424	"UGC 8334"	2.73	0.02	57.5	0.4	201	2	24	r
3425	"UGC 8334"	2.74	0.01	57.7	0.2	200	2	24	a
3426	"UGC 8334"	2.78	0.01	58.5	0.2	195	2	24	a
3427	"UGC 8334"	2.82	0.03	59.4	0.6	201	2	24	r
3428	"UGC 8334"	2.83	0.02	59.6	0.4	199	2	24	a
3429	"UGC 8334"	2.87	0.01	60.4	0.2	196	2	24	a
3430	"UGC 8334"	2.92	0.02	61.5	0.4	197	2	24	a
3431	"UGC 8334"	2.92	0.02	61.5	0.4	208	3	24	r
3432	"UGC 8334"	2.99	0.02	62.9	0.4	196	2	24	a
3433	"UGC 8334"	3.01	0.04	63.4	0.8	209	3	24	r
3434	"UGC 8334"	3.06	0.02	64.4	0.4	204	2	24	a
3435	"UGC 8334"	3.12	0.04	65.7	0.8	205	3	24	r
3436	"UGC 8334"	3.13	0.02	65.9	0.4	200	3	24	a
3437	"UGC 8334"	3.19	0.02	67.1	0.4	201	3	24	a
3438	"UGC 8334"	3.26	0.02	68.6	0.4	203	3	24	a
3439	"UGC 8334"	3.27	0.04	68.8	0.8	208	2	24	r
3440	"UGC 8334"	3.32	0.02	69.9	0.4	200	2	24	a
3441	"UGC 8334"	3.39	0.02	71.4	0.4	203	2	24	a
3442	"UGC 8334"	3.42	0.05	72.0	1.1	215	3	24	r
3443	"UGC 8334"	3.45	0.02	72.6	0.4	202	3	24	a
3444	"UGC 8334"	3.52	0.02	74.1	0.4	200	2	24	a
3445	"UGC 8334"	3.56	0.04	74.9	0.8	216	3	24	r
3446	"UGC 8334"	3.57	0.01	75.1	0.2	199	3	24	a
3447	"UGC 8334"	3.63	0.02	76.4	0.4	201	2	24	a
3448	"UGC 8334"	3.69	0.02	77.7	0.4	208	2	24	a
3449	"UGC 8334"	3.69	0.04	77.7	0.8	213	3	24	r
3450	"UGC 8334"	3.75	0.02	78.9	0.4	208	2	24	a
3451	"UGC 8334"	3.81	0.04	80.2	0.8	211	3	24	r
3452	"UGC 8334"	3.82	0.02	80.4	0.4	201	2	24	a
3453	"UGC 8334"	3.9	0.02	82.1	0.4	200	3	24	a
3454	"UGC 8334"	3.91	0.03	82.3	0.6	217	1	24	r
3455	"UGC 8334"	3.97	0.03	83.6	0.6	198	3	24	a
3456	"UGC 8334"	4.01	0.03	84.4	0.6	207	3	24	r
3457	"UGC 8334"	4.05	0.02	85.2	0.4	196	3	24	a
3458	"UGC 8334"	4.11	0.03	86.5	0.6	209	3	24	r
3459	"UGC 8334"	4.13	0.03	86.9	0.6	194	3	24	a
3460	"UGC 8334"	4.22	0.03	88.8	0.6	207	3	24	r
3461	"UGC 8334"	4.23	0.03	89.0	0.6	195	2	24	a
3462	"UGC 8334"	4.32	0.01	90.9	0.2	192	3	24	a
3463	"UGC 8334"	4.36	0.02	91.8	0.4	196	3	24	a
3464	"UGC 8334"	4.36	0.04	91.8	0.8	208	3	24	r
3465	"UGC 8334"	4.44	0.02	93.5	0.4	192	3	24	a
3467	"UGC 8334"	4.51	0.04	94.9	0.8	199	4	24	r
3466	"UGC 8334"	4.51	0.02	94.9	0.4	197	3	24	a
3468	"UGC 8334"	4.57	0.01	96.2	0.2	198	5	24	a
3469	"UGC 8334"	4.62	0.01	97.2	0.2	192	3	24	a
3471	"UGC 8334"	4.67	0.04	98.3	0.8	188	2	24	r
3470	"UGC 8334"	4.67	0.02	98.3	0.4	199	3	24	a
3472	"UGC 8334"	4.72	0.01	99.3	0.2	202	3	24	a
3473	"UGC 8334"	4.77	0.01	100.4	0.2	200	4	24	a
3474	"UGC 8334"	4.8	0.04	101.0	0.8	199	3	24	r
3475	"UGC 8334"	4.81	0.01	101.2	0.2	191	2	24	a
3476	"UGC 8334"	4.85	0.01	102.1	0.2	194	3	24	a
3477	"UGC 8334"	4.9	0.02	103.1	0.4	198	2	24	a
3478	"UGC 8334"	4.91	0.03	103.3	0.6	203	3	24	r
3479	"UGC 8334"	4.94	0.01	104.0	0.2	201	3	24	a
3480	"UGC 8334"	4.99	0.01	105.0	0.2	192	2	24	a
3481	"UGC 8334"	5.02	0.02	105.7	0.4	203	2	24	r
3482	"UGC 8334"	5.04	0.01	106.1	0.2	200	2	24	a
3483	"UGC 8334"	5.08	0.01	106.9	0.2	197	2	24	a
3484	"UGC 8334"	5.1	0.03	107.3	0.6	201	3	24	r
3485	"UGC 8334"	5.12	0.01	107.8	0.2	205	2	24	a
3486	"UGC 8334"	5.17	0.02	108.8	0.4	206	1	24	a
3487	"UGC 8334"	5.19	0.03	109.2	0.6	207	2	24	r
3488	"UGC 8334"	5.22	0.01	109.9	0.2	201	3	24	a
3489	"UGC 8334"	5.26	0.01	110.7	0.2	202	2	24	a
3490	"UGC 8334"	5.27	0.02	110.9	0.4	207	3	24	r
3491	"UGC 8334"	5.32	0.02	112.0	0.4	202	2	24	a
3492	"UGC 8334"	5.34	0.02	112.4	0.4	208	2	24	r
3493	"UGC 8334"	5.36	0.01	112.8	0.2	203	2	24	a
3494	"UGC 8334"	5.4	0.01	113.7	0.2	209	1	24	a
3495	"UGC 8334"	5.41	0.02	113.9	0.4	213	2	24	r
3496	"UGC 8334"	5.45	0.02	114.7	0.4	203	2	24	a
3497	"UGC 8334"	5.48	0.03	115.3	0.6	214	2	24	r
3498	"UGC 8334"	5.49	0.01	115.6	0.2	203	1	24	a
3499	"UGC 8334"	5.54	0.01	116.6	0.2	203	2	24	a
3500	"UGC 8334"	5.57	0.01	117.2	0.2	207	2	24	a
3501	"UGC 8334"	5.59	0.03	117.7	0.6	209	3	24	r
3502	"UGC 8334"	5.61	0.01	118.1	0.2	204	1	24	a
3503	"UGC 8334"	5.68	0.02	119.5	0.4	202	2	24	a
3504	"UGC 8334"	5.72	0.04	120.4	0.8	214	1	24	r
3505	"UGC 8334"	5.73	0.01	120.6	0.2	206	2	24	a
3506	"UGC 8334"	5.79	0.02	121.9	0.4	212	3	24	a
3507	"UGC 8334"	5.81	0.03	122.3	0.6	209	2	24	r
3508	"UGC 8334"	5.85	0.01	123.1	0.2	206	2	24	a
3509	"UGC 8334"	5.91	0.03	124.4	0.6	215	2	24	r
3510	"UGC 8334"	5.92	0.02	124.6	0.4	214	2	24	a
3511	"UGC 8334"	5.97	0.01	125.7	0.2	206	3	24	a
3512	"UGC 8334"	6.0	0.02	126.3	0.4	210	2	24	r
3513	"UGC 8334"	6.03	0.02	126.9	0.4	207	3	24	a
3514	"UGC 8334"	6.08	0.02	128.0	0.4	213	3	24	r
3515	"UGC 8334"	6.09	0.01	128.2	0.2	202	2	24	a
3516	"UGC 8334"	6.15	0.02	129.4	0.4	203	3	24	a
3517	"UGC 8334"	6.18	0.03	130.1	0.6	211	2	24	r
3518	"UGC 8334"	6.23	0.02	131.1	0.4	205	2	24	a
3519	"UGC 8334"	6.28	0.03	132.2	0.6	210	2	24	r
3520	"UGC 8334"	6.31	0.02	132.8	0.4	205	3	24	a
3521	"UGC 8334"	6.36	0.03	133.9	0.6	218	2	24	r
3522	"UGC 8334"	6.37	0.02	134.1	0.4	210	2	24	a
3523	"UGC 8334"	6.44	0.02	135.5	0.4	204	3	24	a
3524	"UGC 8334"	6.46	0.03	136.0	0.6	213	2	24	r
3525	"UGC 8334"	6.5	0.02	136.8	0.4	209	3	24	a
3526	"UGC 8334"	6.55	0.02	137.9	0.4	213	1	24	r
3527	"UGC 8334"	6.58	0.02	138.5	0.4	201	3	24	a
3528	"UGC 8334"	6.63	0.03	139.5	0.6	217	2	24	r
3529	"UGC 8334"	6.66	0.03	140.2	0.6	202	4	24	a
3531	"UGC 8334"	6.73	0.02	141.6	0.4	218	2	24	r
3530	"UGC 8334"	6.73	0.02	141.6	0.4	207	3	24	a
3532	"UGC 8334"	6.81	0.03	143.3	0.6	208	3	24	a
3533	"UGC 8334"	6.83	0.03	143.8	0.6	212	2	24	r
3534	"UGC 8334"	6.89	0.01	145.0	0.2	206	3	24	a
3535	"UGC 8334"	6.92	0.02	145.6	0.4	208	2	24	r
3536	"UGC 8334"	6.96	0.03	146.5	0.6	197	4	24	a
3537	"UGC 8334"	7.04	0.02	148.2	0.4	196	4	24	a
3538	"UGC 8334"	7.04	0.06	148.2	1.3	211	1	24	r
3539	"UGC 8334"	7.12	0.03	149.9	0.6	198	3	24	a
3540	"UGC 8334"	7.21	0.02	151.8	0.4	199	5	24	a
3541	"UGC 8334"	7.27	0.07	153.0	1.5	219	2	24	r
3542	"UGC 8334"	7.29	0.03	153.4	0.6	192	3	24	a
3543	"UGC 8334"	7.38	0.02	155.3	0.4	197	4	24	a
3544	"UGC 8334"	7.46	0.03	157.0	0.6	198	3	24	a
3545	"UGC 8334"	7.55	0.02	158.9	0.4	199	3	24	a
3546	"UGC 8334"	7.56	0.07	159.1	1.5	213	4	24	r
3547	"UGC 8334"	7.63	0.03	160.6	0.6	208	3	24	a
3548	"UGC 8334"	7.7	0.02	162.1	0.4	212	3	24	a
3549	"UGC 8334"	7.75	0.06	163.1	1.3	214	2	24	r
3550	"UGC 8334"	7.79	0.03	164.0	0.6	214	3	24	a
3551	"UGC 8334"	7.86	0.02	165.4	0.4	211	3	24	a
3552	"UGC 8334"	7.92	0.04	166.7	0.8	203	3	24	r
3553	"UGC 8334"	7.95	0.03	167.3	0.6	215	3	24	a
3554	"UGC 8334"	8.04	0.03	169.2	0.6	210	2	24	r
3555	"UGC 8334"	8.08	0.05	170.1	1.1	217	3	24	a
3556	"UGC 8334"	8.14	0.02	171.3	0.4	208	2	24	r
3557	"UGC 8334"	8.24	0.03	173.4	0.6	206	2	24	r
3558	"UGC 8334"	8.26	0.08	173.9	1.7	209	2	24	a
3559	"UGC 8334"	8.34	0.03	175.5	0.6	211	3	24	r
3560	"UGC 8334"	8.45	0.03	177.9	0.6	208	2	24	r
3561	"UGC 8334"	8.53	0.07	179.5	1.5	198	2	24	a
3562	"UGC 8334"	8.55	0.03	180.0	0.6	205	3	24	r
3563	"UGC 8334"	8.64	0.03	181.8	0.6	211	3	24	r
3564	"UGC 8334"	8.73	0.03	183.7	0.6	211	2	24	r
3565	"UGC 8334"	8.81	0.11	185.4	2.3	209	3	24	a
3566	"UGC 8334"	8.83	0.03	185.8	0.6	216	2	24	r
3567	"UGC 8334"	8.93	0.03	188.0	0.6	222	1	24	r
3568	"UGC 8334"	9.03	0.03	190.1	0.6	221	2	24	r
3569	"UGC 8334"	9.12	0.03	192.0	0.6	216	2	24	r
3570	"UGC 8334"	9.22	0.04	194.1	0.8	215	2	24	r
3571	"UGC 8334"	9.37	0.05	197.2	1.1	206	5	24	r
3572	"UGC 8334"	9.39	0.35	197.6	7.4	196	4	21	a
3573	"UGC 8334"	9.55	0.05	201.0	1.1	203	5	24	r
3574	"UGC 8334"	9.75	0.05	205.2	1.1	204	4	24	r
3575	"UGC 8334"	10.01	0.14	210.7	2.9	203	5	24	r
3576	"UGC 8334"	10.71	0.35	225.4	7.4	216	6	11	r
3577	"UGC 8403"	0.11	0.07	1.2	0.8	-9	1	2	a
3578	"UGC 8403"	0.19	0.0	2.1	0.0	21	2	2	r
3579	"UGC 8403"	0.33	0.04	3.6	0.4	8	9	3	a
3580	"UGC 8403"	0.37	0.01	4.0	0.1	13	2	3	r
3581	"UGC 8403"	0.54	0.05	5.8	0.5	16	5	6	a
3582	"UGC 8403"	0.56	0.04	6.0	0.4	20	3	10	r
3583	"UGC 8403"	0.74	0.05	8.0	0.5	18	2	11	r
3584	"UGC 8403"	0.75	0.06	8.1	0.6	17	2	11	a
3585	"UGC 8403"	0.93	0.04	10.0	0.4	14	2	13	a
3586	"UGC 8403"	0.93	0.06	10.0	0.6	20	1	16	r
3587	"UGC 8403"	1.11	0.05	12.0	0.5	15	2	20	a
3588	"UGC 8403"	1.12	0.05	12.1	0.5	27	6	8	r
3589	"UGC 8403"	1.29	0.05	13.9	0.5	32	4	14	r
3590	"UGC 8403"	1.33	0.07	14.4	0.8	17	3	19	a
3591	"UGC 8403"	1.52	0.06	16.4	0.6	34	4	19	r
3592	"UGC 8403"	1.56	0.04	16.8	0.4	25	3	9	a
3594	"UGC 8403"	1.74	0.05	18.8	0.5	37	3	20	r
3593	"UGC 8403"	1.74	0.06	18.8	0.6	38	2	16	a
3595	"UGC 8403"	1.76	0.05	19.0	0.5	36	3	20	r
3596	"UGC 8403"	1.79	0.07	19.3	0.8	38	2	20	a
3597	"UGC 8403"	1.95	0.05	21.1	0.5	39	3	20	r
3598	"UGC 8403"	2.02	0.06	21.8	0.6	45	2	20	a
3599	"UGC 8403"	2.11	0.04	22.8	0.4	43	2	20	r
3600	"UGC 8403"	2.23	0.05	24.1	0.5	43	3	20	a
3601	"UGC 8403"	2.27	0.04	24.5	0.4	39	1	20	r
3602	"UGC 8403"	2.39	0.03	25.8	0.3	45	2	20	r
3603	"UGC 8403"	2.43	0.06	26.2	0.6	47	2	20	a
3604	"UGC 8403"	2.51	0.03	27.1	0.3	52	2	20	r
3605	"UGC 8403"	2.61	0.04	28.2	0.4	57	2	20	a
3606	"UGC 8403"	2.65	0.04	28.6	0.4	51	2	20	r
3607	"UGC 8403"	2.77	0.03	29.9	0.3	57	2	20	a
3608	"UGC 8403"	2.8	0.07	30.2	0.8	58	3	20	r
3609	"UGC 8403"	2.91	0.04	31.4	0.4	62	2	20	a
3610	"UGC 8403"	2.97	0.04	32.1	0.4	62	3	20	r
3611	"UGC 8403"	3.03	0.04	32.7	0.4	61	3	20	a
3612	"UGC 8403"	3.12	0.04	33.7	0.4	62	3	20	r
3613	"UGC 8403"	3.17	0.03	34.2	0.3	62	3	20	a
3614	"UGC 8403"	3.28	0.04	35.4	0.4	64	3	20	a
3615	"UGC 8403"	3.29	0.05	35.5	0.5	66	2	20	r
3616	"UGC 8403"	3.39	0.03	36.6	0.3	67	3	20	a
3617	"UGC 8403"	3.46	0.04	37.4	0.4	69	2	20	r
3618	"UGC 8403"	3.49	0.03	37.7	0.3	61	2	20	a
3619	"UGC 8403"	3.61	0.03	39.0	0.3	64	2	20	a
3620	"UGC 8403"	3.65	0.07	39.4	0.8	70	2	20	r
3621	"UGC 8403"	3.71	0.02	40.1	0.2	67	2	20	a
3622	"UGC 8403"	3.79	0.03	40.9	0.3	63	3	20	a
3623	"UGC 8403"	3.88	0.07	41.9	0.8	74	2	20	r
3624	"UGC 8403"	3.89	0.02	42.0	0.2	58	3	20	a
3625	"UGC 8403"	3.99	0.03	43.1	0.3	60	3	20	a
3626	"UGC 8403"	4.07	0.02	44.0	0.2	64	3	20	a
3627	"UGC 8403"	4.16	0.03	44.9	0.3	63	4	20	a
3628	"UGC 8403"	4.19	0.1	45.2	1.1	75	2	20	r
3629	"UGC 8403"	4.24	0.03	45.8	0.3	58	3	20	a
3630	"UGC 8403"	4.33	0.02	46.8	0.2	69	5	20	a
3631	"UGC 8403"	4.41	0.03	47.6	0.3	64	4	20	a
3632	"UGC 8403"	4.5	0.03	48.6	0.3	73	4	20	a
3633	"UGC 8403"	4.59	0.15	49.6	1.6	76	3	20	r
3634	"UGC 8403"	4.61	0.03	49.8	0.3	77	3	20	a
3635	"UGC 8403"	4.69	0.02	50.6	0.2	76	3	20	a
3636	"UGC 8403"	4.79	0.04	51.7	0.4	79	3	20	a
3637	"UGC 8403"	4.89	0.02	52.8	0.2	77	3	20	a
3638	"UGC 8403"	4.99	0.03	53.9	0.3	84	3	20	a
3639	"UGC 8403"	5.1	0.02	55.1	0.2	82	2	20	a
3640	"UGC 8403"	5.19	0.03	56.0	0.3	83	3	20	a
3641	"UGC 8403"	5.21	0.16	56.3	1.7	89	3	20	r
3642	"UGC 8403"	5.29	0.03	57.1	0.3	94	3	20	a
3643	"UGC 8403"	5.43	0.04	58.6	0.4	85	2	20	a
3644	"UGC 8403"	5.55	0.03	59.9	0.3	91	3	20	a
3645	"UGC 8403"	5.56	0.09	60.0	1.0	101	2	20	r
3646	"UGC 8403"	5.69	0.04	61.4	0.4	96	2	20	a
3647	"UGC 8403"	5.83	0.04	63.0	0.4	100	3	20	a
3648	"UGC 8403"	5.86	0.08	63.3	0.9	99	3	20	r
3649	"UGC 8403"	5.94	0.04	64.1	0.4	101	3	20	a
3650	"UGC 8403"	6.04	0.03	65.2	0.3	106	3	20	a
3651	"UGC 8403"	6.06	0.06	65.4	0.6	100	2	20	r
3652	"UGC 8403"	6.14	0.02	66.3	0.2	108	2	20	a
3653	"UGC 8403"	6.22	0.04	67.2	0.4	100	2	20	r
3654	"UGC 8403"	6.23	0.03	67.3	0.3	106	1	20	a
3655	"UGC 8403"	6.32	0.02	68.3	0.2	108	2	20	a
3656	"UGC 8403"	6.33	0.02	68.4	0.2	103	2	20	r
3657	"UGC 8403"	6.42	0.03	69.3	0.3	109	2	20	a
3658	"UGC 8403"	6.44	0.04	69.5	0.4	101	1	20	r
3659	"UGC 8403"	6.53	0.03	70.5	0.3	110	2	20	a
3660	"UGC 8403"	6.57	0.04	71.0	0.4	104	2	20	r
3661	"UGC 8403"	6.65	0.03	71.8	0.3	110	3	20	a
3662	"UGC 8403"	6.71	0.04	72.5	0.4	103	2	20	r
3663	"UGC 8403"	6.77	0.03	73.1	0.3	116	2	20	a
3664	"UGC 8403"	6.87	0.05	74.2	0.5	102	1	20	r
3665	"UGC 8403"	6.91	0.04	74.6	0.4	120	2	20	a
3666	"UGC 8403"	7.01	0.04	75.7	0.4	104	1	20	r
3667	"UGC 8403"	7.03	0.04	75.9	0.4	116	1	20	a
3668	"UGC 8403"	7.14	0.04	77.1	0.4	107	1	20	r
3669	"UGC 8403"	7.17	0.04	77.4	0.4	121	2	20	a
3670	"UGC 8403"	7.3	0.06	78.8	0.6	107	2	20	r
3671	"UGC 8403"	7.31	0.03	78.9	0.3	117	2	20	a
3672	"UGC 8403"	7.45	0.04	80.5	0.4	120	2	20	a
3673	"UGC 8403"	7.48	0.05	80.8	0.5	111	2	20	r
3674	"UGC 8403"	7.59	0.04	82.0	0.4	112	2	20	a
3675	"UGC 8403"	7.78	0.05	84.0	0.5	119	3	20	a
3676	"UGC 8403"	7.8	0.14	84.2	1.5	112	3	20	r
3677	"UGC 8403"	7.9	0.02	85.3	0.2	121	3	20	a
3678	"UGC 8403"	8.05	0.05	86.9	0.5	114	3	20	a
3679	"UGC 8403"	8.2	0.07	88.6	0.8	125	3	20	a
3680	"UGC 8403"	8.35	0.22	90.2	2.4	123	4	20	r
3681	"UGC 8403"	8.4	0.06	90.7	0.6	125	3	20	a
3682	"UGC 8403"	8.61	0.06	93.0	0.6	119	4	20	a
3683	"UGC 8403"	8.81	0.05	95.1	0.5	120	3	20	a
3684	"UGC 8403"	8.97	0.03	96.9	0.3	117	3	20	a
3685	"UGC 8403"	9.11	0.03	98.4	0.3	119	3	20	a
3686	"UGC 8403"	9.24	0.04	99.8	0.4	126	2	20	a
3687	"UGC 8403"	9.37	0.03	101.2	0.3	124	2	20	a
3688	"UGC 8403"	9.48	0.43	102.4	4.6	117	5	13	r
3689	"UGC 8403"	9.49	0.04	102.5	0.4	119	2	20	a
3690	"UGC 8403"	9.6	0.03	103.7	0.3	126	2	20	a
3691	"UGC 8403"	9.76	0.07	105.4	0.8	129	3	20	a
3692	"UGC 8403"	9.95	0.06	107.5	0.6	125	2	20	a
3693	"UGC 8403"	10.23	0.07	110.5	0.8	125	3	20	a
3694	"UGC 8403"	10.46	0.08	113.0	0.9	121	3	20	a
3695	"UGC 8403"	10.68	0.06	115.3	0.6	126	4	20	a
3696	"UGC 8403"	10.92	0.08	117.9	0.9	125	2	20	a
3697	"UGC 8403"	11.2	0.14	121.0	1.5	129	2	20	a
3698	"UGC 8403"	11.79	0.23	127.3	2.5	131	2	12	a
3709	"UGC 8709"	0.97	0.0	5.7	0.0	29	17	1	r
3710	"UGC 8709"	1.65	0.0	9.7	0.0	41	17	1	r
3711	"UGC 8709"	1.73	0.0	10.2	0.0	52	17	1	a
3712	"UGC 8709"	2.22	0.0	13.1	0.0	113	17	1	a
3713	"UGC 8709"	2.29	0.0	13.5	0.0	121	17	1	r
3714	"UGC 8709"	2.47	0.0	14.6	0.0	112	17	1	a
3715	"UGC 8709"	2.76	0.11	16.3	0.6	103	17	3	r
3716	"UGC 8709"	2.81	0.04	16.6	0.2	104	4	3	a
3717	"UGC 8709"	2.98	0.02	17.6	0.1	106	11	5	a
3718	"UGC 8709"	3.02	0.12	17.8	0.7	110	7	2	r
3719	"UGC 8709"	3.32	0.02	19.6	0.1	112	5	2	r
3720	"UGC 8709"	3.33	0.06	19.6	0.4	102	10	5	a
3721	"UGC 8709"	3.51	0.05	20.7	0.3	116	12	4	r
3722	"UGC 8709"	3.6	0.09	21.2	0.5	121	6	6	a
3723	"UGC 8709"	3.82	0.04	22.5	0.2	153	5	5	r
3724	"UGC 8709"	3.86	0.04	22.7	0.2	128	6	4	a
3725	"UGC 8709"	4.11	0.18	24.2	1.1	148	4	18	a
3726	"UGC 8709"	4.12	0.2	24.3	1.2	152	4	18	r
3727	"UGC 8709"	4.77	0.17	28.1	1.0	170	2	18	r
3728	"UGC 8709"	4.89	0.22	28.8	1.3	168	6	18	a
3729	"UGC 8709"	5.29	0.13	31.2	0.8	175	5	18	r
3730	"UGC 8709"	5.55	0.16	32.7	0.9	166	4	18	a
3731	"UGC 8709"	5.77	0.14	34.0	0.8	175	2	18	r
3732	"UGC 8709"	6.06	0.16	35.7	0.9	174	4	18	a
3733	"UGC 8709"	6.27	0.11	37.0	0.6	179	3	18	r
3734	"UGC 8709"	6.51	0.12	38.4	0.7	182	3	18	a
3735	"UGC 8709"	6.61	0.09	39.0	0.5	183	4	18	r
3736	"UGC 8709"	6.97	0.1	41.1	0.6	186	3	18	r
3737	"UGC 8709"	6.98	0.09	41.1	0.5	187	4	18	a
3738	"UGC 8709"	7.27	0.12	42.8	0.7	197	3	18	a
3739	"UGC 8709"	7.27	0.09	42.8	0.5	194	2	18	r
3740	"UGC 8709"	7.59	0.12	44.7	0.7	195	4	18	r
3741	"UGC 8709"	7.71	0.13	45.4	0.8	197	3	18	a
3742	"UGC 8709"	7.89	0.07	46.5	0.4	200	3	18	r
3743	"UGC 8709"	8.13	0.1	47.9	0.6	196	4	18	a
3744	"UGC 8709"	8.16	0.08	48.1	0.5	199	3	18	r
3745	"UGC 8709"	8.41	0.08	49.6	0.5	206	3	18	r
3746	"UGC 8709"	8.43	0.11	49.7	0.6	196	3	18	a
3747	"UGC 8709"	8.7	0.11	51.3	0.6	210	3	18	r
3748	"UGC 8709"	8.78	0.1	51.7	0.6	201	3	18	a
3749	"UGC 8709"	9.06	0.06	53.4	0.4	211	2	18	a
3750	"UGC 8709"	9.08	0.12	53.5	0.7	207	4	18	r
3751	"UGC 8709"	9.33	0.08	55.0	0.5	213	2	18	a
3752	"UGC 8709"	9.45	0.13	55.7	0.8	199	3	18	r
3753	"UGC 8709"	9.64	0.11	56.8	0.6	212	2	18	a
3754	"UGC 8709"	9.89	0.1	58.3	0.6	195	3	18	r
3755	"UGC 8709"	9.97	0.11	58.8	0.6	222	4	18	a
3756	"UGC 8709"	10.25	0.1	60.4	0.6	204	4	18	r
3757	"UGC 8709"	10.26	0.06	60.5	0.4	216	2	18	a
3758	"UGC 8709"	10.51	0.08	61.9	0.5	221	5	18	a
3759	"UGC 8709"	10.7	0.17	63.1	1.0	205	4	18	r
3760	"UGC 8709"	11.01	0.12	64.9	0.7	222	3	18	a
3761	"UGC 8709"	11.18	0.09	65.9	0.5	203	5	18	r
3762	"UGC 8709"	11.46	0.14	67.5	0.8	219	4	18	a
3763	"UGC 8709"	11.47	0.1	67.6	0.6	204	5	18	r
3764	"UGC 8709"	11.78	0.06	69.4	0.4	205	4	18	r
3765	"UGC 8709"	11.95	0.23	70.4	1.4	222	3	18	a
3766	"UGC 8709"	12.02	0.06	70.8	0.4	201	4	18	r
3767	"UGC 8709"	12.19	0.08	71.8	0.5	206	3	18	r
3768	"UGC 8709"	12.39	0.07	73.0	0.4	206	3	18	r
3769	"UGC 8709"	12.63	0.06	74.4	0.4	208	2	18	r
3770	"UGC 8709"	12.87	0.06	75.8	0.4	208	4	18	r
3771	"UGC 8709"	12.97	0.25	76.4	1.5	224	8	18	a
3772	"UGC 8709"	13.14	0.09	77.4	0.5	207	3	18	r
3773	"UGC 8709"	13.42	0.09	79.1	0.5	209	3	18	r
3774	"UGC 8709"	13.8	0.1	81.3	0.6	211	3	18	r
3775	"UGC 8709"	14.23	0.16	83.9	0.9	203	3	18	r
3776	"UGC 8709"	14.4	0.45	84.9	2.7	198	7	18	a
3777	"UGC 8709"	14.95	0.26	88.1	1.5	207	5	18	r
3778	"UGC 8709"	15.96	0.54	94.1	3.2	181	7	18	a
3779	"UGC 8709"	16.38	0.97	96.5	5.7	194	4	18	r
3780	"UGC 8709"	17.29	0.23	101.9	1.4	168	4	18	a
3781	"UGC 8709"	17.85	0.18	105.2	1.1	171	3	18	a
3782	"UGC 8709"	18.36	0.15	108.2	0.9	175	3	18	a
3783	"UGC 8709"	18.93	0.21	111.6	1.2	182	4	18	a
3784	"UGC 8709"	19.64	0.28	115.7	1.7	195	5	18	a
3785	"UGC 8709"	19.77	0.53	116.5	3.1	175	4	18	r
3786	"UGC 8709"	20.65	0.34	121.7	2.0	206	3	18	a
3787	"UGC 8709"	20.86	0.25	122.9	1.5	176	1	18	r
3788	"UGC 8709"	21.56	0.21	127.1	1.2	177	2	18	r
3789	"UGC 8709"	22.86	0.73	134.7	4.3	187	1	17	r
3790	"UGC 8709"	22.9	0.79	135.0	4.7	185	5	10	a
3791	"UGC 8852"	0.53	0.0	3.6	0.0	1	10	1	a
3792	"UGC 8852"	0.71	0.0	4.8	0.0	51	10	1	r
3793	"UGC 8852"	0.81	0.0	5.5	0.0	65	10	1	r
3794	"UGC 8852"	1.12	0.06	7.5	0.4	116	10	5	a
3795	"UGC 8852"	1.12	0.06	7.5	0.4	110	10	4	r
3796	"UGC 8852"	1.31	0.0	8.8	0.0	100	10	1	a
3797	"UGC 8852"	1.35	0.06	9.1	0.4	126	6	7	r
3798	"UGC 8852"	1.5	0.03	10.1	0.2	108	4	3	r
3799	"UGC 8852"	1.51	0.07	10.2	0.5	145	7	6	a
3800	"UGC 8852"	1.7	0.07	11.5	0.5	120	4	8	a
3801	"UGC 8852"	1.71	0.05	11.5	0.3	140	3	8	r
3802	"UGC 8852"	1.91	0.06	12.9	0.4	156	4	9	a
3803	"UGC 8852"	1.94	0.06	13.1	0.4	137	5	12	r
3804	"UGC 8852"	2.12	0.05	14.3	0.3	144	3	17	a
3805	"UGC 8852"	2.12	0.06	14.3	0.4	141	4	14	r
3806	"UGC 8852"	2.35	0.06	15.8	0.4	156	3	19	a
3807	"UGC 8852"	2.35	0.06	15.8	0.4	151	2	17	r
3808	"UGC 8852"	2.43	0.09	16.4	0.6	158	2	25	a
3809	"UGC 8852"	2.44	0.07	16.4	0.5	154	1	25	r
3810	"UGC 8852"	2.67	0.06	18.0	0.4	159	2	25	r
3811	"UGC 8852"	2.75	0.11	18.5	0.7	164	2	25	a
3812	"UGC 8852"	2.91	0.07	19.6	0.5	167	2	25	r
3813	"UGC 8852"	3.11	0.1	21.0	0.7	155	2	25	a
3814	"UGC 8852"	3.23	0.11	21.8	0.7	173	2	25	r
3815	"UGC 8852"	3.51	0.13	23.7	0.9	169	2	25	a
3816	"UGC 8852"	3.63	0.11	24.5	0.7	173	2	25	r
3817	"UGC 8852"	3.89	0.1	26.2	0.7	170	2	25	a
