recno	HRS	r	s_r	rang	s_rang	v	s_v	Nbins	side
3132	279	2.2	0.06	26.7	0.8	77	3	23	a
3133	279	2.25	0.1	27.4	1.3	71	3	23	r
3134	279	2.4	0.05	29.1	0.6	79	2	23	a
3135	279	2.57	0.05	31.2	0.6	80	2	23	a
3136	279	2.67	0.11	32.4	1.4	74	3	23	r
3137	279	2.72	0.05	33.0	0.6	85	2	23	a
3138	279	2.87	0.06	34.9	0.7	82	2	23	a
3139	279	3.02	0.12	36.7	1.4	78	3	23	r
3140	279	3.07	0.05	37.3	0.6	86	2	23	a
3141	279	3.27	0.07	39.7	0.9	86	3	23	a
3142	279	3.39	0.11	41.2	1.3	97	3	23	r
3143	279	3.56	0.12	43.2	1.4	94	3	23	a
3144	279	3.7	0.08	44.8	1.0	99	2	23	r
3145	279	3.95	0.08	47.9	1.0	92	3	23	r
3146	279	4.04	0.11	49.0	1.3	95	2	23	a
3147	279	4.19	0.05	50.9	0.6	103	2	23	r
3148	279	4.3	0.07	52.2	0.8	95	2	23	a
3149	279	4.35	0.05	52.7	0.6	102	1	23	r
3150	279	4.48	0.03	54.3	0.4	100	2	23	r
3151	279	4.63	0.05	56.2	0.6	107	2	23	r
3152	279	4.76	0.23	57.8	2.8	107	3	23	a
3153	279	4.89	0.08	59.3	1.0	108	2	23	r
3154	279	5.21	0.11	63.2	1.3	106	2	23	r
3155	279	5.56	0.1	67.4	1.2	108	2	23	r
3156	279	5.82	0.07	70.6	0.8	114	2	23	r
3157	279	6.06	0.07	73.5	0.8	114	3	23	r
3158	279	6.28	0.05	76.1	0.7	104	1	23	r
3159	279	6.42	0.79	77.9	9.6	106	4	23	a
3160	279	6.43	0.04	78.0	0.5	108	1	23	r
3161	279	6.6	0.05	80.0	0.6	108	1	23	r
3162	279	6.96	0.3	84.5	3.6	102	4	17	r
3163	280	0.15	0.0	1.9	0.0	5	11	1	r
3164	280	0.16	0.0	1.9	0.0	-9	11	1	a
3165	280	0.29	0.0	3.5	0.0	88	11	1	a
3166	280	0.29	0.0	3.5	0.0	101	6	2	r
3167	280	0.4	0.03	4.9	0.3	126	11	2	a
3168	280	0.43	0.0	5.2	0.0	113	11	1	r
3169	280	0.45	0.01	5.4	0.1	104	7	2	a
3170	280	0.52	0.0	6.3	0.0	155	11	1	r
3171	280	0.56	0.02	6.8	0.2	151	5	5	a
3172	280	0.64	0.01	7.8	0.2	172	3	2	r
3173	280	0.66	0.02	8.0	0.3	178	3	7	a
3174	280	0.72	0.02	8.7	0.3	180	5	9	a
3175	280	0.72	0.02	8.8	0.3	184	3	3	r
3176	280	0.88	0.09	10.7	1.0	196	2	25	a
3177	280	1.07	0.23	12.9	2.8	203	3	17	r
3178	280	1.23	0.13	15.0	1.6	212	2	25	a
3179	280	2.02	0.33	24.5	4.0	225	3	17	a
3180	283	0.04	0.0	0.5	0.0	28	6	1	r
3181	283	0.12	0.0	1.5	0.0	0	6	1	r
3182	283	0.13	0.01	1.6	0.1	10	2	3	a
3183	283	0.2	0.0	2.5	0.0	8	6	1	r
3184	283	0.23	0.01	2.7	0.2	20	6	3	a
3185	283	0.29	0.01	3.5	0.1	18	2	4	a
3186	283	0.31	0.0	3.8	0.0	52	6	1	r
3187	283	0.38	0.01	4.6	0.1	49	4	5	r
3188	283	0.4	0.03	4.8	0.4	35	6	4	a
3189	283	0.47	0.03	5.7	0.3	47	2	4	a
3190	283	0.48	0.03	5.8	0.4	51	3	4	r
3191	283	0.56	0.02	6.8	0.2	47	7	5	a
3192	283	0.56	0.03	6.8	0.3	64	4	7	r
3193	283	0.64	0.03	7.8	0.3	61	4	8	a
3194	283	0.65	0.03	7.9	0.4	66	4	7	r
3195	283	0.74	0.03	9.0	0.3	64	2	9	a
3196	283	0.74	0.02	9.0	0.3	80	2	9	r
3197	283	0.82	0.02	9.9	0.3	85	6	6	r
3198	283	0.83	0.02	10.0	0.3	71	1	4	a
3199	283	0.9	0.02	11.0	0.3	83	3	9	a
3200	283	0.91	0.02	11.0	0.2	75	5	9	r
3201	283	1.0	0.02	12.1	0.3	83	5	7	r
3202	283	1.0	0.03	12.1	0.3	83	2	11	a
3203	283	1.08	0.02	13.1	0.2	83	6	8	r
3204	283	1.08	0.02	13.1	0.2	94	3	13	a
3205	283	1.16	0.02	14.1	0.3	94	2	16	a
3206	283	1.17	0.02	14.2	0.2	78	5	9	r
3207	283	1.27	0.04	15.4	0.5	100	1	24	a
3208	283	1.34	0.06	16.3	0.7	90	3	24	r
3209	283	1.38	0.03	16.8	0.3	100	2	24	a
3210	283	1.49	0.03	18.0	0.3	99	2	24	a
3211	283	1.54	0.06	18.7	0.7	85	2	24	r
3212	283	1.6	0.04	19.4	0.4	101	2	24	a
3213	283	1.71	0.05	20.8	0.6	84	1	24	r
3214	283	1.75	0.04	21.2	0.4	97	2	24	a
3215	283	1.85	0.03	22.5	0.4	101	2	24	a
3216	283	1.87	0.04	22.7	0.4	88	1	24	r
3217	283	1.98	0.04	24.0	0.4	101	2	24	a
3218	283	1.99	0.04	24.1	0.5	90	1	24	r
3219	283	2.07	0.02	25.2	0.3	104	2	24	a
3220	283	2.09	0.03	25.4	0.3	93	1	24	r
3221	283	2.16	0.03	26.2	0.3	105	1	24	a
3222	283	2.19	0.02	26.5	0.3	100	1	24	r
3223	283	2.24	0.02	27.2	0.3	102	2	24	a
3224	283	2.27	0.02	27.5	0.2	101	1	24	r
3225	283	2.33	0.03	28.3	0.3	106	2	24	a
3226	283	2.34	0.02	28.4	0.3	103	1	24	r
3227	283	2.4	0.03	29.2	0.3	108	1	24	a
3228	283	2.43	0.02	29.5	0.3	106	1	24	r
3229	283	2.49	0.02	30.2	0.3	110	1	24	a
3230	283	2.52	0.03	30.6	0.4	108	1	24	r
3231	283	2.57	0.02	31.1	0.2	116	2	24	a
3232	283	2.63	0.03	32.0	0.4	111	2	24	r
3233	283	2.63	0.03	32.0	0.3	112	2	24	a
3234	283	2.73	0.03	33.1	0.4	117	2	24	a
3235	283	2.75	0.03	33.4	0.4	115	1	24	r
3236	283	2.84	0.04	34.5	0.4	117	2	24	a
3237	283	2.86	0.03	34.7	0.4	117	2	24	r
3238	283	2.95	0.02	35.8	0.3	123	3	24	r
3239	283	2.98	0.04	36.2	0.5	116	3	24	a
3240	283	3.03	0.03	36.8	0.3	126	1	24	r
3241	283	3.11	0.02	37.7	0.2	128	1	24	r
3242	283	3.12	0.05	37.8	0.6	115	2	24	a
3243	283	3.18	0.02	38.5	0.3	129	1	24	r
3244	283	3.24	0.02	39.3	0.2	127	1	24	r
3245	283	3.26	0.03	39.6	0.4	123	2	24	a
3246	283	3.3	0.02	40.0	0.2	132	1	24	r
3247	283	3.36	0.01	40.7	0.1	132	1	24	r
3248	283	3.41	0.05	41.3	0.6	120	2	24	a
3249	283	3.41	0.02	41.4	0.3	133	1	24	r
3250	283	3.5	0.02	42.5	0.3	135	1	24	r
3251	283	3.53	0.03	42.9	0.4	122	2	24	a
3252	283	3.6	0.04	43.7	0.4	134	1	24	r
3253	283	3.65	0.04	44.3	0.5	121	1	24	a
3254	283	3.72	0.04	45.1	0.4	138	1	24	r
3255	283	3.78	0.03	45.8	0.4	124	2	24	a
3256	283	3.88	0.03	47.1	0.4	122	3	24	a
3257	283	3.88	0.06	47.1	0.7	132	2	24	r
3258	283	4.0	0.03	48.6	0.4	127	2	24	a
3259	283	4.11	0.08	49.8	0.9	134	2	24	r
3260	283	4.13	0.03	50.1	0.4	128	1	24	a
3261	283	4.27	0.06	51.8	0.7	128	2	24	a
3262	283	4.39	0.07	53.2	0.9	131	2	24	r
3263	283	4.42	0.04	53.7	0.5	129	2	24	a
3264	283	4.6	0.05	55.8	0.6	127	2	24	a
3265	283	4.7	0.09	57.1	1.1	134	3	24	r
3266	283	4.81	0.07	58.4	0.8	138	2	24	a
3267	283	5.03	0.06	61.0	0.8	136	3	24	a
3268	283	5.08	0.15	61.7	1.8	133	3	24	r
3269	283	5.3	0.09	64.4	1.1	139	2	24	a
3270	283	5.64	0.11	68.5	1.4	143	2	24	a
3271	283	5.71	0.34	69.2	4.1	138	4	21	r
3272	283	6.35	0.53	77.1	6.4	143	2	17	a
3273	284	0.07	0.0	0.8	0.0	0	10	1	r
3274	284	0.14	0.0	1.7	0.0	-8	10	1	r
3275	284	0.16	0.0	2.0	0.0	-14	10	1	a
3276	284	0.21	0.02	2.5	0.3	5	1	3	r
3277	284	0.21	0.02	2.5	0.2	5	5	3	a
3278	284	0.3	0.02	3.7	0.3	18	3	5	a
3279	284	0.31	0.03	3.7	0.3	13	3	6	r
3280	284	0.39	0.03	4.8	0.3	12	4	7	r
3281	284	0.4	0.03	4.8	0.4	22	3	7	a
3282	284	0.47	0.0	5.7	0.0	25	7	2	a
3283	284	0.48	0.03	5.9	0.3	18	5	5	r
3284	284	0.57	0.03	6.9	0.3	28	4	6	a
3285	284	0.57	0.03	6.9	0.3	26	4	8	r
3286	284	0.65	0.03	7.9	0.4	30	5	9	r
3287	284	0.67	0.01	8.1	0.2	45	6	4	a
3288	284	0.72	0.03	8.8	0.3	31	2	7	r
3289	284	0.74	0.03	9.0	0.3	53	5	7	a
3290	284	0.83	0.02	10.1	0.3	45	4	8	r
3291	284	0.84	0.03	10.2	0.3	53	10	4	a
3292	284	0.91	0.03	11.0	0.4	44	5	7	r
3293	284	0.91	0.02	11.1	0.2	63	3	6	a
3294	284	0.99	0.04	12.1	0.5	50	3	16	r
3295	284	1.0	0.07	12.2	0.9	68	3	16	a
3296	284	1.18	0.07	14.4	0.8	64	3	16	r
3297	284	1.22	0.06	14.7	0.8	79	2	16	a
3298	284	1.37	0.05	16.7	0.6	84	4	16	r
3299	284	1.43	0.06	17.4	0.8	91	2	16	a
3300	284	1.54	0.05	18.7	0.6	97	4	16	r
3301	284	1.64	0.06	19.9	0.8	93	1	16	a
3302	284	1.68	0.05	20.4	0.6	105	4	16	r
3303	284	1.85	0.06	22.4	0.7	99	3	16	a
3304	284	1.89	0.08	22.9	0.9	111	2	16	r
3305	284	2.08	0.07	25.2	0.8	125	3	16	r
3306	284	2.12	0.1	25.8	1.2	113	5	16	a
3307	284	2.32	0.08	28.1	0.9	131	3	16	r
3308	284	2.58	0.07	31.2	0.9	145	3	16	r
3309	284	2.58	0.24	31.3	2.9	127	4	15	a
3310	284	2.84	0.07	34.4	0.9	142	2	16	r
3311	284	3.35	0.37	40.7	4.5	152	4	14	r
3312	287	0.06	0.0	0.7	0.0	38	10	1	r
3313	287	0.06	0.02	0.8	0.2	-27	2	2	a
3314	287	0.13	0.03	1.6	0.4	43	2	7	r
3315	287	0.14	0.01	1.7	0.2	11	4	5	a
3316	287	0.21	0.02	2.6	0.3	37	4	8	a
3317	287	0.22	0.02	2.7	0.3	45	4	9	r
3318	287	0.29	0.02	3.6	0.2	41	5	8	r
3319	287	0.3	0.03	3.6	0.4	56	5	14	a
3320	287	0.39	0.02	4.7	0.3	44	6	8	r
3321	287	0.39	0.02	4.8	0.2	72	5	11	a
3322	287	0.46	0.02	5.6	0.2	71	8	8	a
3323	287	0.49	0.01	6.0	0.1	50	7	3	r
3324	287	0.56	0.03	6.8	0.3	76	9	8	a
3325	287	0.56	0.02	6.8	0.3	60	7	4	r
3326	287	0.64	0.02	7.7	0.2	61	9	3	r
3327	287	0.64	0.03	7.8	0.3	82	9	7	a
3328	287	0.72	0.02	8.7	0.3	99	5	6	a
3329	287	0.72	0.03	8.8	0.3	104	4	5	r
3330	287	0.78	0.02	9.5	0.2	109	10	4	r
3331	287	0.81	0.02	9.8	0.3	74	4	6	a
3332	287	0.88	0.03	10.7	0.3	84	8	8	a
3333	287	0.89	0.02	10.9	0.3	110	6	8	r
3334	287	0.99	0.01	12.1	0.2	89	12	4	a
3335	287	1.02	0.0	12.3	0.0	121	10	1	r
3336	287	1.06	0.02	12.9	0.3	91	9	7	a
3337	287	1.06	0.03	12.9	0.3	120	7	9	r
3338	287	1.14	0.02	13.8	0.2	127	6	5	r
3339	287	1.14	0.03	13.9	0.4	113	1	7	a
3340	287	1.26	0.07	15.3	0.9	111	3	25	a
3341	287	1.28	0.09	15.5	1.1	129	4	25	r
3342	287	1.46	0.06	17.7	0.7	100	3	25	a
3343	287	1.58	0.08	19.2	1.0	137	4	25	r
3344	287	1.63	0.04	19.8	0.5	103	2	25	a
3345	287	1.79	0.05	21.7	0.6	98	3	25	a
3346	287	1.93	0.11	23.4	1.3	122	4	25	r
3347	287	1.96	0.06	23.8	0.7	96	3	25	a
3348	287	2.19	0.07	26.5	0.8	118	4	25	a
3349	287	2.26	0.09	27.4	1.1	129	4	25	r
3350	287	2.4	0.05	29.1	0.6	126	3	25	a
3351	287	2.48	0.06	30.1	0.7	135	2	25	r
3352	287	2.58	0.05	31.2	0.6	134	3	25	a
3353	287	2.64	0.04	32.1	0.4	131	2	25	r
3354	287	2.75	0.03	33.3	0.3	140	3	25	r
3355	287	2.75	0.05	33.4	0.6	140	4	25	a
3356	287	2.86	0.03	34.6	0.4	133	2	25	r
3357	287	2.92	0.06	35.5	0.7	150	5	25	a
3358	287	2.97	0.04	36.0	0.4	130	1	25	r
3359	287	3.13	0.06	38.0	0.7	149	3	25	a
3360	287	3.15	0.06	38.2	0.7	137	3	25	r
3361	287	3.26	0.03	39.6	0.4	152	4	25	a
3362	287	3.34	0.07	40.5	0.9	134	3	25	r
3363	287	3.41	0.04	41.4	0.5	151	5	25	a
3364	287	3.56	0.05	43.2	0.6	162	4	25	a
3365	287	3.59	0.06	43.5	0.8	134	3	25	r
3366	287	3.71	0.06	45.0	0.8	162	6	25	a
3367	287	3.81	0.06	46.2	0.7	131	3	25	r
3368	287	4.0	0.06	48.5	0.8	138	3	25	r
3369	287	4.13	0.29	50.1	3.5	172	4	22	a
3370	287	4.21	0.08	51.1	0.9	140	3	25	r
3371	287	4.63	0.16	56.1	1.9	125	3	25	r
3372	287	5.05	0.07	61.3	0.9	114	3	25	r
3373	287	5.25	0.05	63.7	0.6	120	2	25	r
3374	287	5.42	0.07	65.8	0.8	125	2	25	r
3375	287	5.7	0.13	69.2	1.6	135	4	14	r
3376	289	0.14	0.03	1.6	0.4	149	4	4	a
3377	289	0.23	0.01	2.8	0.1	134	14	3	r
3378	289	0.23	0.01	2.9	0.1	155	7	3	a
3379	289	0.29	0.01	3.5	0.1	137	0	2	a
3380	289	0.34	0.0	4.2	0.0	131	14	1	r
3381	289	0.45	0.0	5.5	0.0	162	14	1	a
3382	289	0.76	0.0	9.2	0.0	182	14	1	a
3383	289	1.01	0.0	12.2	0.0	112	14	1	a
3384	289	1.07	0.0	13.0	0.0	145	14	1	r
3385	289	1.09	0.01	13.3	0.1	135	2	2	a
3386	289	1.23	0.0	15.0	0.0	170	14	1	r
3387	289	1.24	0.03	15.0	0.4	148	2	4	a
3388	289	1.32	0.02	16.0	0.3	148	5	4	a
3389	289	1.47	0.05	17.8	0.6	157	3	19	a
3390	289	1.5	0.07	18.2	0.9	153	4	19	r
3391	289	1.61	0.03	19.5	0.4	165	4	19	a
3392	289	1.68	0.05	20.4	0.5	166	3	19	r
3393	289	1.71	0.03	20.7	0.4	163	4	19	a
3394	289	1.78	0.02	21.7	0.3	163	2	19	a
3395	289	1.84	0.05	22.3	0.6	153	3	19	r
3396	289	1.86	0.03	22.6	0.3	166	2	19	a
3397	289	1.95	0.03	23.7	0.4	163	2	19	a
3398	289	2.01	0.06	24.3	0.8	170	4	19	r
3399	289	2.06	0.03	25.0	0.4	166	3	19	a
3400	289	2.18	0.04	26.5	0.5	167	3	19	a
3401	289	2.21	0.07	26.8	0.9	171	4	19	r
3402	289	2.3	0.04	27.9	0.5	164	3	19	a
3403	289	2.44	0.04	29.6	0.4	166	2	19	a
3404	289	2.46	0.07	29.9	0.9	173	4	19	r
3405	289	2.59	0.03	31.4	0.4	166	3	19	a
3406	289	2.71	0.03	32.9	0.4	170	2	19	a
3407	289	2.72	0.09	33.0	1.1	174	2	19	r
3408	289	2.81	0.03	34.1	0.4	179	3	19	a
3409	289	2.88	0.01	35.0	0.1	174	3	19	a
3410	289	2.97	0.03	36.0	0.4	176	3	19	a
3411	289	3.0	0.07	36.4	0.9	169	3	19	r
3412	289	3.07	0.03	37.2	0.4	175	3	19	a
3413	289	3.18	0.03	38.6	0.4	175	3	19	a
3414	289	3.24	0.06	39.3	0.7	173	2	19	r
3415	289	3.27	0.03	39.7	0.3	175	3	19	a
3416	289	3.37	0.04	40.8	0.5	170	2	19	a
3417	289	3.44	0.05	41.8	0.6	167	2	19	r
3418	289	3.46	0.02	42.0	0.3	175	2	19	a
3419	289	3.57	0.03	43.3	0.4	168	3	19	a
3420	289	3.6	0.04	43.7	0.5	171	3	19	r
3421	289	3.68	0.03	44.6	0.4	173	3	19	a
3422	289	3.76	0.07	45.7	0.8	165	3	19	r
3423	289	3.8	0.04	46.1	0.5	173	4	19	a
3424	289	3.91	0.03	47.5	0.4	168	3	19	a
3425	289	4.02	0.09	48.7	1.1	164	4	19	r
3426	289	4.03	0.03	48.9	0.4	177	2	19	a
3427	289	4.14	0.02	50.2	0.3	175	2	19	a
3428	289	4.25	0.03	51.5	0.3	175	2	19	a
3429	289	4.33	0.03	52.5	0.4	179	3	19	a
3430	289	4.44	0.3	53.8	3.6	163	4	16	r
3431	289	4.44	0.03	53.9	0.4	175	4	19	a
3432	289	4.6	0.03	55.8	0.4	177	4	19	a
3433	289	4.7	0.03	57.0	0.3	179	3	19	a
3434	289	4.81	0.03	58.4	0.3	178	5	19	a
3435	289	4.91	0.03	59.6	0.4	180	4	19	a
3436	289	5.02	0.02	60.9	0.3	183	3	19	a
3437	289	5.12	0.03	62.1	0.3	178	4	19	a
3438	289	5.23	0.04	63.5	0.4	170	5	19	a
3439	289	5.39	0.05	65.4	0.6	176	4	19	a
3440	289	5.52	0.03	67.0	0.3	165	3	19	a
3441	289	5.69	0.07	69.0	0.8	167	4	19	a
3442	289	5.85	0.04	71.0	0.5	175	2	19	a
3443	289	6.04	0.06	73.3	0.7	181	4	19	a
3444	289	6.31	0.11	76.6	1.4	186	4	15	a
3445	290	0.07	0.0	0.9	0.0	19	13	1	a
3446	290	0.08	0.0	1.0	0.0	-3	13	1	r
3447	290	0.13	0.0	1.6	0.0	22	13	1	a
3448	290	0.14	0.02	1.7	0.3	7	2	4	r
3449	290	0.21	0.01	2.6	0.1	20	2	2	r
3450	290	0.22	0.02	2.6	0.3	31	3	6	a
3451	290	0.3	0.03	3.6	0.4	28	4	8	r
3452	290	0.3	0.03	3.6	0.3	38	3	5	a
3453	290	0.39	0.03	4.7	0.3	47	3	9	a
3454	290	0.4	0.02	4.8	0.3	43	3	7	r
3455	290	0.46	0.02	5.6	0.2	53	2	5	r
3456	290	0.49	0.02	5.9	0.3	47	6	7	a
3457	290	0.55	0.03	6.6	0.3	53	5	5	a
3458	290	0.56	0.03	6.8	0.3	63	3	9	r
3459	290	0.63	0.02	7.7	0.2	57	13	2	r
3460	290	0.65	0.02	7.9	0.2	56	6	6	a
3461	290	0.71	0.01	8.6	0.2	82	5	4	r
3462	290	0.72	0.03	8.7	0.4	57	8	5	a
3463	290	1.0	0.23	12.1	2.8	93	4	15	r
3464	290	1.11	0.36	13.4	4.3	79	7	19	a
3465	292	0.05	0.03	0.7	0.3	53	6	2	a
3466	292	0.07	0.0	0.8	0.0	24	10	1	r
3467	292	0.13	0.03	1.6	0.3	102	10	7	r
3468	292	0.14	0.02	1.7	0.2	112	20	5	a
3469	292	0.21	0.02	2.5	0.3	134	9	8	r
3470	292	0.22	0.03	2.7	0.3	142	5	10	a
3471	292	0.3	0.03	3.7	0.3	143	3	15	r
3472	292	0.31	0.02	3.7	0.3	146	6	11	a
3473	292	0.39	0.02	4.7	0.3	159	4	19	r
3474	292	0.39	0.03	4.8	0.3	162	6	15	a
3475	292	0.47	0.03	5.7	0.3	169	4	19	r
3476	292	0.47	0.02	5.7	0.3	166	3	13	a
3477	292	0.56	0.02	6.8	0.3	185	3	20	r
3478	292	0.56	0.03	6.8	0.3	179	5	14	a
3479	292	0.65	0.02	7.9	0.3	184	4	17	a
3480	292	0.65	0.03	7.9	0.3	187	3	17	r
3481	292	0.73	0.03	8.8	0.4	186	4	19	r
3482	292	0.76	0.04	9.2	0.5	192	2	19	a
3483	292	0.86	0.06	10.4	0.7	191	3	19	r
3484	292	1.03	0.18	12.4	2.2	198	5	18	a
3485	292	1.1	0.11	13.4	1.3	192	3	14	r
3486	293	0.08	0.0	1.0	0.0	28	11	1	r
3487	293	0.2	0.02	2.4	0.2	10	3	2	a
3488	293	0.2	0.01	2.5	0.1	31	8	2	r
3489	293	0.27	0.02	3.3	0.2	36	3	3	r
3490	293	0.3	0.01	3.7	0.1	30	1	2	a
3491	293	0.4	0.02	4.8	0.2	28	4	4	a
3492	293	0.4	0.01	4.9	0.2	22	5	2	r
3493	293	0.47	0.03	5.7	0.4	32	3	4	a
3494	293	0.57	0.01	6.9	0.1	33	8	4	a
3495	293	0.57	0.02	7.0	0.3	46	3	2	r
3496	293	0.63	0.02	7.6	0.2	54	4	3	r
3497	293	0.64	0.02	7.8	0.2	34	5	3	a
3498	293	0.73	0.02	8.8	0.3	42	5	8	a
3499	293	0.74	0.02	9.0	0.3	60	9	4	r
3500	293	0.82	0.03	9.9	0.3	42	6	5	a
3501	293	0.83	0.02	10.1	0.3	68	4	5	r
3502	293	0.89	0.02	10.9	0.3	44	4	9	a
3503	293	0.92	0.01	11.2	0.2	57	11	4	r
3504	293	0.98	0.02	11.9	0.3	49	4	10	a
3505	293	0.99	0.03	12.0	0.4	68	1	6	r
3506	293	1.04	0.06	12.6	0.7	48	3	22	a
3507	293	1.16	0.13	14.1	1.6	65	2	22	r
3508	293	1.19	0.04	14.4	0.5	54	3	22	a
3509	293	1.31	0.04	15.9	0.5	56	2	22	a
3510	293	1.43	0.03	17.3	0.4	57	2	22	a
3511	293	1.48	0.07	17.9	0.8	71	3	22	r
3512	293	1.52	0.03	18.5	0.4	60	2	22	a
3513	293	1.62	0.02	19.7	0.2	60	2	22	a
3514	293	1.7	0.02	20.6	0.3	61	2	22	a
3515	293	1.71	0.06	20.7	0.7	79	2	22	r
3516	293	1.76	0.02	21.4	0.3	61	2	22	a
3517	293	1.84	0.02	22.3	0.2	69	2	22	a
3518	293	1.89	0.02	23.0	0.2	66	2	22	a
3519	293	1.9	0.05	23.0	0.6	84	3	22	r
3520	293	1.96	0.02	23.8	0.3	74	2	22	a
3521	293	2.02	0.02	24.5	0.2	73	2	22	a
3522	293	2.02	0.03	24.5	0.4	81	2	22	r
3523	293	2.07	0.02	25.2	0.2	75	2	22	a
3524	293	2.13	0.01	25.8	0.2	76	2	22	a
3525	293	2.15	0.03	26.0	0.3	78	2	22	r
3526	293	2.18	0.01	26.5	0.2	82	2	22	a
3527	293	2.22	0.01	26.9	0.1	82	1	22	a
3528	293	2.23	0.03	27.1	0.3	76	2	22	r
3529	293	2.26	0.01	27.4	0.1	85	2	22	a
3530	293	2.3	0.01	27.9	0.1	82	1	22	a
3531	293	2.32	0.02	28.2	0.2	85	2	22	r
3532	293	2.32	0.01	28.2	0.1	82	1	22	a
3533	293	2.36	0.01	28.6	0.1	83	1	22	a
3534	293	2.37	0.02	28.7	0.2	85	2	22	r
3535	293	2.39	0.01	29.0	0.1	82	1	22	a
3536	293	2.43	0.01	29.5	0.1	81	2	22	a
3537	293	2.43	0.02	29.5	0.2	78	3	22	r
3538	293	2.45	0.01	29.8	0.1	84	1	22	a
3539	293	2.48	0.01	30.1	0.2	83	3	22	r
3540	293	2.48	0.01	30.1	0.1	85	2	22	a
3541	293	2.51	0.01	30.4	0.1	85	1	22	a
3542	293	2.52	0.01	30.5	0.1	85	2	22	r
3543	293	2.54	0.01	30.8	0.1	85	2	22	a
3544	293	2.56	0.01	31.0	0.1	82	2	22	r
3545	293	2.57	0.01	31.1	0.1	86	1	22	a
3546	293	2.6	0.01	31.5	0.1	86	2	22	a
3547	293	2.62	0.01	31.7	0.2	85	2	22	r
3548	293	2.62	0.01	31.8	0.1	86	2	22	a
3549	293	2.65	0.01	32.2	0.1	88	1	22	a
3550	293	2.66	0.01	32.3	0.2	83	2	22	r
3551	293	2.68	0.01	32.6	0.1	87	1	22	a
3552	293	2.7	0.01	32.8	0.2	88	2	22	r
3553	293	2.72	0.01	33.0	0.1	92	2	22	a
3554	293	2.75	0.01	33.4	0.1	91	1	22	a
3555	293	2.75	0.01	33.4	0.1	90	2	22	r
3556	293	2.78	0.01	33.8	0.1	94	2	22	a
3557	293	2.82	0.01	34.2	0.1	94	2	22	a
3558	293	2.82	0.02	34.2	0.3	86	2	22	r
3559	293	2.86	0.01	34.6	0.1	97	2	22	a
3560	293	2.87	0.01	34.9	0.2	87	2	22	r
3561	293	2.89	0.01	35.0	0.1	98	2	22	a
3562	293	2.92	0.01	35.4	0.1	96	2	22	a
3563	293	2.93	0.02	35.6	0.2	92	2	22	r
3564	293	2.95	0.01	35.8	0.1	94	2	22	a
3565	293	2.99	0.01	36.3	0.2	100	2	22	a
3566	293	3.01	0.03	36.5	0.3	92	2	22	r
3567	293	3.03	0.01	36.8	0.1	98	2	22	a
3568	293	3.08	0.01	37.3	0.2	99	1	22	a
3569	293	3.08	0.02	37.4	0.3	89	2	22	r
3570	293	3.12	0.01	37.8	0.1	100	2	22	a
3571	293	3.17	0.02	38.4	0.2	107	2	22	a
3572	293	3.18	0.03	38.5	0.4	91	2	22	r
3573	293	3.21	0.01	39.0	0.1	104	2	22	a
3574	293	3.26	0.02	39.6	0.3	105	2	22	a
3575	293	3.28	0.03	39.8	0.4	94	2	22	r
3576	293	3.32	0.01	40.3	0.2	102	2	22	a
3577	293	3.38	0.02	41.0	0.2	106	3	22	a
3578	293	3.46	0.07	42.0	0.9	92	1	22	r
3579	293	3.47	0.04	42.0	0.4	107	2	22	a
3580	293	3.56	0.03	43.2	0.4	103	3	22	a
3581	293	3.71	0.05	45.0	0.6	113	3	22	a
3582	293	3.96	0.11	48.0	1.4	111	3	22	a
3583	293	3.99	0.28	48.4	3.4	100	2	22	r
3584	293	4.37	0.13	53.0	1.6	115	3	22	a
3585	293	5.22	0.41	63.3	4.9	123	5	17	a
3586	294	0.34	0.0	4.2	0.0	9	19	1	a
3587	294	0.39	0.0	4.7	0.0	18	19	1	r
3588	294	0.48	0.01	5.8	0.1	26	19	3	a
3589	294	0.57	0.0	7.0	0.0	31	19	1	r
3590	294	0.76	0.0	9.2	0.0	58	19	1	r
3591	294	0.87	0.0	10.6	0.0	71	19	1	a
3592	294	0.98	0.0	11.9	0.0	53	19	1	r
3593	294	1.07	0.02	13.0	0.3	65	6	2	a
3594	294	1.47	0.33	17.9	3.9	92	7	11	a
3595	294	1.8	0.54	21.8	6.6	98	6	9	r
3596	297	0.12	0.0	1.4	0.0	15	18	1	a
3597	297	0.24	0.0	2.9	0.0	18	18	1	a
3598	297	0.24	0.01	2.9	0.1	10	5	2	r
3599	297	0.36	0.0	4.4	0.0	36	18	1	a
3600	297	0.43	0.0	5.3	0.0	42	18	1	r
3601	297	0.57	0.0	6.9	0.0	70	18	1	r
3602	297	0.57	0.0	6.9	0.0	80	18	1	a
3603	297	0.63	0.0	7.6	0.0	44	18	1	r
3604	297	0.66	0.0	8.0	0.0	65	18	1	a
3605	297	0.69	0.0	8.4	0.0	38	18	1	r
3606	297	0.7	0.0	8.5	0.0	70	0	2	a
3607	297	0.83	0.01	10.0	0.1	85	11	3	a
3608	297	0.88	0.01	10.6	0.2	52	0	2	a
3609	297	0.99	0.02	12.0	0.3	83	16	2	a
3610	297	1.01	0.01	12.3	0.1	59	3	2	r
3611	297	1.05	0.0	12.7	0.0	54	18	1	r
3612	297	1.08	0.01	13.1	0.1	57	4	2	a
