recno	HRS	r	s_r	rang	s_rang	v	s_v	Nbins	side
1140	139	0.48	0.03	5.8	0.3	46	4	9	a
1141	139	0.55	0.03	6.7	0.3	55	2	10	r
1142	139	0.56	0.02	6.8	0.3	55	6	8	a
1143	139	0.64	0.02	7.8	0.3	57	5	3	a
1144	139	0.64	0.02	7.8	0.3	64	5	10	r
1145	139	0.72	0.02	8.8	0.3	63	4	11	a
1146	139	0.74	0.03	8.9	0.3	69	3	10	r
1147	139	0.81	0.02	9.9	0.2	72	3	5	a
1148	139	0.82	0.02	9.9	0.2	64	3	10	r
1149	139	0.89	0.07	10.8	0.9	66	2	22	r
1150	139	0.9	0.06	11.0	0.7	78	2	22	a
1151	139	1.1	0.06	13.4	0.7	90	2	22	a
1152	139	1.26	0.16	15.2	2.0	81	3	22	r
1153	139	1.41	0.11	17.1	1.3	91	4	22	a
1154	139	1.62	0.06	19.7	0.7	100	3	22	r
1155	139	1.83	0.04	22.2	0.5	109	3	22	r
1156	139	1.88	0.17	22.8	2.1	110	3	22	a
1157	139	2.01	0.05	24.4	0.7	113	3	22	r
1158	139	2.22	0.06	26.9	0.7	115	2	22	r
1159	139	2.35	0.08	28.6	1.0	111	2	22	a
1160	139	2.48	0.1	30.1	1.2	120	5	17	r
1161	139	2.64	0.14	32.1	1.7	124	2	20	a
1162	141	0.27	0.0	3.3	0.0	61	13	1	a
1163	141	0.29	0.0	3.5	0.0	64	13	1	r
1164	141	0.39	0.0	4.7	0.0	94	13	1	r
1165	141	0.42	0.0	5.1	0.0	121	13	1	a
1166	141	0.5	0.0	6.1	0.0	94	13	1	a
1167	141	0.53	0.0	6.4	0.0	67	13	1	r
1168	141	0.56	0.0	6.8	0.0	127	13	1	a
1169	141	0.66	0.0	8.0	0.0	97	13	1	r
1170	141	0.68	0.01	8.2	0.1	109	3	4	a
1171	141	0.69	0.0	8.4	0.0	109	13	1	a
1172	141	0.74	0.0	8.9	0.0	88	13	1	r
1173	141	0.78	0.0	9.5	0.0	135	13	3	r
1174	141	0.89	0.03	10.8	0.3	126	7	3	a
1175	141	1.01	0.02	12.2	0.2	133	10	4	a
1176	141	1.17	0.02	14.2	0.3	109	7	3	a
1177	141	1.23	0.03	15.0	0.4	132	0	2	a
1178	141	1.32	0.0	16.0	0.0	139	13	1	r
1179	141	1.35	0.01	16.4	0.2	119	11	2	a
1180	141	1.4	0.0	17.0	0.0	114	13	1	a
1181	141	1.51	0.03	18.4	0.4	147	3	3	a
1182	141	1.55	0.0	18.7	0.0	127	13	1	r
1183	141	1.56	0.0	19.0	0.0	125	13	1	r
1184	141	1.59	0.03	19.3	0.3	121	3	4	a
1185	141	1.65	0.0	20.1	0.0	158	13	1	a
1186	141	1.75	0.03	21.2	0.4	114	7	3	r
1187	141	1.76	0.0	21.3	0.0	145	13	1	a
1188	141	1.85	0.03	22.4	0.3	142	2	4	a
1189	141	2.13	0.14	25.8	1.7	139	2	19	a
1190	141	2.73	0.66	33.1	8.0	143	4	19	r
1191	141	2.75	0.2	33.4	2.5	151	3	19	a
1192	141	3.74	0.24	45.3	2.9	152	2	19	a
1193	141	4.55	0.26	55.2	3.2	170	3	16	a
1194	141	5.26	0.55	63.8	6.7	182	3	17	r
1195	142	0.04	0.0	0.5	0.0	6	6	1	a
1196	142	0.07	0.0	0.8	0.0	16	6	1	r
1197	142	0.13	0.03	1.5	0.4	5	1	5	r
1198	142	0.14	0.03	1.7	0.3	2	1	6	a
1199	142	0.22	0.02	2.6	0.3	7	2	7	r
1200	142	0.22	0.02	2.7	0.2	3	2	7	a
1201	142	0.3	0.03	3.6	0.3	8	2	10	r
1202	142	0.3	0.02	3.7	0.3	5	0	9	a
1203	142	0.38	0.02	4.6	0.3	13	1	12	r
1204	142	0.38	0.03	4.7	0.3	9	1	14	a
1205	142	0.46	0.03	5.6	0.3	14	1	16	r
1206	142	0.47	0.02	5.7	0.3	12	2	16	a
1207	142	0.55	0.02	6.7	0.3	12	2	19	r
1208	142	0.56	0.03	6.8	0.3	20	1	21	a
1209	142	0.64	0.03	7.7	0.3	12	1	24	r
1210	142	0.64	0.02	7.8	0.3	15	2	20	a
1211	142	0.72	0.02	8.7	0.3	17	2	21	a
1212	142	0.72	0.02	8.7	0.2	12	2	21	r
1213	142	0.79	0.02	9.6	0.2	14	2	21	r
1214	142	0.79	0.02	9.6	0.3	21	2	21	a
1215	142	0.85	0.02	10.3	0.2	12	2	21	a
1216	142	0.85	0.02	10.4	0.2	10	2	21	r
1217	142	0.92	0.02	11.2	0.2	16	2	21	a
1218	142	0.93	0.02	11.2	0.3	15	2	21	r
1219	142	1.01	0.03	12.3	0.4	13	2	21	r
1220	142	1.02	0.03	12.3	0.4	14	3	21	a
1221	142	1.11	0.03	13.4	0.4	17	2	21	r
1222	142	1.12	0.02	13.6	0.3	14	2	21	a
1223	142	1.21	0.04	14.7	0.4	21	2	21	r
1224	142	1.25	0.03	15.1	0.4	6	3	21	a
1225	142	1.37	0.06	16.6	0.7	18	3	21	r
1226	142	1.39	0.05	16.9	0.6	8	3	21	a
1227	142	1.56	0.05	18.9	0.6	9	4	21	a
1228	142	1.62	0.12	19.6	1.4	20	4	21	r
1229	142	1.75	0.06	21.3	0.7	10	3	21	a
1230	142	1.96	0.06	23.8	0.7	7	3	21	a
1231	142	2.23	0.09	27.0	1.1	8	4	21	a
1232	142	2.47	0.43	29.9	5.2	-3	6	19	r
1233	142	2.63	0.15	31.9	1.8	0	4	21	a
1234	142	3.23	0.28	39.2	3.3	-8	5	16	a
1235	143	0.31	0.0	3.8	0.0	15	6	1	a
1236	143	0.41	0.01	5.0	0.1	16	6	2	r
1237	143	0.53	0.0	6.4	0.0	14	6	1	a
1238	143	0.67	0.01	8.1	0.2	22	6	2	r
1239	143	0.72	0.0	8.7	0.0	29	6	1	a
1240	143	0.81	0.01	9.8	0.1	18	3	2	a
1241	143	0.92	0.0	11.2	0.0	41	2	3	r
1242	143	1.0	0.02	12.1	0.2	32	2	2	a
1243	143	1.01	0.0	12.3	0.0	56	6	1	r
1244	143	1.05	0.02	12.7	0.2	34	2	2	r
1245	143	1.15	0.0	14.0	0.0	35	4	2	a
1246	143	1.17	0.02	14.2	0.2	46	4	4	r
1247	143	1.21	0.0	14.7	0.0	52	6	1	r
1248	143	1.25	0.01	15.2	0.1	51	5	3	a
1249	143	1.33	0.0	16.1	0.0	31	6	1	r
1250	143	1.44	0.0	17.5	0.0	60	6	1	r
1251	143	1.75	0.17	21.3	2.0	60	2	22	r
1252	143	2.11	0.41	25.6	5.0	66	3	22	a
1253	143	2.23	0.13	27.1	1.6	64	2	22	r
1254	143	2.62	0.12	31.8	1.5	73	1	22	r
1255	143	2.97	0.1	36.0	1.2	81	1	22	r
1256	143	3.08	0.19	37.3	2.3	86	2	22	a
1257	143	3.3	0.1	40.1	1.2	96	1	22	r
1258	143	3.56	0.04	43.2	0.5	99	1	22	r
1259	143	3.7	0.04	44.9	0.5	103	1	22	r
1260	143	3.83	0.03	46.5	0.4	104	0	22	r
1261	143	3.88	0.36	47.0	4.4	102	2	22	a
1262	143	3.94	0.03	47.8	0.3	103	1	22	r
1263	143	4.04	0.03	49.0	0.4	106	1	22	r
1264	143	4.13	0.02	50.1	0.3	107	0	22	r
1265	143	4.22	0.02	51.2	0.3	104	1	22	r
1266	143	4.32	0.02	52.4	0.3	105	1	22	r
1267	143	4.42	0.03	53.7	0.4	108	1	22	r
1268	143	4.57	0.06	55.4	0.7	111	1	22	r
1269	143	4.79	0.08	58.1	0.9	112	1	22	r
1270	143	5.07	0.13	61.5	1.6	118	2	22	r
1271	143	5.53	0.47	67.1	5.7	121	1	17	a
1272	143	5.54	0.21	67.2	2.5	122	2	19	r
1273	145	0.14	0.0	1.7	0.0	21	8	1	r
1274	145	0.36	0.0	4.4	0.0	39	8	1	r
1275	145	0.45	0.0	5.4	0.0	21	8	1	r
1276	145	0.51	0.0	6.2	0.0	12	8	1	a
1277	145	0.56	0.0	6.8	0.0	19	8	1	a
1278	145	0.57	0.03	6.9	0.3	47	7	2	r
1279	145	0.63	0.02	7.6	0.3	41	3	3	r
1280	145	0.63	0.02	7.7	0.2	38	5	3	a
1281	145	0.74	0.02	9.0	0.3	38	5	2	r
1282	145	0.81	0.02	9.8	0.3	40	8	3	a
1283	145	0.82	0.01	9.9	0.1	49	7	3	r
1284	145	0.89	0.01	10.8	0.2	49	7	3	a
1285	145	0.89	0.02	10.8	0.2	51	5	4	r
1286	145	1.11	0.15	13.4	1.8	50	2	22	r
1287	145	1.14	0.13	13.8	1.6	52	3	22	a
1288	145	1.5	0.08	18.2	1.0	71	2	22	a
1289	145	1.55	0.08	18.8	1.0	65	3	22	r
1290	145	1.69	0.04	20.5	0.5	75	3	22	a
1291	145	1.73	0.04	21.0	0.5	68	2	22	r
1292	145	1.84	0.03	22.3	0.4	70	2	22	r
1293	145	1.86	0.06	22.5	0.7	74	3	22	a
1294	145	1.93	0.03	23.4	0.3	70	2	22	r
1295	145	2.03	0.02	24.6	0.3	72	1	22	r
1296	145	2.06	0.06	24.9	0.8	84	3	22	a
1297	145	2.1	0.03	25.5	0.4	74	1	22	r
1298	145	2.21	0.03	26.8	0.4	78	1	22	r
1299	145	2.32	0.04	28.1	0.5	81	2	22	r
1300	145	2.35	0.11	28.6	1.4	80	3	22	a
1301	145	2.45	0.04	29.8	0.5	88	2	22	r
1302	145	2.63	0.05	31.9	0.6	91	2	22	r
1303	145	2.75	0.19	33.3	2.3	90	5	17	a
1304	145	2.84	0.08	34.5	0.9	96	3	22	r
1305	145	3.17	0.13	38.4	1.6	98	5	14	r
1306	146	0.06	0.0	0.8	0.0	14	12	1	a
1307	146	0.12	0.02	1.4	0.3	-11	3	2	r
1308	146	0.18	0.0	2.2	0.0	26	12	1	a
1309	146	0.22	0.0	2.6	0.0	-2	12	1	r
1310	146	0.27	0.0	3.3	0.0	17	0	2	a
1311	146	0.34	0.0	4.1	0.1	6	0	2	r
1312	146	0.38	0.02	4.6	0.2	28	1	3	a
1313	146	0.39	0.01	4.7	0.1	7	9	3	r
1314	146	0.46	0.0	5.6	0.0	29	12	1	a
1315	146	0.54	0.0	6.5	0.0	29	12	1	a
1316	146	0.56	0.02	6.8	0.2	22	0	2	r
1317	146	0.62	0.0	7.6	0.0	16	1	2	r
1318	146	0.64	0.01	7.7	0.2	40	3	4	a
1319	146	0.7	0.01	8.4	0.1	38	4	3	a
1320	146	0.72	0.01	8.8	0.1	22	12	2	r
1321	146	0.82	0.0	10.0	0.0	48	4	2	a
1322	146	0.83	0.01	10.1	0.2	40	2	4	r
1323	146	0.9	0.03	11.0	0.4	53	3	3	a
1324	146	0.96	0.01	11.6	0.2	49	2	5	a
1325	146	1.0	0.03	12.1	0.3	49	2	3	r
1326	146	1.04	0.0	12.7	0.0	45	8	2	r
1327	146	1.08	0.0	13.1	0.0	48	12	1	a
1328	146	1.14	0.01	13.8	0.1	57	4	3	r
1329	146	1.16	0.03	14.1	0.3	48	5	2	a
1330	146	1.48	0.19	18.0	2.3	55	2	25	r
1331	146	1.53	0.22	18.6	2.7	48	2	25	a
1332	146	2.24	0.32	27.2	3.9	68	3	19	r
1333	146	2.25	0.16	27.3	2.0	60	1	25	a
1334	146	2.8	0.15	33.9	1.8	72	1	25	a
1335	146	3.41	0.29	41.4	3.5	86	1	23	a
1336	147	0.42	0.0	5.2	0.0	19	8	1	r
1337	147	0.47	0.0	5.7	0.0	62	8	1	r
1338	147	0.62	0.0	7.5	0.0	23	8	1	r
1339	147	0.68	0.0	8.3	0.0	65	8	1	a
1340	147	0.9	0.0	11.0	0.0	24	8	1	r
1341	147	0.93	0.0	11.2	0.0	40	8	1	a
1342	147	1.02	0.0	12.4	0.0	42	8	1	a
1343	147	1.04	0.0	12.6	0.0	16	8	1	a
1344	147	1.12	0.0	13.6	0.0	56	8	1	a
1345	147	2.13	0.47	25.8	5.7	78	6	14	r
1346	147	2.29	0.53	27.8	6.4	83	8	16	a
1347	147	4.1	0.66	49.8	8.0	139	4	15	a
1348	148	0.08	0.0	1.0	0.0	-12	7	1	r
1349	148	0.15	0.0	1.8	0.0	0	7	1	r
1350	148	0.23	0.0	2.8	0.0	-1	7	1	r
1351	148	0.28	0.03	3.5	0.3	24	2	3	a
1352	148	0.31	0.02	3.7	0.3	2	6	2	r
1353	148	0.38	0.03	4.6	0.3	16	2	4	r
1354	148	0.39	0.03	4.7	0.4	25	1	2	a
1355	148	0.46	0.0	5.5	0.0	16	7	1	r
1356	148	0.5	0.01	6.0	0.1	31	2	2	a
1357	148	0.54	0.02	6.5	0.3	34	2	2	a
1358	148	0.55	0.02	6.6	0.3	9	3	3	r
1359	148	0.63	0.02	7.7	0.3	14	3	6	r
