dm_threshold,rmin_kpc,min_pts_per_gal,tng_lowres0_only,style,tng_n_points,sparc_n_points,tng_n_gal,sparc_n_gal,n_tng,n_sparc,mw_p,u_stat,cliffs_delta,median_tng,median_sparc,median_diff,median_ratio,median_diff_ci95,score
-10.8,0.5,15,False,per_gal_scatter,17310,607,1154,28,1154,28,4.696087405197276e-05,23421.0,0.44967813815300817,0.09471821695941335,0.04360398978340349,0.05111422717600986,2.172237389970789,"[0.027427674930330003, 0.06490198850692838]",1.946325619810897
-10.8,2.0,10,False,equal_weight_galaxy_median,58439,660,4806,39,4806,39,2.0192002237782726e-05,130804.0,0.3957339650223546,0.06231899373067851,-0.011402678972755709,0.07372167270343422,-5.4652940663835725,"[0.014314767656488248, 0.1065922187594308]",1.8578999767676767
-10.9,0.0,15,False,equal_weight_galaxy_median,9045,560,603,26,603,26,8.891565760288484e-05,11395.0,0.453629289450185,0.08112736971142631,-0.0074976121699483755,0.08862498188137469,-10.820427607151746,"[0.03245087489861558, 0.12608007706869714]",1.8376621203621604
-10.4,2.0,15,False,equal_weight_galaxy_median,31590,652,2106,29,2106,29,6.254234447319576e-05,43736.0,0.43222975406883446,0.06341691551911488,-0.02029681849364362,0.0837137340127585,-3.124475667897175,"[0.016997760505747618, 0.1314981468946626]",1.817018610159829
-10.7,2.0,15,False,equal_weight_galaxy_median,14775,530,985,25,985,25,0.00012165276556345458,17848.0,0.44958375634517767,0.06611846482664241,-0.02029681849364362,0.08641528332028603,-3.257577774928066,"[0.013211641949039787, 0.14190450829726992]",1.760065563029396
-10.4,0.0,2,False,per_gal_scatter,207769,1677,20219,128,20219,128,2.7103995447172283e-07,953346.0,-0.26326567832237,0.03272632987423907,0.05049152274801708,-0.017765192873778014,0.6481549395442685,"[-0.03251504064087613, -0.008283005832087426]",1.7288569386627874
-10.9,2.0,5,False,equal_weight_galaxy_median,92115,816,11048,71,11048,71,4.522784717637953e-06,515841.0,0.315236458577679,0.04223764940664809,-0.02345233533112001,0.0656899847377681,-1.800999721788941,"[0.03851621436692348, 0.09257855254401622]",1.6848109115656338
-10.6,2.0,15,False,equal_weight_galaxy_median,19845,550,1323,25,1323,25,0.00015742312097533954,23825.0,0.44066515495086933,0.06466497666978377,-0.02029681849364362,0.08496179516342739,-3.1859661498197354,"[0.013294850442137096, 0.1356774706558375]",1.6758193906929033
-10.4,0.0,3,False,per_gal_scatter,206521,1671,19595,125,19595,125,5.780073949058052e-07,907559.0,-0.25894646593518755,0.033763666427662084,0.05133713097104695,-0.01757346454338487,0.6576851060629795,"[-0.0325534725985242, -0.006123420991810874]",1.6153253017032627
-10.7,0.5,15,False,per_gal_scatter,28470,680,1898,31,1898,31,0.00012273711679815534,41234.0,0.4016112036439037,0.08603147721588496,0.046160395325761897,0.03987108189012306,1.8637508758048094,"[0.016788411726797056, 0.05469935616702645]",1.5707110894090044
-10.5,2.0,15,False,equal_weight_galaxy_median,25545,618,1703,28,1703,28,0.00016852092975432382,33712.0,0.4139753376394597,0.06337219784561832,-0.015849748733199664,0.07922194657881798,-3.998309305236858,"[0.009951273471394285, 0.12619263991469903]",1.562072247914608
-10.9,1.0,15,False,equal_weight_galaxy_median,9045,466,603,22,603,22,0.00036417683153435197,9599.0,0.4471581486506859,0.08112736971142631,0.002336195241499084,0.07879117446992723,34.726279837539906,"[0.02265589950536786, 0.11932310786752685]",1.537637219872587
-10.3,0.0,2,False,per_gal_scatter,224867,1779,20517,128,20517,128,9.516031013070962e-07,983623.0,-0.2509085453526344,0.03310504521664984,0.04910327262365718,-0.01599822740700734,0.6741922370506187,"[-0.027958739650093253, -0.010025148615399363]",1.5108568837672716
-10.9,0.5,15,False,per_gal_scatter,9045,517,603,24,603,24,0.00033918297462132987,10355.0,0.4310392482034273,0.1069083232297534,0.04992264151831684,0.05698568171143656,2.1414796969533003,"[0.031169554850019845, 0.07471461614387685]",1.49551910100525
-10.6,1.0,15,False,per_gal_scatter,44280,664,2952,30,2952,30,0.00021357546636160195,61652.0,0.3923215898825656,0.0789577008300205,0.04405241548143205,0.03490528534858845,1.7923580345622798,"[0.021520268207286582, 0.04334038073664882]",1.4399962447097503
-10.8,2.0,15,False,equal_weight_galaxy_median,9915,460,661,22,661,22,0.0006524792604059222,10375.0,0.4269013890799065,0.06741516200435882,-0.015849748733199664,0.08326491073755848,-4.253389952053164,"[0.014413297750410614, 0.1427108276254502]",1.3598658955455663
-10.4,0.5,2,False,per_gal_scatter,207769,1619,20219,128,20219,128,2.9406761559394706e-06,984324.0,-0.2393262525347446,0.03272632987423907,0.04844364112120464,-0.01571731124696557,0.6755547088700188,"[-0.02716452119939495, -0.008208434577491593]",1.3238458022860364
-10.3,0.0,3,False,per_gal_scatter,224059,1779,20113,128,20113,128,3.095021980835188e-06,979851.0,-0.23879223014965445,0.03381110655186142,0.04910327262365718,-0.01529216607179576,0.6885713465780642,"[-0.025506106846265288, -0.007401300912402722]",1.3155866927130164
-10.8,0.0,15,False,per_gal_scatter,17310,650,1154,30,1154,30,0.0004943233785161907,23752.0,0.37215482380127085,0.09471821695941335,0.04938774369057854,0.04533047326883481,1.917848637768044,"[0.01946094792004124, 0.06121818317303335]",1.230339697790379
-10.3,0.5,2,False,per_gal_scatter,224867,1719,20517,128,20517,128,9.61745379558581e-06,1015605.0,-0.22655221889165078,0.03310504521664984,0.04752226755785854,-0.0144172223412087,0.6966217505581845,"[-0.020114680756467447, -0.00834891774333268]",1.1365988644573526
-10.5,1.0,15,False,per_gal_scatter,63765,754,4251,34,4251,34,0.0006698038138448648,96708.0,0.3382041595749097,0.0700008850045452,0.04575389409790531,0.024246990906639884,1.5299437651089451,"[0.012709686987641577, 0.03449050864814976]",1.07347771895312
-10.4,0.5,3,False,per_gal_scatter,206521,1609,19595,123,19595,123,1.7125195108480936e-05,934518.0,-0.22452591813491496,0.033763666427662084,0.047975576708940586,-0.014211910281278502,0.7037678073679099,"[-0.026350826855818923, -0.008644480278404011]",1.0701723592103611
-10.3,0.0,5,False,per_gal_scatter,218810,1745,18640,119,18640,119,2.0906963942572796e-05,858515.0,-0.22592148447361782,0.03593132323639878,0.05133713097104695,-0.015405807734648176,0.6999090630261998,"[-0.02653440614939109, -0.00950031841599328]",1.057246810910365
-10.5,0.0,2,False,per_gal_scatter,188960,1565,19745,126,19745,126,2.6012933463083144e-05,973977.0,-0.21701937802216353,0.032198807168324364,0.04734258058576432,-0.015143773417439957,0.6801236174693525,"[-0.02200473865481381, -0.0063597449917059505]",0.9949927599335179
-10.4,0.0,5,False,per_gal_scatter,200094,1644,17787,118,17787,118,3.716827071430048e-05,818618.0,-0.21994257851620824,0.03652250512854603,0.05178005985709497,-0.015257554728548936,0.7053391832559204,"[-0.030492219731647053, -0.006630754303055125]",0.9743077144824354
-10.9,2.0,15,False,equal_weight_galaxy_median,6000,374,400,18,400,18,0.003990013430590259,5044.0,0.4011111111111112,0.0704813856901021,-0.009775986816112692,0.08025737250621479,-7.209644102008743,"[0.005619766718736319, 0.11626280329629919]",0.9622758410284691
-10.9,2.0,10,False,equal_weight_galaxy_median,39726,581,3316,35,3316,35,0.0011006127199007017,76612.0,0.3202136825779769,0.058605192652662286,-0.006771485609212924,0.06537667826187521,-8.654702385090676,"[0.006126928578895985, 0.10324219797778161]",0.9473091022990815
-10.7,0.0,15,False,per_gal_scatter,28470,723,1898,33,1898,33,0.001309995596825185,41523.0,0.3258932847973943,0.08603147721588496,0.04752544796165174,0.038506029254233215,1.8102191753206347,"[0.014853899496291621, 0.05367148960841717]",0.9394624023625053
-10.9,0.0,15,False,per_gal_scatter,9045,560,603,26,603,26,0.0023018857063617035,10605.0,0.35285112897053206,0.1069083232297534,0.06630401200631172,0.04060431122344167,1.612395992260263,"[0.018723114983783876, 0.07097947549279225]",0.9307917247678458
-10.3,0.5,3,False,per_gal_scatter,224059,1715,20113,126,20113,126,7.261521272313393e-05,1007724.0,-0.20471242243230514,0.03381110655186142,0.046744127212708125,-0.012933020660846707,0.7233230903639449,"[-0.018423842379928248, -0.008641557625153439]",0.8472990635296576
-10.9,1.0,10,False,per_gal_scatter,40023,700,3316,42,3316,42,0.001485548935082532,89476.0,0.28491010396921124,0.07685285209460338,0.04992264151831684,0.026930210576286542,1.5394388148793314,"[0.008820234629533139, 0.0397563325290708]",0.8057579795914618
-10.5,0.0,3,False,per_gal_scatter,187344,1561,18937,124,18937,124,0.00010470021368224622,937159.0,-0.2018024110505633,0.033616289765653486,0.047894069545606155,-0.01427777977995267,0.7018883566292703,"[-0.021747920694021865, -0.0059656208046170315]",0.8031841768792821
-10.3,0.5,5,False,per_gal_scatter,218810,1689,18640,119,18640,119,0.00016234927403143527,886993.0,-0.2002443466657049,0.03593132323639878,0.04891170553346869,-0.012980382297069916,0.734616036069569,"[-0.021396919750831196, -0.007230992762322373]",0.7588358936302758
-10.6,0.5,15,False,per_gal_scatter,44295,717,2953,32,2953,32,0.0033479199837092885,61475.0,0.3011132746359635,0.07900172839225801,0.04844364112120464,0.030558087271053372,1.6307966652340993,"[0.01009745505723847, 0.04032880598829532]",0.7453230842301272
-10.4,0.5,5,False,per_gal_scatter,200094,1586,17787,117,17787,117,0.00027117251856994417,837627.0,-0.1950070131888314,0.03652250512854603,0.04964591452498721,-0.013123409396441181,0.7356598317906692,"[-0.02751202656332023, -0.005916020200753617]",0.6955421077492905
-10.5,0.5,2,False,per_gal_scatter,188960,1512,19745,125,19745,125,0.0003063502188906756,1003284.0,-0.1870071410483667,0.032198807168324364,0.04574727918421818,-0.013548472015893813,0.7038409221817121,"[-0.018988767705646975, -0.003580620626105605]",0.6571022896252378
-10.9,2.0,10,False,per_gal_scatter,39726,581,3316,35,3316,35,0.005074664268252856,73986.0,0.2749612269515769,0.07668022525275935,0.05016340006410867,0.02651682518865068,1.5286090088543094,"[0.007634191697296896, 0.04193998991692415]",0.6309240199389861
-10.6,0.0,2,False,per_gal_scatter,169117,1464,19107,124,19107,124,0.0005081544063237555,970413.0,-0.18083306742842098,0.03183146741437102,0.04228702821513582,-0.010455560800764804,0.752747798980529,"[-0.021738506181442723, -0.004008145477357217]",0.5956649024511993
-10.5,0.5,15,False,per_gal_scatter,63840,809,4256,36,4256,36,0.009604286861975932,95782.0,0.2502871762740184,0.07002117100515748,0.04844364112120464,0.02157752988395284,1.445415112996285,"[0.005162806846856857, 0.03101667379583352]",0.5049631073642239
-10.4,1.0,15,False,per_gal_scatter,87750,792,5850,35,5850,35,0.012280713033220038,127469.0,0.24511843711843717,0.06216732656991274,0.04527394237920329,0.016893384190709446,1.3731370254707367,"[0.0025007338417688623, 0.030870348440582698]",0.46836652896730385
-10.9,2.0,8,False,per_gal_scatter,61095,658,5846,44,5846,44,0.008955067646882135,157984.0,0.22837682331353215,0.061768035094618624,0.039274418127808255,0.02249361696681037,1.572729477330786,"[-0.0006011213782284009, 0.034370257475465]",0.46770000563501934
-10.4,1.0,2,False,per_gal_scatter,207738,1528,20219,125,20219,125,0.0016068228565494786,1057184.0,-0.16341342301795336,0.03272632987423907,0.04283088858366081,-0.010104558709421743,0.7640824404171609,"[-0.01975921605619986, 5.674102305847934e-05]",0.4565823330100021
-10.8,2.0,10,False,per_gal_scatter,58439,660,4806,39,4806,39,0.01177310610847636,115632.0,0.2338423124939979,0.06778084602456663,0.040728819324869034,0.0270520266996976,1.6641986472507349,"[0.002474028763909575, 0.034480481746457736]",0.4511072959942288
-10.9,0.5,10,False,per_gal_scatter,40023,743,3316,43,3316,43,0.012063233470824209,87156.0,0.22248716582040573,0.07685285209460338,0.05869008417957679,0.018162767915026592,1.3094691065607118,"[-0.00333964835175432, 0.0421029050329823]",0.4268496965232276
-10.5,0.5,3,False,per_gal_scatter,187344,1504,18937,121,18937,121,0.0023859618872756143,962450.0,-0.15993745245762703,0.033616289765653486,0.04574727918421818,-0.012130989418564692,0.7348259910777465,"[-0.017866052704393034, -0.00387080728941755]",0.41940981896326124
-10.8,1.0,10,False,per_gal_scatter,59239,773,4806,45,4806,45,0.012227700133237037,131565.0,0.21667360244139267,0.06793880709588396,0.04623384581660733,0.021704961279276624,1.4694604330639556,"[0.006668769973115568, 0.031147852270695758]",0.41442189680272673
-10.3,0.0,8,False,per_gal_scatter,200171,1619,15555,99,15555,99,0.003920983003293058,640686.0,-0.1679105422596262,0.040764445317628864,0.05133713097104695,-0.010572685653418089,0.7940538270558817,"[-0.026247730767374824, -0.005046112494095654]",0.40409435731795207
-10.5,0.0,5,False,per_gal_scatter,179851,1535,16812,117,16812,117,0.0030014879847381397,827171.0,-0.15895341341451263,0.03749394785228488,0.049232817413853214,-0.011738869561568333,0.7615641318494759,"[-0.019933538506922897, -0.005480560277946661]",0.40098595686819943
-10.4,1.0,3,False,per_gal_scatter,206490,1520,19595,121,19595,121,0.0028817797609487147,999493.0,-0.15689995128627432,0.033763666427662084,0.042905528263816606,-0.009141861836154522,0.7869304444885695,"[-0.01975400729665824, -0.0016848158229472235]",0.398579098780331
-10.7,2.0,8,False,per_gal_scatter,106170,853,9582,57,9582,57,0.010112876740377733,326961.0,0.19727779059420625,0.051637077030606715,0.03733699025847632,0.014300086772130398,1.383000522354208,"[0.006750608551543474, 0.02407747781673315]",0.39359390839549036
-10.7,0.0,2,False,per_gal_scatter,148657,1355,18275,119,18275,119,0.0032630211689560697,917508.0,-0.15620779638804905,0.03153644688361707,0.0395334040718043,-0.007996957188187229,0.7977164533147107,"[-0.016748115119641697, 0.000730949831008653]",0.38839195776363516
-10.6,0.5,2,False,per_gal_scatter,169117,1417,19107,123,19107,123,0.003382577422705019,995225.0,-0.15305802453534034,0.03183146741437102,0.04202111459935659,-0.010189647184985572,0.7575112587531986,"[-0.01753309323369991, -0.0021506473938326955]",0.3781684591429652
-10.6,0.0,15,False,per_gal_scatter,44295,760,2953,34,2953,34,0.022673276008686533,61596.0,0.22698751020896002,0.07900172839225801,0.0538356131029444,0.02516611528931361,1.4674622213587685,"[0.0020764070800801874, 0.03830297798626109]",0.3732777203247347
-10.6,0.0,3,False,per_gal_scatter,167093,1460,18095,122,18095,122,0.0037403648891059394,935950.0,-0.1520617505968047,0.03375800379210927,0.04228702821513582,-0.008529024423026554,0.798306365260878,"[-0.01991457997511106, -0.0018809243584238628]",0.36906695032588027
-10.3,1.0,15,False,per_gal_scatter,112725,909,7515,40,7515,40,0.020003840986206493,182305.0,0.21294078509647374,0.05483053639670281,0.04370511623043088,0.01112542016627193,1.254556471320526,"[0.004241218138595926, 0.02315456751157547]",0.36176224775420734
-10.3,1.0,2,False,per_gal_scatter,224762,1620,20517,125,20517,125,0.004338484696109567,1092849.0,-0.14775142564702437,0.033107135324722,0.042905528263816606,-0.009798392939094604,0.7716286610236692,"[-0.015802454206220815, -0.0019955769323682015]",0.3490866685048357
-10.6,1.0,10,False,per_gal_scatter,106885,979,8313,58,8313,58,0.013950206886330117,286169.0,0.187043973502242,0.05536996648440069,0.04180006470842208,0.01356990177597861,1.3246382959126013,"[0.00210754580467116, 0.02375024071954429]",0.34704500803756566
-10.6,2.0,10,False,per_gal_scatter,103160,839,8310,50,8310,50,0.017794623108626506,248073.0,0.19409386281588437,0.05559088212869759,0.03896960686564302,0.01662127526305457,1.4265189361637742,"[0.004925555659838036, 0.024656532189925157]",0.3396082067751734
-10.6,0.0,5,False,per_gal_scatter,158723,1400,15715,106,15715,106,0.006241966754740606,704728.0,-0.15388134158567401,0.0385173936087007,0.04742408774909875,-0.008906694140398054,0.8121905014278885,"[-0.026726550660348198, -0.0010785978672379893]",0.3392588928475483
-10.8,2.0,8,False,per_gal_scatter,83092,742,7717,49,7717,49,0.022491122113069285,224767.0,0.1888250959318547,0.05556446154403544,0.038799597203428265,0.016764864340607172,1.4320886181551868,"[0.003809133768670259, 0.02504564529870392]",0.31118165769479245
-10.8,0.0,2,False,per_gal_scatter,128213,1237,17314,113,17314,113,0.008555776438439217,838084.0,-0.14327451006449332,0.031139687966964133,0.0395334040718043,-0.008393716104840167,0.7876804109862457,"[-0.020982699854193435, 0.0022440804569448104]",0.29625451739700137
-10.9,0.0,2,False,per_gal_scatter,108032,1118,16173,106,16173,106,0.010183456238859176,733249.0,-0.14456892398115195,0.030409605711860906,0.03660376981415264,-0.006194164102291736,0.8307779735873873,"[-0.02797825672824539, 0.005021193182909969]",0.28799644718405876
-10.3,1.0,3,False,per_gal_scatter,223954,1618,20113,124,20113,124,0.008798623918981487,1077100.0,-0.13625114875148958,0.03381110655186142,0.04293646716971185,-0.00912536061785043,0.7874682939846616,"[-0.017666282269797186, -0.00020253447832467204]",0.28007585099099735
-10.7,1.0,10,False,per_gal_scatter,82164,843,6539,48,6539,48,0.0332459939984519,184885.0,0.178091706173217,0.060516845835383026,0.04456390070068449,0.015952945134698533,1.3579791015568234,"[-0.0003976701863616536, 0.027666190209727697]",0.2632659662879805
-10.7,2.0,10,False,per_gal_scatter,80365,718,6538,41,6538,41,0.04072941569841748,158838.0,0.18510173171477806,0.0605451331985263,0.039461345843141794,0.021083787355384506,1.5342896169631979,"[-0.0044909565751046045, 0.02908651649168869]",0.25730840316713305
-10.7,0.5,2,False,per_gal_scatter,148657,1313,18275,118,18275,118,0.01400112376901915,936950.0,-0.13102552806696188,0.03153644688361707,0.039512189621991795,-0.007975742738374723,0.7981447544497619,"[-0.016813908044222878, 0.0009052666896545516]",0.24289998566464105
-10.5,2.0,10,False,per_gal_scatter,125394,929,10028,55,10028,55,0.03457404478000971,321267.0,0.16498168763824927,0.050801393650697815,0.038477867888144245,0.01232352576255357,1.3202756919478555,"[0.003725766531545325, 0.019395636074553167]",0.24107945968927744
-10.5,0.0,15,False,per_gal_scatter,63840,853,4256,38,4256,38,0.05340166991550731,95561.0,0.18174960427384246,0.07002117100515748,0.04943936596942021,0.02058180503573727,1.416303984328354,"[0.001683077611315614, 0.02723005268543174]",0.2312664046540891
-10.6,0.5,5,False,per_gal_scatter,158723,1359,15715,106,15715,106,0.019105974938468225,723068.0,-0.13186175928538413,0.0385173936087007,0.04608328760142898,-0.007565893992728279,0.8358213055855488,"[-0.017600327222247567, -0.0010785978672379893]",0.2266480527086179
-10.6,2.0,8,False,per_gal_scatter,128488,933,11288,61,11288,61,0.0367740414389752,397577.0,0.1547937168151874,0.04821865089014324,0.0378035408622558,0.01041511002788744,1.275506203660573,"[0.0068089016367072035, 0.017350591573115203]",0.22204518432950324
-10.5,1.0,2,False,per_gal_scatter,188954,1436,19745,123,19745,123,0.01759695160972848,1063775.0,-0.12397293129679843,0.032198807168324364,0.04283088858366081,-0.010632081415336447,0.7517660322510239,"[-0.01596332899093527, -0.0013273701517793005]",0.21751826373647049
-10.5,0.5,5,False,per_gal_scatter,179851,1482,16812,115,16812,115,0.020113455025560743,845309.0,-0.12556352088053047,0.03749394785228488,0.04781256238227172,-0.010318614529986836,0.7841861214739487,"[-0.014017034197158005, -0.0014668778273188197]",0.21302018583880167
-10.4,0.0,8,False,per_gal_scatter,178374,1500,14214,95,14214,95,0.026476329710748876,586114.0,-0.13189516636674004,0.04289752268538858,0.05159457292020367,-0.008697050234815089,0.8314347858200906,"[-0.024175177847340974, -0.00023284422842967707]",0.20801743539387796
-10.8,0.5,10,False,per_gal_scatter,59239,817,4806,46,4806,46,0.05693506538180041,128540.0,0.16285802167580377,0.06793880709588396,0.050407297062684424,0.017531510033199534,1.3477970661945646,"[-0.006043676098303703, 0.02875151660614286]",0.20269637964813844
-10.9,1.0,8,False,per_gal_scatter,61392,775,5846,51,5846,51,0.052669692101455494,172529.0,0.15734572994438967,0.06178049788287546,0.04921905684126416,0.012561441041611297,1.255214988822786,"[-0.0022048721231962567, 0.026402316328382837]",0.20115695233136036
-10.8,0.5,2,False,per_gal_scatter,128213,1198,17314,113,17314,113,0.0239644473694973,857893.0,-0.12302489877238842,0.031139687966964133,0.0395334040718043,-0.008393716104840167,0.7876804109862457,"[-0.019206691604920265, 0.0038432383598487486]",0.1993535543157412
-10.7,0.0,5,False,per_gal_scatter,136347,1296,14310,100,14310,100,0.027606184329665263,624181.0,-0.12762962962962965,0.04019551846865863,0.04775051233529616,-0.0075549938666375285,0.8417819307657347,"[-0.02575055874495624, 0.006524147248372263]",0.19897377786983644
-10.9,0.5,2,False,per_gal_scatter,108032,1079,16173,106,16173,106,0.02776362762100752,751041.0,-0.12381222372717637,0.030409605711860906,0.03651507436900499,-0.0061054686571440815,0.8327959407820192,"[-0.020268195566501675, 0.00522732805083295]",0.19271667162448153
-10.8,0.0,5,False,per_gal_scatter,114257,1168,12781,91,12781,91,0.03361372994673599,506486.0,-0.12905403023547146,0.0417025503527595,0.051902888591900155,-0.010200338239140655,0.8034726290603315,"[-0.027059312857786823, 0.0028040792759571687]",0.19015895749529763
-10.5,2.0,8,False,per_gal_scatter,148892,1013,12792,65,12792,65,0.04978271936649676,474298.0,0.1408524558618367,0.045547931745493916,0.037041079171840297,0.00850685257365362,1.2296599549432343,"[0.0030133764912104112, 0.014320249566681653]",0.18351967671303612
-10.8,0.0,3,False,per_gal_scatter,125597,1225,16006,107,16006,107,0.03192526727956621,753438.0,-0.12014536604847947,0.03375016137433172,0.04170985815121665,-0.007959696776884934,0.8091650959821652,"[-0.023784916230158205, 0.0031179141959133735]",0.17972130302500916
-10.7,0.0,3,False,per_gal_scatter,146389,1347,17141,115,17141,115,0.03076388104382749,870597.0,-0.11668996025294043,0.0338486026090836,0.04088441200984276,-0.007035809400759159,0.8279097324656323,"[-0.01800982461422412, 0.003035978754750764]",0.17643042121699604
-10.7,1.0,8,False,per_gal_scatter,107960,1010,9582,68,9582,68,0.05325319994620958,370035.0,0.13581531548123316,0.05153360906752073,0.04241869355614959,0.009114915511371141,1.214879685045126,"[-0.0011712387878539128, 0.02089101163175382]",0.17298175930059934
-10.6,0.5,3,False,per_gal_scatter,167093,1411,18095,120,18095,120,0.030791973727872148,961703.0,-0.11420926591139358,0.03375800379210927,0.04155588402152505,-0.007797880229415778,0.8123519589818702,"[-0.017300214544802867, -0.001205328448442515]",0.17263444035877912
-10.6,0.5,10,False,per_gal_scatter,106887,1037,8313,60,8313,60,0.06183575777408975,284231.0,0.1397048799069731,0.05536996648440069,0.04276017395326107,0.01260979253113962,1.294895725749917,"[-0.003499773993419852, 0.02227715396915918]",0.16886971432577644
-10.9,0.0,3,False,per_gal_scatter,104906,1104,14610,99,14610,99,0.03939568600976857,636452.0,-0.11994413678191918,0.03378641778694173,0.04356845430468151,-0.009782036517739776,0.7754789176285127,"[-0.026940163020710586, 0.008001281022295784]",0.16846769715570156
-10.3,0.5,8,False,per_gal_scatter,200171,1541,15555,95,15555,95,0.04461614128407848,650697.0,-0.11932599096584273,0.040764445317628864,0.0482446450123912,-0.007480199694762338,0.8449527467174623,"[-0.02309078981968774, -0.0023498120598376723]",0.16115070460209246
-10.5,1.0,10,False,per_gal_scatter,132271,1079,10060,63,10060,63,0.0703437170305252,358737.0,0.13205528732367688,0.05033590774064246,0.04323176902961988,0.007104138711022584,1.1643268103638147,"[-0.0003591052281946124, 0.01764608719705927]",0.1522299924939872
-10.3,1.0,5,False,per_gal_scatter,218705,1577,18640,113,18640,113,0.04391014561358803,937553.0,-0.1097715446845684,0.03593132323639878,0.04324988067416058,-0.007318557437761802,0.83078433226443,"[-0.015871020141759156, -0.0002215854907602542]",0.1490077502276567
-10.5,1.0,3,False,per_gal_scatter,187338,1430,18937,120,18937,120,0.044059682477293596,1015257.0,-0.10646089665733749,0.033616289765653486,0.04293278767837168,-0.009316497912718193,0.7829980670597921,"[-0.015711066671260418, -0.0001040534448642529]",0.14435657232339247
-10.9,2.0,5,False,per_gal_scatter,92115,816,11048,71,11048,71,0.07753454873273001,439795.0,0.12134246463575082,0.04284779962522994,0.030434492704557708,0.012413306920672235,1.407869683952816,"[0.0015336643385831118, 0.02023405991360704]",0.1347513817109884
-10.8,1.0,8,False,per_gal_scatter,83892,887,7717,59,7717,59,0.08989055526492087,256785.0,0.12797411833438388,0.0556657526319662,0.04296740607560709,0.01269834655635911,1.2955343995868547,"[-0.004100214312064878, 0.023456474794458657]",0.133897520297139
-10.4,1.0,5,False,per_gal_scatter,200063,1486,17787,112,17787,112,0.056304464574910396,892025.0,-0.10445730830703004,0.03652250512854603,0.04293646716971185,-0.006413962041165816,0.8506173780946202,"[-0.017141891138799634, 0.004234429744214979]",0.13051493251790397
-10.4,2.0,10,False,per_gal_scatter,145206,1011,11522,59,11522,59,0.09327203173293214,382891.0,0.12648463219956518,0.047380568935170314,0.037041079171840297,0.010339489763330018,1.2791357593919779,"[0.0033454166185807837, 0.016503316351754106]",0.13031061055912074
-10.9,0.0,10,False,per_gal_scatter,40023,786,3316,45,3316,45,0.11684007454107682,84750.0,0.13590671491757145,0.07685285209460338,0.06698223758831275,0.009870614506290634,1.1473616717159787,"[-0.006118192120254641, 0.0316399845152724]",0.12672053197615268
-10.4,0.5,15,False,per_gal_scatter,88155,868,5877,38,5877,38,0.1374774222436277,127248.0,0.13957174713199527,0.06221515999852676,0.04907226147366095,0.01314289852486581,1.2678274473231712,"[-0.005289644435781661, 0.02633090121598755]",0.12027855186847201
-10.7,0.5,10,False,per_gal_scatter,82174,898,6540,50,6540,50,0.12001888299534054,184336.0,0.12743730886850146,0.06052724041446694,0.04775051233529616,0.012776728079170782,1.2675725862259806,"[-0.009434430886213, 0.025402386577438547]",0.1173379555993171
-10.7,0.5,5,False,per_gal_scatter,136347,1256,14310,100,14310,100,0.07504946199037942,641703.0,-0.1031404612159329,0.04019551846865863,0.046972371990145756,-0.006776853521487124,0.85572681909892,"[-0.02209993383894547, 0.008642308150721836]",0.11599716897132371
-10.7,0.5,3,False,per_gal_scatter,146389,1307,17141,115,17141,115,0.07207629704575653,889843.0,-0.09716291728705395,0.0338486026090836,0.04088441200984276,-0.007035809400759159,0.8279097324656323,"[-0.014439076846668931, 0.003304250957254472]",0.1109802161062543
-10.9,0.0,5,False,per_gal_scatter,92412,1047,11048,83,11048,83,0.09773844347157098,410195.0,-0.10533880634776616,0.04285902372691885,0.057584660982006756,-0.014725637255087909,0.7442784761780716,"[-0.027576281062870616, 0.00725673306204548]",0.10638530331366851
-10.8,0.5,3,False,per_gal_scatter,125597,1186,16006,107,16006,107,0.08234058648493858,773008.0,-0.09729178660805937,0.03375016137433172,0.04170985815121665,-0.007959696776884934,0.8091650959821652,"[-0.017860246194828854, 0.0035499821840773863]",0.10550185559269508
-10.8,2.0,5,False,per_gal_scatter,113457,905,12781,76,12781,76,0.11622155831420107,536356.0,0.10434485399791638,0.041759714702604506,0.03213298406245716,0.009626730640147345,1.2995903094912002,"[0.0011276686401407968, 0.01631972892755301]",0.09753252342149227
-10.8,0.5,5,False,per_gal_scatter,114257,1129,12781,91,12781,91,0.10444146852166178,524182.0,-0.09862424563934613,0.0417025503527595,0.04891170553346869,-0.0072091551807091925,0.8526087957457096,"[-0.025190784328214758, 0.0028040792759571687]",0.09676291324123616
-10.9,0.5,3,False,per_gal_scatter,104906,1065,14610,99,14610,99,0.09978468391041703,653890.0,-0.09583169131423752,0.03378641778694173,0.04296740607560709,-0.009180988288665357,0.786326680449126,"[-0.018066968032039867, 0.008065414227979212]",0.09592140070785622
-10.3,0.5,15,False,per_gal_scatter,114030,975,7602,42,7602,42,0.16785329064081278,179312.0,0.12321318951153204,0.05489318250883478,0.04663441030570298,0.0082587722031318,1.1770961002614377,"[-0.010110593701724057, 0.02185631437436151]",0.09549886408241419
-10.6,1.0,2,False,per_gal_scatter,169115,1343,19107,121,19107,121,0.09502233860259467,1054358.0,-0.08790469677721846,0.03183146741437102,0.038976802546327446,-0.007145335131956428,0.8166772370959996,"[-0.011330276907911344, 0.0012133806910797987]",0.0898539206052324
