galaxy,source,R_m,R_kpc,g_dm,sigma_gdm,rho_dm,sigma_rho_dm,M_dm_enc,cs2,sigma_cs2,xi_eff,X_TF,g_star,log_gbar,env_dense,logMh,sigma_log_gobs,T
NGC0055,SPARC,1.515226e+20,4.91,2.2017745639065345e-11,2.4414324149044676e-12,3.221667086822282e-22,4.3008254758143506e-23,7.574282090329765e+39,2000192656.7169123,234820218.48491213,6.4904261975402955e+19,2.334555472758063,3.0817585715325345e-11,-11.048051,field,11.5,0.034236,9.0
NGC0055,SPARC,1.703472e+20,5.52,2.1989895558078862e-11,6.791540047836347e-13,2.718409026632383e-22,9.750026382253767e-24,9.561080246534771e+39,5675914965.783526,196175552.9453736,7.2921561492111204e+19,2.336033355764447,7.78358944822864e-11,-11.060521,field,11.5,0.009611,9.0
NGC0055,SPARC,1.894804e+20,6.14,2.0713402718994124e-11,1.879882587091601e-12,2.8340033903180743e-22,3.2267758769790474e-23,1.1142787091792955e+40,67425272673.20623,500948883424.59467,7.87225936705521e+19,2.406937972508384,8.564920123868851e-10,-11.078524,field,11.5,0.028095,9.0
NGC0055,SPARC,2.08305e+20,6.75,2.1946245594457253e-11,1.9698258811902343e-12,2.8071775181572814e-22,3.516606683464897e-23,1.4268339085842372e+40,3560158745.626791,5137134336.698969,8.908184207930742e+19,2.338355327391536,3.996503285660918e-11,-11.100083,field,11.5,0.028623,9.0
NGC0055,SPARC,2.274382e+20,7.37,2.234870433921221e-11,1.6667515863823831e-12,2.2785778353242797e-22,8.446951961095961e-23,1.7321797888733942e+40,1487497342.7301402,694935791.4977578,9.815195664097003e+19,2.3172049522348903,1.5155045234312093e-11,-11.124511,field,11.5,0.024245,9.0
NGC0055,SPARC,2.462628e+20,7.98,2.1769071275280563e-11,3.2865667542166335e-12,1.5201558287888802e-22,9.114879631202429e-23,1.9781140386884283e+40,1322364353.9082055,314485239.87762934,1.04888564256733e+20,2.347851758150002,1.2607326292230378e-11,-11.149286,field,11.5,0.049457,9.0
NGC0055,SPARC,2.650874e+20,8.59,2.0708402176499437e-11,4.703959772655238e-12,1.1740251055731773e-22,1.7080823024181341e-23,2.180411980276906e+40,1668032616.0432482,1027113726.4873644,1.1012140859209315e+20,2.407228561540881,1.5147214673051456e-11,-11.167072,field,11.5,0.074247,9.0
NGC0055,SPARC,2.8422060000000003e+20,9.21,1.9226541836674696e-11,2.76138427174212e-12,1.0160607405622313e-22,2.2178111124270684e-23,2.3271591176199534e+40,1946935084.7297478,526167965.4427131,1.1376679345264288e+20,2.4982738053376803,1.7113386302306118e-11,-11.195444,field,11.5,0.046841,9.0
NGC0055,SPARC,3.030452e+20,9.82,1.90053405261283e-11,2.2916206650258625e-12,8.080198902336233e-23,2.5298478699369687e-23,2.6151961736221203e+40,2558225580.809765,1741815920.18079,1.2060202894490771e+20,2.512770329414891,2.121212721867548e-11,-11.232189,field,11.5,0.040027,9.0
NGC0055,SPARC,3.218698e+20,10.43,1.7327509208336226e-11,3.02501097660899e-12,7.267475170395514e-23,3.592814108498511e-23,2.689740586813986e+40,15441074492.722687,44068801795.07369,1.2230879184941607e+20,2.6316162160793732,1.262466439185615e-10,-11.272993,field,11.5,0.057974,9.0
NGC0055,SPARC,3.598276e+20,11.66,1.646688328386502e-11,1.964556039568707e-12,8.430714918347467e-23,1.5489990910263574e-23,3.194582801506443e+40,6623548945.188601,2967742457.930575,1.3329367832363617e+20,2.6995098681750003,4.969139593482196e-11,-11.378293,field,11.5,0.041313,9.0
NGC0055,SPARC,3.789608e+20,12.28,1.5727266507023228e-11,2.8175344132924735e-12,7.218758189723418e-23,1.488732136528021e-23,3.384196881624794e+40,1777730211.8022206,1150798515.2331314,1.3719247424684014e+20,2.7622564727432803,1.2957928061007805e-11,-11.416057,field,11.5,0.062546,9.0
NGC0055,SPARC,3.977854e+20,12.89,1.565380215379424e-11,1.0986786615914154e-12,5.437998355276342e-23,1.708221044308646e-23,3.7113449052242796e+40,1225670636.474079,831075683.436312,1.436706763674795e+20,2.7687306140506243,8.531112036662722e-12,-11.449616,field,11.5,0.024845,9.0
NGC0055,SPARC,4.1661e+20,13.5,1.4696758418797164e-11,2.284125723950613e-12,4.57171757518827e-23,2.5241659353359184e-23,3.822035649415459e+40,971217348.6611615,679391343.6811643,1.4579742202853124e+20,2.8574579317216817,6.6614164718982695e-12,-11.486138,field,11.5,0.055228,9.0
NGC0247,SPARC,3.3328800000000004e+19,1.08,2.811544684397874e-11,1.868807597466706e-12,5.099229775858626e-21,4.739970708852168e-22,4.6794858925948944e+38,675575739.0438117,46074706.822862424,1.6132495376097876e+19,2.0659420147350795,4.187670433457888e-11,-11.107474,field,11.5,0.022593,7.0
NGC0247,SPARC,4.96846e+19,1.61,3.505536336597294e-11,1.5136436475032645e-12,2.3365170228834773e-21,2.0801801957408778e-22,1.2966174627264008e+39,915025598.1475713,43504321.687176354,2.6853964552488956e+19,1.8501774627312892,3.40741344302833e-11,-11.026438,field,11.5,0.014784,7.0
NGC0247,SPARC,6.6349e+19,2.15,4.297712230842863e-11,5.523214837260033e-12,1.414293428798948e-21,1.3228401237604548e-22,2.834783480708632e+39,1398738277.3294277,187323026.14116362,3.970657476020125e+19,1.6709827125784475,3.5226868239750894e-11,-11.014528,field,11.5,0.045561,7.0
NGC0247,SPARC,8.3322e+19,2.7,4.023192873170068e-11,2.164301109082213e-12,9.063823260172566e-22,2.04283765988703e-23,4.185082491677428e+39,1486949342.911803,128081162.24901652,4.82452420360937e+19,1.7270511346520832,3.0820642205491936e-11,-11.020089,field,11.5,0.018882,7.0
NGC0247,SPARC,9.93692e+19,3.22,3.6078245167728383e-11,3.1203541513386392e-12,5.695463186181593e-22,2.3197976151993925e-23,5.337806055025345e+39,1441142190.726475,125387032.93797761,5.448586790110437e+19,1.8237609829462933,2.644983453952221e-11,-11.015826,field,11.5,0.02964,7.0
NGC0247,SPARC,1.163422e+20,3.77,3.223745904885105e-11,8.400394897021602e-13,3.919918543884425e-22,6.246130285551682e-24,6.538063661428615e+39,1834233157.9656947,413933539.7934805,6.03013521658612e+19,1.9293464544542265,3.0417778243522056e-11,-11.015768,field,11.5,0.008711,7.0
NGC0247,SPARC,1.3300659999999998e+20,4.31,2.8598841882582436e-11,1.179419997329794e-12,3.1186238086987925e-22,4.413253813911422e-23,7.580688094599569e+39,3739645649.706343,3047264140.9810634,6.4931702800813154e+19,2.0484077001340295,5.759352501779009e-11,-11.016545,field,11.5,0.0134,7.0
NGC0247,SPARC,1.49671e+20,4.85,2.6370295613166603e-11,1.662997698526776e-12,3.0098838575524223e-22,8.572637249344034e-23,8.851239997998151e+39,45024477378.768524,375233569322.12695,7.016241618953344e+19,2.1332076078407254,6.417178857857678e-10,-11.025335,field,11.5,0.020172,7.0
NGC0247,SPARC,1.660268e+20,5.38,2.492630248619953e-11,2.7142610514908892e-12,3.1746826132812274e-22,8.999799716225417e-23,1.0295040357833128e+40,21021926288.678474,74986369214.33078,7.566874043496997e+19,2.1941266505246526,2.7781520040953774e-10,-11.043472,field,11.5,0.034697,7.0
NGC0247,SPARC,1.826912e+20,5.92,2.4950092581166264e-11,3.2659112192468575e-12,2.941518254186586e-22,1.0770476950688861e-22,1.247731720413599e+40,5154933690.761377,4607585694.878394,8.33034688255355e+19,2.1930803431801222,6.188138097295181e-11,-11.056327,field,11.5,0.042046,7.0
NGC0247,SPARC,1.993556e+20,6.46,2.4600286055651324e-11,4.083546762077489e-12,2.580347376856851e-22,1.281613593980848e-22,1.4649096310976767e+40,6001143002.615265,3762121734.43462,9.026261166704026e+19,2.208617680323507,6.648536854608436e-11,-11.063493,field,11.5,0.053353,7.0
NGC0247,SPARC,2.157114e+20,6.99,2.3720334783660067e-11,5.419815552608887e-12,2.5309868094916653e-22,8.704171656653926e-23,1.653791695907941e+40,17669989248.346176,67277191190.08225,9.590536037543122e+19,2.2492110884686314,1.8424402118062242e-10,-11.065253,field,11.5,0.072816,7.0
NGC0247,SPARC,2.323758e+20,7.53,2.395655483979549e-11,5.398016174949686e-12,2.571050062336504e-22,3.474860625409317e-23,1.9382953613908045e+40,9383471964.118778,6533556415.534921,1.0382751418387063e+20,2.238094611303899,9.037558144271242e-11,-11.06079,field,11.5,0.071801,7.0
NGC0247,SPARC,2.490402e+20,8.07,2.4380488336287756e-11,3.4966233184577663e-12,2.339554945168699e-22,1.065834128331439e-22,2.265661948400238e+40,4421122934.129722,1029036237.6250896,1.1225353685453593e+20,2.2185510316946133,3.938515487363972e-11,-11.062709,field,11.5,0.045967,7.0
NGC0247,SPARC,2.6601319999999997e+20,8.62,2.400034101617367e-11,9.800091219924562e-13,2.0687549085314098e-22,3.583760580813517e-23,2.544705833258848e+40,4326722689.371962,5295366333.579625,1.1896556480472808e+20,2.2360520915160462,3.636953850027032e-11,-11.0662,field,11.5,0.013061,7.0
NGC0247,SPARC,2.8206040000000003e+20,9.14,2.401154673921333e-11,1.4281150676521796e-12,1.9414107783844613e-22,9.140595746891802e-23,2.8623198954656354e+40,5896949550.127582,19591357360.249855,1.26171586151352e+20,2.235530269562024,4.673753996445572e-11,-11.065632,field,11.5,0.01902,7.0
NGC0247,SPARC,2.9903339999999997e+20,9.69,2.3795606080100614e-11,3.422558152061542e-12,1.8391081092720275e-22,1.5506987018749844e-22,3.188232364566767e+40,4753814397.327896,7238829957.658703,1.3316112671346255e+20,2.2456508695924677,3.5699715935546275e-11,-11.066154,field,11.5,0.045901,7.0
NGC0247,SPARC,3.1569780000000003e+20,10.23,2.3800415655697162e-11,5.247287184498214e-12,1.6521712411919434e-22,1.208113097743987e-22,3.554196626278394e+40,2799436286.3756366,3742996926.55983,1.405960771257565e+20,2.2454239581494395,1.9911197692035704e-11,-11.069803,field,11.5,0.070519,7.0
NGC0247,SPARC,3.320536e+20,10.76,2.3562287135350842e-11,5.832128283869424e-12,1.3834533295748876e-22,5.687122235988834e-23,3.892670356794249e+40,2012007909.0623062,3224951329.3745103,1.4713848907646162e+20,2.256741944845212,1.3674246090815512e-11,-11.076215,field,11.5,0.079269,7.0
NGC0247,SPARC,3.48718e+20,11.3,2.2856416965983333e-11,5.607368151444093e-12,1.1258007328921725e-22,1.0671553856191129e-23,4.1645749098254764e+40,1817089090.7702327,1544571724.0293741,1.5219059582251686e+20,2.2913242314043596,1.1939562237401998e-11,-11.088145,field,11.5,0.078507,7.0
NGC0247,SPARC,3.653824e+20,11.84,2.2367021564188652e-11,5.115666200954938e-12,9.141516495823497e-23,3.894027278857436e-24,4.474218635626184e+40,3303898830.869347,836819669.2060199,1.5774698933780306e+20,2.3162559332118957,2.0944290884653915e-11,-11.107362,field,11.5,0.073623,7.0
NGC0247,SPARC,4.3234859999999997e+20,14.01,2.1232724369153333e-11,3.847261710012654e-12,9.887142307103059e-23,2.398930123771084e-23,5.946858893702409e+40,3311459438.431454,3137535828.58945,1.8186381410405673e+20,2.377320645835701,1.8208456997040334e-11,-11.240472,field,11.5,0.061927,7.0
NGC0247,SPARC,4.487044e+20,14.54,2.0267683355567398e-11,4.388141552990578e-12,9.141758889522471e-23,2.643666405751121e-23,6.1141848530378e+40,2044372982.2802246,1634923864.809579,1.8440460431068027e+20,2.4332602847813605,1.1086344562394526e-11,-11.279803,field,11.5,0.074682,7.0
NGC0289,SPARC,6.180159384e+19,2.002644,3.1326278199191754e-10,1.496805791496105e-10,7.787453519041662e-21,3.5622444453916e-21,1.7927591558699485e+40,12718939893.615149,6696521568.172971,9.985353693567076e+19,0.6189224311584958,1.2737595766696924e-10,-9.913717,field,11.0,0.149355,4.0
NGC0289,SPARC,1.0382668012e+20,3.364442,2.462439360690126e-10,1.1959527234871618e-10,2.5883232311916482e-21,1.2403821365195439e-21,3.977381756054331e+40,10232553151.91197,5161853882.353214,1.487308694698431e+20,0.6980842678463065,6.879912144927479e-11,-9.934494,field,11.0,0.143272,4.0
NGC0289,SPARC,1.4255570238e+20,4.619433,1.3776093382121068e-10,6.18767001190303e-11,1.1167609401084096e-21,6.075048193817289e-22,4.194778797171997e+40,5691312662.214021,2573330613.9982514,1.5274148555736777e+20,0.93331357790453,3.7261079669651605e-11,-10.113011,field,11.0,0.125077,4.0
NGC0289,SPARC,1.779885989e+20,5.767615,1.2772697150710243e-10,6.548806832613631e-11,5.026599756163839e-22,4.016054835797422e-22,6.062905251235523e+40,7560102175.251794,4122413244.5120435,1.8362967635694102e+20,0.9692801426825158,4.117037248683268e-11,-10.189908,field,11.0,0.147895,4.0
NGC0289,SPARC,3.1189208308000005e+20,10.106678,6.959662219356167e-11,8.103989497771056e-12,5.741945583072714e-22,1.528465763096214e-22,1.014403319418081e+41,95434703568.81816,44784190343.939705,2.3752416988937273e+20,1.3130961923801872,4.0178944152616984e-10,-10.526814,field,11.0,0.035434,4.0
NGC0289,SPARC,4.3673130634e+20,14.152019,6.122062324787374e-11,3.634873324957848e-12,1.9040696415992572e-22,8.028218686332215e-24,1.749605735144742e+41,7087037036.820203,932014889.8879004,3.1194108252943116e+20,1.400044209626653,2.271915253788847e-11,-10.765655,field,11.0,0.020142,4.0
NGC0289,SPARC,5.590984893e+20,18.117255,4.772237774310029e-11,2.7628202977132874e-12,7.124522849274512e-23,5.799021328199719e-24,2.235180033409658e+41,3971518123.5289073,514487348.2362779,3.5258086002807046e+20,1.5857312539752946,1.1264134199493183e-11,-10.914294,field,11.0,0.02003,4.0
NGC0289,SPARC,6.8558576e+20,22.216,3.3879215533558103e-11,2.1728114063381756e-12,1.2171557158935426e-23,2.9093386651552295e-24,2.3860015441297403e+41,4070545000.936039,1128309438.8649147,3.6428210571755474e+20,1.8820187685298142,1.1174155790381113e-11,-11.032622,field,11.0,0.021866,4.0
NGC0289,SPARC,1.18329466732e+21,38.343962,1.9602428540278974e-11,2.0382792651814005e-12,3.813063596665431e-23,2.324715436033858e-24,4.112533906956827e+41,8310709385.62044,957728368.7060138,4.782524725065017e+20,2.4742050179446036,1.737724290700339e-11,-11.244659,field,11.0,0.034995,4.0
NGC0289,SPARC,1.30978193802e+21,42.442707,1.8352539155292392e-11,1.775882355604422e-12,2.3254884640810574e-23,9.860356575137353e-25,4.7174570123749825e+41,5641389508.192442,556587824.4135106,5.1221990801958155e+20,2.55706956624171,1.1013608451893242e-11,-11.254219,field,11.0,0.032241,4.0
NGC0289,SPARC,1.43256110198e+21,46.421293,1.6823819686036873e-11,1.117146786795522e-12,1.5772853515806148e-23,1.2597372078424108e-24,5.173264837986841e+41,7925977790.380241,549616524.9163761,5.3639513986677906e+20,2.6707197651637857,1.4776378832121342e-11,-11.256131,field,11.0,0.02169,4.0
NGC0289,SPARC,1.55904837268e+21,50.520038,1.5841911390179594e-11,9.89236921680748e-13,1.4544906393056622e-23,3.160609562294812e-25,5.7695316222607795e+41,11339214056.51915,1254678335.3937247,5.6646457705497376e+20,2.7522433631868544,2.001751656824026e-11,-11.286207,field,11.0,0.020443,4.0
NGC0289,SPARC,1.68141555564e+21,54.485274,1.486512034460475e-11,9.223259525591048e-13,1.2012026910822633e-23,1.1820923103402967e-24,6.296980510625743e+41,6969738898.767987,3440832703.9574122,5.917914041839138e+20,2.8412301087047536,1.1777357442998562e-11,-11.315436,field,11.0,0.020331,4.0
NGC0289,SPARC,1.80790282634e+21,58.584019,1.3940792907708622e-11,9.725578854160203e-13,8.202393169518902e-24,2.189594814436988e-24,6.8273385801505245e+41,4532475456.797361,3899320158.718243,6.162092291038044e+20,2.933910660457581,7.355416379253607e-12,-11.358251,field,11.0,0.023051,4.0
NGC0289,SPARC,1.9302700093000002e+21,62.549255,1.2842214373950791e-11,1.025854120560103e-12,5.488720618694754e-24,3.98357510926518e-24,7.169516013578301e+41,6083383439.666366,8547155535.261733,6.314622572161483e+20,3.056825625350515,9.633803715340717e-12,-11.403994,field,11.0,0.02654,4.0
NGC0289,SPARC,2.05675728e+21,66.648,1.1684353332939916e-11,1.4631292835941731e-12,3.893128760164646e-24,4.484760680874715e-24,7.406014628716456e+41,2153350370.695334,1198156797.6149185,6.41792682206474e+20,3.204706655315698,3.3552117847342017e-12,-11.449849,field,11.0,0.041712,4.0
NGC0289,SPARC,2.1832445507e+21,70.746745,1.0797199707758473e-11,1.7636015360543179e-12,3.2126353641461663e-24,3.8573231049452105e-24,7.711337330567092e+41,1267650508.7466295,272642165.92075187,6.548884468887607e+20,3.333765561252672,1.9356739529747004e-12,-11.490602,field,11.0,0.054597,4.0
NGC0289,SPARC,2.3056117336599998e+21,74.711981,9.865848514855768e-12,1.7308946767436495e-12,2.1035196710781327e-25,3.7369877111317074e-25,7.858154944529992e+41,2404736215.353955,830244682.0742489,6.6109332485281e+20,3.4875737615008227,3.6375139862278303e-12,-11.527726,field,11.0,0.058579,4.0
NGC0289,SPARC,2.9302198926800003e+21,94.952038,7.648171581453352e-12,9.855268927968284e-13,9.382594790918799e-24,2.5232994963754464e-24,9.839473148386838e+41,16549213006.09475,57932256862.0734,7.397558369282718e+20,3.9610635650369597,2.2371182733498854e-11,-11.784139,field,11.0,0.046062,4.0
NGC0300,SPARC,2.80826e+19,0.91,1.7873890974760215e-11,9.194462481086753e-12,3.843167155505232e-21,9.555667929735504e-22,2.1120662186954222e+38,384877084.4659929,208336311.9406816,1.0838177100560333e+19,2.591081483485644,3.55112378119467e-11,-10.674818,field,11.5,0.102341,7.0
NGC0300,SPARC,4.19696e+19,1.36,3.194352989871523e-11,6.009192285777302e-12,2.0064484436321436e-21,3.6822713581921996e-22,8.430752961390006e+38,854874705.5675559,216450426.5233123,2.1653876724564607e+19,1.938202592258633,3.9479060329080393e-11,-10.698426,field,11.5,0.050218,7.0
NGC0300,SPARC,5.61652e+19,1.82,3.292476312648606e-11,9.021795726567454e-12,1.4266132452351068e-21,1.4028294889697941e-22,1.5562203004638787e+39,1749026373.9158392,611661084.365972,2.9419684857387475e+19,1.9091027069889415,5.945088747191822e-11,-10.725695,field,11.5,0.07574,7.0
NGC0300,SPARC,7.00522e+19,2.27,3.1064747511472605e-11,4.197299855419257e-12,1.1022188371240904e-21,1.9172883196537626e-23,2.2841529611551727e+39,14659012664.544996,1990198521.6526089,3.5642246542024655e+19,1.9654260546512872,4.1128195012233624e-10,-10.737662,field,11.5,0.03693,7.0
NGC0300,SPARC,9.78262e+19,3.17,3.53882232215856e-11,3.908521134632506e-12,1.423083797709017e-21,2.907732716618011e-22,5.074379263199745e+39,5533403876.025222,3662499684.5201507,5.312438799851023e+19,1.841455566560943,1.0415939052663337e-10,-10.799777,field,11.5,0.033124,7.0
NGC0300,SPARC,1.120218e+20,3.63,4.594830166299049e-11,7.183013481808324e-12,1.075538689551078e-21,3.1961120638355675e-22,8.639494945215827e+39,1153194727.2567182,286530882.64467853,6.931810084937557e+19,1.6160540843930105,1.6636271235453306e-11,-10.846854,field,11.5,0.05184,7.0
NGC0300,SPARC,1.259088e+20,4.08,4.3331414146092073e-11,8.817696117543447e-12,5.186211058863687e-22,9.715503080034091e-23,1.0292688515093256e+40,718679575.3853219,182207858.07909223,7.56600968970943e+19,1.6641374405223035,9.49879269072047e-12,-10.891161,field,11.5,0.068165,7.0
NGC0300,SPARC,1.401044e+20,4.54,3.779115720989722e-11,7.382036717498658e-12,1.704518702113948e-22,1.3924628918043475e-22,1.1114950619133543e+40,1071235858.5012752,438582096.29587585,7.86242013378076e+19,1.781950056294292,1.3624759810261573e-11,-10.925942,field,11.5,0.064571,7.0
NGC0300,SPARC,1.962696e+20,6.36,3.0821791344235836e-11,1.0516550916540207e-11,3.1789962628532707e-22,1.646851795520551e-23,1.779007375000253e+40,961078582.994807,867309774.6682103,9.94698246569937e+19,1.9731571929155938,9.662011432200044e-12,-11.054654,field,11.5,0.115221,7.0
NGC0300,SPARC,2.101566e+20,6.81,2.847300621934212e-11,7.159664934044984e-12,1.573629954738112e-22,5.319035695778531e-24,1.8842268491122606e+40,914651133.2350943,230907670.63023064,1.0236914407743195e+20,2.052929150614346,8.934832282501579e-12,-11.055553,field,11.5,0.083424,7.0
NGC0300,SPARC,2.240436e+20,7.26,2.6248557435210107e-11,7.023920218829926e-12,1.1834739138975419e-22,1.6579734196824922e-23,1.9741689775085866e+40,5737126751.207307,10041037670.55083,1.047839195515081e+20,2.138148686925841,5.4751976980467276e-11,-11.063765,field,11.5,0.087448,7.0
NGC0300,SPARC,2.799002e+20,9.07,2.5374991768531692e-11,4.887985007734754e-12,2.963611246223919e-22,3.09740595975346e-23,2.978695609602724e+40,2031998341.4790533,1692047150.5626564,1.2871096333286384e+20,2.1746414815973405,1.5787298058084085e-11,-11.222192,field,11.5,0.06767,7.0
NGC0300,SPARC,2.9409579999999997e+20,9.53,2.6494851484608986e-11,3.760381117479752e-12,2.0166334007981647e-22,1.7251119132429446e-22,3.433625549394575e+40,473265672.49653864,854785891.5211054,1.3819074051427189e+20,2.1281874523975555,3.424727812697851e-12,-11.259539,field,11.5,0.051041,7.0
NGC0300,SPARC,3.073656e+20,9.96,2.5166697726211142e-11,9.390042699917017e-13,7.962726099007232e-23,7.66837289429346e-24,3.562464545852436e+40,421229347.1978789,1296803761.0506382,1.407595123458777e+20,2.183622228277786,2.9925462242496543e-12,-11.305823,field,11.5,0.013543,7.0
NGC0300,SPARC,3.2248699999999997e+20,10.45,2.346329923000094e-11,1.2347821090431372e-12,2.4896012781208502e-23,2.0439787609855725e-22,3.656177749088311e+40,2992871173.674915,17309735205.42426,1.4259888468888116e+20,2.2614973511440457,2.098804054607222e-11,-11.355823,field,11.5,0.019241,7.0
NGC0801,SPARC,3.525165574e+19,1.142309,3.604437358740667e-11,4.3270728272436617e-11,4.0909095775481456e-20,3.392782426512623e-21,6.711356683001344e+38,707664762.3394371,849606577.4945138,1.932002296891987e+19,1.824617693090187,3.662856734062158e-11,-9.405421,field,11.0,0.043783,5.0
NGC0801,SPARC,4.700218708e+19,1.523078,4.103131757075464e-11,3.746543906978796e-11,2.540443444273612e-20,2.257496178886516e-21,1.3582052165840867e+39,862451574.0526649,787516619.9683454,2.748433131725874e+19,1.7101448289733376,3.137975467174964e-11,-9.411155,field,11.0,0.037924,5.0
NGC0801,SPARC,5.905403546e+19,1.913611,3.3587968335066046e-10,4.305025829373374e-11,1.441912460687836e-20,1.4050979422412745e-21,1.755079096812244e+40,10187045108.646402,1312870333.4417977,9.879860783484803e+19,0.5977213318502913,1.0310919689956652e-10,-9.425014,field,11.0,0.02627,5.0
NGC0801,SPARC,8.225384282e+19,2.665387,2.8194786443241244e-10,3.4375702486494266e-11,7.600778298062493e-21,5.17122764783386e-22,2.8582157033416185e+40,8751166134.33746,1070777282.9467254,1.260810969313731e+20,0.6523883819377888,6.94090259946008e-11,-9.455797,field,11.0,0.02362,5.0
NGC0801,SPARC,1.0605622254e+20,3.436689,2.2666168563034935e-10,2.7829324544968744e-11,6.184745895184703e-21,3.3110085146682807e-22,3.820007547647449e+40,4631043575.498598,569088207.5257503,1.4575873436664403e+20,0.727614869879594,3.177197987908973e-11,-9.512177,field,11.0,0.022627,5.0
NGC0801,SPARC,3.1907255701999996e+20,10.339357,6.946491169303576e-11,6.02914133214179e-12,2.698428694261092e-22,2.911017873411045e-23,1.0596396270650615e+41,8662208756.441784,754644797.6475394,2.427624845919742e+20,1.3143404655636344,3.5681826090225146e-11,-10.022708,field,11.0,0.01593,5.0
NGC0801,SPARC,5.3178757446000004e+20,17.232261,4.680138244237384e-11,5.83942385118039e-12,1.166337062348401e-22,4.681781388505643e-24,1.9831193424564648e+41,9482509572.95873,1209887092.3951232,3.321061388014687e+20,1.601257888153341,2.855264767817895e-11,-10.315104,field,11.0,0.026637,5.0
NGC0801,SPARC,7.4148966838e+20,24.027533,3.388206075266071e-11,2.373899473199683e-12,6.176680776985797e-23,3.3542098592585126e-25,2.7912184218427163e+41,16302725475.36526,1175607420.0835297,3.940028737985114e+20,1.8819397463562393,4.1377174024629794e-11,-10.503095,field,11.0,0.015793,5.0
NGC0801,SPARC,9.5420468582e+20,30.920437,2.7332937726573394e-11,1.11683311066668e-12,3.9908771148731473e-23,2.2632616405424956e-24,3.728921144364815e+41,16990252073.081787,1026436475.379476,4.554011026693096e+20,2.095306050483803,3.7308324405659796e-11,-10.614011,field,11.0,0.00939,5.0
NGC0801,SPARC,1.1672210203e+21,37.823105,2.3487732077923526e-11,1.5386503448670736e-12,3.154968250116046e-23,1.4886683694732894e-24,4.794696061302631e+41,20855989636.630135,3562206962.2043753,5.163961779578234e+20,2.2603207965558036,4.03875755221673e-11,-10.754336,field,11.0,0.016261,5.0
NGC0801,SPARC,1.3799360686e+21,44.71601,2.0766527923896342e-11,1.45785389821784e-12,2.5282575194432047e-23,2.2651949076645482e-24,5.9250991302823635e+41,20117967790.26694,6200382557.57916,5.740507497563876e+20,2.4038572707824337,3.5045625841973884e-11,-10.905747,field,11.0,0.019076,5.0
NGC0801,SPARC,1.5926510860399998e+21,51.608914,1.973992332120535e-11,7.052916234032066e-13,1.991165317125015e-23,4.547429080297595e-24,7.502405662775905e+41,18776342786.526485,7565344115.161015,6.459557221239857e+20,2.4655731522946462,2.9067538444875834e-11,-11.019657,field,11.0,0.010455,5.0
NGC0801,SPARC,1.80235317996e+21,58.404186,1.776109153992047e-11,2.1094509662963695e-12,1.6151787675226836e-23,4.35253660689604e-24,8.644965103603532e+41,16958998995.238121,8206202342.078001,6.934004200403134e+20,2.5992963486454386,2.4457728182876133e-11,-11.090038,field,11.0,0.035387,5.0
NGC1003,SPARC,2.669797352e+19,0.865132,6.242562635354031e-12,2.6761269315313196e-11,3.0458290159341204e-21,3.2781583226527484e-22,6.667043706743469e+37,178950766.46597338,767222043.9465312,6.089324654590599e+18,4.384389901082549,2.9387621225133164e-11,-10.116305,field,11.0,0.140453,6.0
NGC1003,SPARC,4.442540794e+19,1.439579,2.005626924416396e-11,1.2055165386766339e-11,1.4949541668065434e-21,1.869410333792934e-22,5.9309846182631395e+38,705546555.2170644,425596461.11100084,1.8162092239581546e+19,2.4460512232826077,3.884720691371845e-11,-10.224453,field,11.0,0.065692,6.0
NGC1003,SPARC,6.19392603e+19,2.007105,2.455516047602444e-11,8.554978417077808e-12,1.1133829651820313e-21,1.5795046349441816e-22,1.411525094387931e+39,1743660706.152587,608696708.7565985,2.801862249758342e+19,2.21064616239939,6.223220667978863e-11,-10.234925,field,11.0,0.044885,6.0
NGC1003,SPARC,7.966672558e+19,2.581553,2.608690487992658e-11,6.039787342387206e-12,9.581455999801148e-22,1.5857884313958622e-22,2.480791625068583e+39,8970038120.213667,4858761019.919138,3.714476556405999e+19,2.1447631818433877,2.4148861849037405e-10,-10.30533,field,11.0,0.034699,6.0
NGC1003,SPARC,1.328490597e+20,4.304895,3.8337034347840195e-11,3.3894319354707845e-12,1.020573342914218e-21,2.2560667525422103e-23,1.0137929839508029e+40,3961813076.2928915,415718056.6912047,7.508913800104323e+19,1.769218068506184,5.276146699457183e-11,-10.554424,field,11.0,0.022224,6.0
NGC1003,SPARC,1.5036291206e+20,4.872421,4.2434534222101364e-11,3.950845747358397e-12,7.761140388316239e-22,2.3603451139423616e-23,1.437522640265875e+40,1640308053.620633,152971236.84961298,8.941488551100075e+19,1.6816317685884727,1.8344910293698527e-11,-10.64294,field,11.0,0.026321,6.0
NGC1003,SPARC,1.6809034648e+20,5.446868,4.385708399249325e-11,3.0640898605201065e-12,4.0475447963729637e-22,6.1445637796975766e-24,1.856688703220473e+40,1298368972.640609,93376818.22791876,1.0161832350062592e+20,1.6541342219542192,1.2776917861989837e-11,-10.715255,field,11.0,0.021082,6.0
NGC1003,SPARC,1.8581781175999998e+20,6.021316,3.746235419226673e-11,2.475840697296498e-12,2.1109320213517144e-22,1.0484538689646358e-23,1.9381328656979756e+40,1357030297.109574,94882652.37866572,1.0382316193761185e+20,1.7897529635213707,1.3070593033229176e-11,-10.786242,field,11.0,0.019978,6.0
