galaxy,galaxy_key,source,n_points,sigma_res,mean_res,median_res,mean_log_gbar,env_dense,logMh
NGC1090,NGC1090,SPARC,24,0.127986,-0.035989,-0.028921,-10.592989,field,11.0
NGC1097,NGC1097,PHANGS,67,0.323356,-0.205455,-0.291182,-9.182943,field,11.0
NGC1365,NGC1365,PHANGS,22,0.220877,-0.740847,-0.830998,-8.575318,dense,14.0
NGC1385,NGC1385,PHANGS,46,0.051797,0.164506,0.172182,-10.370253,field,11.0
NGC1511,NGC1511,PHANGS,24,0.308614,-0.392297,-0.391588,-9.580485,field,11.0
NGC1512,NGC1512,PHANGS,25,0.251724,0.134844,0.047661,-9.847552,field,11.0
NGC1546,NGC1546,PHANGS,25,0.084168,-0.166358,-0.161301,-9.280619,field,11.0
NGC1559,NGC1559,PHANGS,38,0.321003,-0.314357,-0.270937,-9.916531,field,11.0
NGC1560,NGC1560,deBlok2002,59,0.079616,0.028638,0.016836,-11.309824,field,11.0
NGC1672,NGC1672,PHANGS,9,0.23525,-0.166598,-0.213528,-9.551073,field,11.0
NGC1792,NGC1792,PHANGS,46,0.15211,-0.131914,-0.098806,-9.733807,field,11.0
NGC1809,NGC1809,PHANGS,1,0.0,0.003918,0.003918,-10.175646,field,11.0
NGC2090,NGC2090,PHANGS,23,0.110195,-0.201756,-0.211956,-9.280549,field,11.0
NGC2283,NGC2283,PHANGS,21,0.120817,-0.10172,-0.073771,-9.831704,field,11.0
NGC2366,NGC2366,deBlok2002,28,0.245669,-0.048004,-0.073935,-11.320716,field,11.0
NGC2403,NGC2403,SPARC,73,0.041425,0.009197,0.02262,-10.482734,field,12.0
NGC2683,NGC2683,SPARC,11,0.060907,-0.020384,-0.034356,-10.591375,field,11.0
NGC2775,NGC2775,PHANGS,18,0.049363,-0.316625,-0.308888,-8.794287,field,11.0
NGC2835,NGC2835,PHANGS,17,0.152636,-0.323334,-0.364172,-9.37622,field,11.0
NGC2841,NGC2841,SPARC,50,0.023154,0.002533,0.001682,-9.995122,field,11.0
NGC2903,NGC2903,SPARC,34,0.176758,-0.045594,-0.022518,-10.512829,field,11.0
NGC2915,NGC2915,SPARC,30,0.310365,0.012788,0.12418,-11.051558,dense,12.5
NGC2955,NGC2955,SPARC,24,0.046538,0.000552,0.001992,-9.682834,field,11.0
NGC2976,NGC2976,SPARC,27,0.161706,-0.068728,-0.005646,-10.44811,field,12.0
NGC2997,NGC2997,PHANGS,1,0.0,0.008656,0.008656,-9.962459,field,11.0
NGC2998,NGC2998,SPARC,13,0.213918,0.089827,-0.026282,-10.250282,dense,12.6034
NGC3109,NGC3109,SPARC,25,0.121327,-0.000787,0.049287,-11.558856,field,10.5
NGC3137,NGC3137,PHANGS,31,0.139738,-0.047885,-0.021112,-10.155087,field,11.0
NGC3198,NGC3198,SPARC,43,0.12485,-0.047353,0.000223,-10.657744,field,11.0
NGC3274,NGC3274,deBlok2002,23,0.093287,0.342248,0.359917,-11.129638,field,11.0
NGC3511,NGC3511,PHANGS,36,0.144989,-0.135081,-0.15525,-9.757744,field,11.0
NGC3521,NGC3521,SPARC,41,0.035746,-0.009103,-0.025069,-9.783191,field,11.0
NGC3626,NGC3626,PHANGS,10,0.13347,-0.7098,-0.693799,-8.074802,field,11.0
NGC3627,NGC3627,PHANGS,52,0.141281,0.11324,0.100615,-9.801817,field,11.0
NGC3718,NGC3718,Verheijen2001,10,0.159756,0.232432,0.169618,-10.670457,dense,12.8
NGC3726,NGC3726,SPARC,12,0.050184,0.00255,0.013444,-10.743212,dense,13.2
NGC3729,NGC3729,Verheijen2001,4,0.031389,0.017474,0.019715,-9.965002,dense,12.8
NGC3741,NGC3741,SPARC,21,0.065672,0.01445,0.049405,-11.714544,field,11.0
NGC3769,NGC3769,SPARC,12,0.043532,-0.018359,-0.018974,-10.989941,dense,13.2
NGC3877,NGC3877,SPARC,13,0.195732,-0.053286,-0.04897,-10.138707,dense,13.2
NGC3893,NGC3893,SPARC,10,0.034144,0.001508,0.012032,-10.213625,dense,13.2
NGC3917,NGC3917,SPARC,17,0.124666,-0.032275,-0.010606,-10.658443,dense,13.2
NGC3949,NGC3949,SPARC,7,0.030246,0.011484,0.009341,-9.943904,dense,13.2
NGC3953,NGC3953,SPARC,8,0.04347,-0.002624,-0.010536,-9.988116,dense,13.2
NGC3972,NGC3972,SPARC,10,0.083803,-0.017511,0.022259,-10.449033,dense,13.2
NGC3985,NGC3985,Verheijen2001,4,0.246445,-0.228219,-0.176596,-10.152295,dense,12.8
NGC3992,NGC3992,SPARC,9,0.044149,-0.004554,-0.008239,-10.454385,dense,13.2
NGC4051,NGC4051,SPARC,7,0.058406,-0.000967,0.028129,-10.266112,dense,13.2
NGC4068,NGC4068,SPARC,6,0.143542,-0.212587,-0.136896,-11.496285,field,11.0
NGC4085,NGC4085,SPARC,7,0.163887,-0.065655,0.012362,-10.161778,dense,13.2
NGC4088,NGC4088,SPARC,12,0.044143,-0.001839,-0.006685,-10.420941,dense,13.2
NGC4100,NGC4100,SPARC,24,0.04808,-0.005507,-0.00543,-10.408285,dense,13.2
NGC4102,NGC4102,Verheijen2001,4,0.015751,-0.04024,-0.043006,-9.5262,dense,12.8
NGC4138,NGC4138,SPARC,7,0.046011,-0.025042,-0.029068,-10.338291,dense,13.2
NGC4157,NGC4157,SPARC,17,0.027878,-0.001973,-0.00486,-10.480474,dense,13.2
NGC4183,NGC4183,SPARC,23,0.081145,-0.003448,-0.05315,-11.013783,dense,13.2
NGC4207,NGC4207,PHANGS,14,0.240379,-0.235618,-0.137688,-9.845582,dense,14.9
NGC4254,NGC4254,PHANGS,77,0.120593,0.029917,0.016917,-10.011925,dense,14.9
NGC4293,NGC4293,VirgoRC,18,0.106814,0.326679,0.350325,-10.299294,dense,14.2
NGC4321,NGC4321,PHANGS,56,0.178951,-0.152172,-0.215927,-9.602295,dense,14.9
NGC4395,NGC4395,deBlok2002,55,0.325276,0.265675,0.286336,-11.452228,field,11.0
NGC4455,NGC4455,deBlok2002,20,0.085862,-0.019342,-0.023082,-11.279994,field,11.0
NGC4496A,NGC4496A,PHANGS,21,0.344011,-0.349605,-0.258924,-10.418216,field,11.0
NGC4535,NGC4535,PHANGS,27,0.196801,-0.067417,-0.004313,-9.788651,dense,14.9
NGC4536,NGC4536,PHANGS,67,0.223829,0.236626,0.12273,-10.203992,field,11.0
NGC4548,NGC4548,PHANGS,24,0.286055,0.211537,0.1465,-9.897835,dense,14.9
NGC4559,NGC4559,SPARC,32,0.067177,-0.01681,-0.002136,-10.951836,field,11.0
NGC4569,NGC4569,PHANGS,47,0.240935,-0.404712,-0.380142,-9.343633,dense,14.9
NGC4579,NGC4579,PHANGS,40,0.167851,-0.241885,-0.198415,-9.188863,dense,14.9
NGC4781,NGC4781,PHANGS,39,0.081158,-0.13111,-0.138645,-10.001664,field,11.0
NGC4826,NGC4826,PHANGS,9,0.122086,-0.643802,-0.705452,-8.117859,field,11.0
NGC4941,NGC4941,PHANGS,32,0.260442,-0.240589,-0.180059,-9.366529,field,11.0
NGC4951,NGC4951,PHANGS,20,0.110268,-0.100489,-0.079621,-9.627378,field,11.0
NGC5005,NGC5005,SPARC,18,0.027058,0.005182,-0.000419,-9.385139,field,11.0
NGC5023,NGC5023,deBlok2002,33,0.37987,0.632751,0.579113,-11.86482,field,11.0
NGC5033,NGC5033,SPARC,22,0.045074,0.006141,0.012836,-10.219681,field,11.0
NGC5055,NGC5055,SPARC,28,0.043043,-0.009649,0.004361,-10.439221,field,12.0
NGC5248,NGC5248,PHANGS,4,0.076901,-0.187136,-0.186685,-9.186706,field,11.0
NGC5371,NGC5371,SPARC,19,0.134158,-0.020469,-0.084237,-10.276663,field,11.0
NGC5530,NGC5530,PHANGS,31,0.197897,-0.247756,-0.27757,-9.743454,field,11.0
NGC5585,NGC5585,SPARC,24,0.13167,0.008627,0.050563,-10.605691,field,12.0
NGC5643,NGC5643,PHANGS,1,0.0,-0.155649,-0.155649,-9.091711,field,11.0
NGC5985,NGC5985,SPARC,33,0.075243,0.020585,-0.022691,-9.918961,field,11.0
NGC6015,NGC6015,SPARC,44,0.061022,0.001003,0.012513,-10.273886,field,11.0
NGC6195,NGC6195,SPARC,23,0.033028,-0.002816,-0.001477,-10.003291,dense,12.839
NGC6300,NGC6300,PHANGS,43,0.310654,-0.051838,-0.134747,-9.407365,field,11.0
NGC6503,NGC6503,SPARC,31,0.037587,0.005647,0.007878,-10.947133,field,11.0
NGC6674,NGC6674,SPARC,15,0.049896,-0.009697,-0.015446,-10.479694,field,11.0
NGC6744,NGC6744,PHANGS,35,0.057303,0.005443,0.003864,-10.001961,field,11.0
NGC6946,NGC6946,SPARC,58,0.03096,-0.006861,-0.000593,-10.279562,field,11.5
NGC7331,NGC7331,SPARC,36,0.018143,0.00153,0.001047,-10.181578,field,11.0
NGC7456,NGC7456,PHANGS,15,0.231026,-0.262883,-0.193547,-9.788606,field,11.0
NGC7793,NGC7793,SPARC,46,0.156797,-0.027257,-0.002186,-10.250054,field,11.5
PGC51017,PGC51017,SS20_S,1,0.0,-0.586784,-0.586784,-11.139233,field,11.0
U11707,U11707,SS20_A,1,0.0,0.303019,0.303019,-11.247569,field,11.0
UA 14,UA14,Catinella2005,5,0.091602,0.383737,0.426854,-12.318473,field,11.0
UA 167,UA167,Catinella2005,5,0.103465,0.477166,0.48709,-11.454906,field,11.0
UA 90,UA90,Catinella2005,5,0.084182,0.39342,0.437946,-11.780451,field,11.0
UGC 00232,UGC00232,Noordermeer2005,1,0.0,-0.109331,-0.109331,-10.508176,field,11.0
UGC 03407,UGC03407,Noordermeer2005,1,0.0,0.063675,0.063675,-9.867837,field,11.0
UGC 03426,UGC03426,Noordermeer2005,1,0.0,-0.5832,-0.5832,-15.637174,field,12.5
UGC 03642,UGC03642,Noordermeer2005,1,0.0,0.24038,0.24038,-10.586838,field,12.5
UGC 10075,UGC10075,GHASP,125,0.095827,0.293586,0.317944,-10.480458,field,11.0
UGC 10521,UGC10521,GHASP,55,0.103691,0.002723,0.030675,-10.166758,field,11.0
UGC 10553,UGC10553,Yu2020,1,0.0,-0.371292,-0.371292,-12.170757,field,11.0
UGC 10757,UGC10757,GHASP,9,0.186108,0.005502,0.0595,-10.600571,field,11.0
UGC 10791,UGC10791,GHASP,4,0.101287,-0.346158,-0.350928,-9.669815,field,11.0
UGC 10863,UGC10863,Yu2020,1,0.0,-0.506299,-0.506299,-12.312651,field,11.0
UGC 11012,UGC11012,GHASP,75,0.134345,-0.318946,-0.263754,-9.42479,field,11.0
UGC 11269,UGC11269,GHASP,5,0.115167,-0.094516,-0.131025,-9.563806,field,11.0
UGC 11300,UGC11300,GHASP,25,0.129816,-0.049165,-0.054374,-10.156186,field,11.0
UGC 11407,UGC11407,GHASP,34,0.199243,-0.521953,-0.463937,-9.890753,field,11.0
UGC 11466,UGC11466,GHASP,50,0.189107,-0.448512,-0.434172,-9.413587,field,11.0
UGC 11470,UGC11470,GHASP,19,0.093487,0.308035,0.338163,-9.126298,field,11.0
UGC 11496,UGC11496,GHASP,6,0.111365,-0.54755,-0.55881,-10.257385,field,11.0
UGC 11498,UGC11498,GHASP,14,0.0955,-0.216599,-0.205874,-9.597181,field,11.0
UGC 11597,UGC11597,GHASP,274,0.111431,0.259,0.230766,-10.113619,field,11.0
UGC 11635,UGC11635,Yu2020,1,0.0,-0.57052,-0.57052,-12.183834,field,11.0
UGC 11651,UGC11651,Yu2020,1,0.0,-0.604698,-0.604698,-12.492054,field,11.0
UGC 11670,UGC11670,Yu2020,1,0.0,-0.520738,-0.520738,-11.816468,field,11.0
UGC 11707,UGC11707,Yu2020,1,0.0,-0.821967,-0.821967,-12.179739,field,11.0
UGC 11852,UGC11852,Noordermeer2005,1,0.0,-0.026558,-0.026558,-10.807057,field,11.0
UGC 11861,UGC11861,Yu2020,1,0.0,-0.753007,-0.753007,-12.545616,field,11.0
UGC 11872,UGC11872,GHASP,41,0.053443,-0.161542,-0.166224,-9.373253,field,11.0
UGC 12060,UGC12060,Yu2020,1,0.0,-0.940978,-0.940978,-12.84587,field,11.0
UGC 12713,UGC12713,Noordermeer2005,1,0.0,0.024707,0.024707,-10.533952,field,12.0
UGC 1281,UGC1281,Yu2020,1,0.0,-0.701601,-0.701601,-13.276747,field,11.0
UGC 1317,UGC1317,GHASP,46,0.076886,-0.026729,-0.035219,-9.891155,field,11.0
UGC 1437,UGC1437,GHASP,32,0.089626,0.092727,0.119301,-10.10255,field,11.0
UGC 1635,UGC1635,Yu2020,1,0.0,-0.377595,-0.377595,-11.273366,field,11.0
UGC 2034,UGC2034,Yu2020,1,0.0,-0.924662,-0.924662,-12.520352,field,11.0
UGC 2855,UGC2855,Yu2020,1,0.0,-0.6731,-0.6731,-12.075194,field,11.0
UGC 3137,UGC3137,Yu2020,1,0.0,-0.638711,-0.638711,-12.939905,field,11.0
UGC 3205,UGC3205,Yu2020,1,0.0,-0.437038,-0.437038,-12.116041,field,11.0
UGC 3334,UGC3334,GHASP,91,0.14686,0.353571,0.33269,-9.956015,field,11.0
UGC 3463,UGC3463,GHASP,48,0.055828,0.033681,0.028414,-10.385949,field,11.0
UGC 3521,UGC3521,GHASP,9,0.093239,0.144941,0.191309,-10.327636,field,11.0
UGC 3528,UGC3528,GHASP,6,0.075024,0.25431,0.262233,-9.570324,field,11.0
UGC 3546,UGC3546,Yu2020,1,0.0,-0.352563,-0.352563,-11.395197,field,11.0
UGC 3580,UGC3580,Yu2020,1,0.0,-0.48392,-0.48392,-12.499426,field,11.0
UGC 3708,UGC3708,GHASP,9,0.10044,0.185549,0.160389,-9.508839,field,11.0
UGC 3709,UGC3709,GHASP,20,0.129355,-0.25398,-0.192411,-9.445137,field,11.0
UGC 3740,UGC3740,GHASP,137,0.258906,-0.350775,-0.301878,-10.453609,field,11.0
UGC 3876,UGC3876,GHASP,21,0.096655,0.366721,0.385602,-10.940254,field,11.0
UGC 3915,UGC3915,GHASP,37,0.038441,0.267886,0.263671,-10.021015,field,11.0
UGC 4026,UGC4026,GHASP,17,0.084754,0.25182,0.235247,-9.561959,field,11.0
UGC 4115,UGC4115,Yu2020,1,0.0,-0.605098,-0.605098,-13.04174,field,11.0
UGC 4165,UGC4165,GHASP,104,0.082721,-0.050845,-0.054242,-10.551368,field,11.0
UGC 4256,UGC4256,Yu2020,1,0.0,-0.37293,-0.37293,-11.906321,field,11.0
UGC 4278,UGC4278,Yu2020,1,0.0,-0.686955,-0.686955,-13.075153,field,11.0
UGC 4458,UGC4458,Yu2020,1,0.0,-0.130728,-0.130728,-11.175772,field,11.0
UGC 4499,UGC4499,Yu2020,1,0.0,-0.870874,-0.870874,-13.085136,field,11.0
UGC 4543,UGC4543,Yu2020,1,0.0,-0.65157,-0.65157,-12.43347,field,11.0
UGC 4555,UGC4555,GHASP,16,0.04413,0.245061,0.245814,-10.418381,field,11.0
UGC 463,UGC463,Yu2020,1,0.0,-0.595582,-0.595582,-11.20484,field,11.0
UGC 4798,UGC4798,Yu2020,1,0.0,-0.183073,-0.183073,-11.831104,field,11.0
UGC 4820,UGC4820,GHASP,57,0.031543,0.137567,0.14001,-9.20311,field,11.0
UGC 5175,UGC5175,GHASP,27,0.060084,-0.241499,-0.226389,-9.51874,field,11.0
UGC 5228,UGC5228,GHASP,47,0.140246,0.569068,0.594813,-11.213832,field,11.0
UGC 5251,UGC5251,GHASP,43,0.256041,0.072599,0.161242,-10.868523,field,11.0
UGC 5319,UGC5319,GHASP,16,0.067012,-0.271335,-0.24999,-9.53418,field,11.0
UGC 5414,UGC5414,Yu2020,1,0.0,-0.514166,-0.514166,-12.648116,field,11.0
UGC 5459,UGC5459,Yu2020,1,0.0,-0.680893,-0.680893,-12.779838,field,11.0
UGC 5510,UGC5510,GHASP,90,0.135079,0.309099,0.32199,-10.272216,field,11.0
UGC 5532,UGC5532,GHASP,69,0.211884,-0.073865,-0.143828,-9.083699,field,11.0
UGC 5786,UGC5786,GHASP,203,0.352834,-0.32153,-0.410491,-10.150799,field,11.0
UGC 5842,UGC5842,GHASP,18,0.174408,0.116695,0.148402,-10.670222,field,11.0
UGC 6118,UGC6118,GHASP,57,0.119988,-0.374141,-0.342088,-9.310434,field,11.0
UGC 624,UGC624,Yu2020,1,0.0,-0.527548,-0.527548,-12.05276,field,11.0
UGC 6419,UGC6419,GHASP,41,0.358123,-0.403652,-0.425931,-12.177043,field,11.0
UGC 6446,UGC6446,Yu2020,1,0.0,-0.446027,-0.446027,-12.440396,dense,12.8
UGC 6521,UGC6521,GHASP,29,0.099565,0.463851,0.492583,-10.38353,field,11.0
UGC 6667,UGC6667,Yu2020,1,0.0,-0.49136,-0.49136,-12.775244,dense,12.8
UGC 6786,UGC6786,Yu2020,1,0.0,-0.232416,-0.232416,-11.829387,field,11.0
UGC 6787,UGC6787,GHASP,15,0.099831,-0.155078,-0.162726,-9.336826,dense,12.8
UGC 685,UGC685,Yu2020,1,0.0,-0.134933,-0.134933,-12.694924,field,11.0
UGC 6923,UGC6923,Yu2020,1,0.0,-0.252369,-0.252369,-12.206772,dense,12.8
UGC 6940,UGC6940,Yu2020,1,0.0,-0.15442,-0.15442,-13.089511,dense,12.8
UGC 6962,UGC6962,Yu2020,1,0.0,0.592401,0.592401,-11.937751,dense,12.8
UGC 6983,UGC6983,Yu2020,1,0.0,0.034495,0.034495,-12.045295,dense,12.8
UGC 7021,UGC7021,GHASP,17,0.17951,0.032317,0.073328,-9.427701,field,11.0
UGC 7045,UGC7045,GHASP,79,0.057185,0.092364,0.099651,-9.987913,field,11.0
UGC 7154,UGC7154,GHASP,100,0.13966,0.031394,0.054056,-10.819114,field,11.0
UGC 7323,UGC7323,Yu2020,1,0.0,-0.472236,-0.472236,-12.205081,field,11.0
UGC 7399,UGC7399,Yu2020,1,0.0,0.433934,0.433934,-12.201928,field,11.0
UGC 7766,UGC7766,GHASP,142,0.12022,-0.11087,-0.114102,-10.340054,field,11.0
UGC 7831,UGC7831,GHASP,175,0.117811,0.46646,0.494873,-10.952748,field,11.0
UGC 7853,UGC7853,GHASP,202,0.340844,0.103807,0.107923,-11.502927,field,11.0
UGC 7861,UGC7861,GHASP,14,0.198053,-0.542001,-0.55279,-10.217323,field,11.0
UGC 7876,UGC7876,GHASP,24,0.247872,0.169837,0.272173,-10.768249,field,11.0
UGC 7901,UGC7901,GHASP,61,0.05896,0.321304,0.332946,-9.969585,dense,14.9
UGC 7916,UGC7916,Yu2020,1,0.0,-0.660181,-0.660181,-12.6495,field,11.0
UGC 7985,UGC7985,GHASP,90,0.128208,0.210846,0.243974,-10.546822,field,11.0
UGC 8146,UGC8146,Yu2020,1,0.0,-0.660344,-0.660344,-13.118847,field,11.0
UGC 8334,UGC8334,GHASP,209,0.074353,-0.074509,-0.071256,-9.501638,field,11.0
UGC 8338,UGC8338,Yu2020,1,0.0,-0.665715,-0.665715,-12.432507,field,11.0
UGC 8403,UGC8403,GHASP,114,0.292761,0.398745,0.453926,-11.697611,field,11.0
UGC 8508,UGC8508,LITTLETHINGS,1,0.0,0.560787,0.560787,-12.102453,field,11.0
UGC 8550,UGC8550,Yu2020,1,0.0,-0.457607,-0.457607,-13.125164,field,11.0
UGC 8699,UGC8699,Yu2020,1,0.0,-0.451986,-0.451986,-12.148917,field,11.0
UGC 8709,UGC8709,GHASP,75,0.103651,0.219266,0.261279,-10.56803,field,11.0
UGC 8852,UGC8852,GHASP,30,0.089553,0.049493,0.085207,-9.776346,field,11.0
UGC 89,UGC89,GHASP,30,0.291356,-0.047345,0.0392,-8.95339,field,11.0
UGC 8900,UGC8900,GHASP,19,0.248505,0.128332,0.1599,-9.928163,field,11.0
UGC 8937,UGC8937,GHASP,67,0.057888,0.308728,0.294172,-9.775765,field,11.0
UGC 9179,UGC9179,GHASP,114,0.186641,0.352796,0.364701,-10.880632,field,11.0
UGC 9211,UGC9211,Yu2020,1,0.0,-0.992372,-0.992372,-13.242568,field,11.0
UGC 9248,UGC9248,GHASP,13,0.156096,0.094363,0.14825,-10.145904,field,11.0
UGC 9358,UGC9358,GHASP,50,0.104176,0.158706,0.141638,-9.765022,field,11.0
UGC 94,UGC94,GHASP,18,0.07035,0.286958,0.26817,-10.020847,field,11.0
UGC 9465,UGC9465,GHASP,17,0.122869,0.720165,0.758925,-12.133453,field,11.0
UGC 9576,UGC9576,GHASP,45,0.23136,-0.17564,-0.097752,-10.70654,field,11.0
UGC 9736,UGC9736,GHASP,17,0.080412,0.262453,0.264889,-10.490461,field,11.0
UGC 9866,UGC9866,GHASP,31,0.157712,0.174472,0.188882,-10.00422,field,11.0
UGC 9943,UGC9943,GHASP,74,0.042619,-0.08065,-0.073743,-9.700605,field,11.0
UGC00016,UGC00016,Swaters2025,1,0.0,-0.302489,-0.302489,-10.243374,field,11.0
UGC00074,UGC00074,Swaters2025,1,0.0,-0.190064,-0.190064,-10.218115,field,11.0
UGC00128,UGC00128,SPARC,22,0.067955,-0.000464,-0.001792,-11.267989,field,11.0
UGC00191,UGC00191,SPARC,9,0.190441,-0.435801,-0.347897,-11.429156,field,11.0
UGC00311,UGC00311,Swaters2025,1,0.0,-0.409233,-0.409233,-10.533613,field,11.0
UGC00448,UGC00448,Swaters2025,1,0.0,-0.180215,-0.180215,-9.854062,field,11.0
UGC00463,UGC00463,Swaters2025,1,0.0,-0.25998,-0.25998,-10.11731,field,11.0
UGC00678,UGC00678,Swaters2025,1,0.0,-0.579441,-0.579441,-10.950331,field,11.0
UGC00731,UGC00731,SPARC,12,0.14445,0.197816,0.208798,-11.400357,field,11.0
UGC00891,UGC00891,SPARC,5,0.150899,-0.006383,0.043211,-11.192713,field,11.0
UGC01081,UGC01081,Swaters2025,1,0.0,-0.482694,-0.482694,-10.718632,field,11.0
UGC01087,UGC01087,Swaters2025,1,0.0,-0.435486,-0.435486,-10.600832,field,11.0
UGC01167,UGC01167,Swaters2025,1,0.0,-0.17688,-0.17688,-10.327082,field,11.0
UGC01212,UGC01212,Swaters2025,1,0.0,-0.135461,-0.135461,-9.681685,field,11.0
UGC01529,UGC01529,Swaters2025,1,0.0,-0.195715,-0.195715,-9.908794,field,11.0
UGC01559,UGC01559,Swaters2025,1,0.0,-0.292673,-0.292673,-11.087823,field,11.0
UGC01635,UGC01635,Swaters2025,1,0.0,-0.483228,-0.483228,-10.719946,field,11.0
UGC01862,UGC01862,Swaters2025,1,0.0,-0.324038,-0.324038,-10.526137,field,11.0
UGC02109,UGC02109,Swaters2025,1,0.0,-0.423542,-0.423542,-10.570416,field,11.0
UGC02200,UGC02200,Swaters2025,1,0.0,-0.06036,-0.06036,-9.300669,field,11.0
UGC02259,UGC02259,SPARC,8,0.079167,0.1536,0.112585,-10.796657,field,11.0
UGC02455,UGC02455,SS20_S,1,0.0,-0.251864,-0.251864,-10.261031,field,11.0
UGC02487,UGC02487,SPARC,17,0.018178,0.073686,0.073047,-10.124802,field,11.0
UGC02885,UGC02885,SPARC,19,0.026629,0.001238,0.009157,-10.361746,field,11.0
UGC02916,UGC02916,SPARC,43,0.115557,0.012167,0.009292,-9.957697,field,11.0
UGC02953,UGC02953,SPARC,115,0.114094,0.010234,-0.006954,-9.827901,field,11.0
UGC03205,UGC03205,SPARC,48,0.068388,-0.010392,-0.022519,-10.070816,field,11.0
UGC03546,UGC03546,SPARC,30,0.04845,-0.014505,-0.002307,-10.252557,field,11.0
UGC03580,UGC03580,SPARC,47,0.19217,0.069546,0.023424,-10.36974,field,11.0
UGC03701,UGC03701,Swaters2025,1,0.0,-0.349146,-0.349146,-11.172709,field,11.0
UGC03714,UGC03714,Swaters2025,1,0.0,-0.128231,-0.128231,-9.651261,field,11.0
UGC03997,UGC03997,Swaters2025,1,0.0,-0.470645,-0.470645,-10.688908,field,11.0
UGC04036,UGC04036,Swaters2025,1,0.0,-0.535461,-0.535461,-10.846412,field,11.0
UGC04066,UGC04066,Swaters2025,1,0.0,-0.550012,-0.550012,-10.881032,field,11.0
UGC04099,UGC04099,Swaters2025,1,0.0,0.035475,0.035475,-10.335677,field,11.0
UGC04139,UGC04139,Swaters2025,1,0.0,-0.328393,-0.328393,-10.528944,field,11.0
UGC04256,UGC04256,Swaters2025,1,0.0,-0.494341,-0.494341,-10.747162,field,11.0
UGC04278,UGC04278,SS20_S,1,0.0,0.042865,0.042865,-10.919147,field,11.0
UGC04305,UGC04305,SS20_S,1,0.0,-0.489633,-0.489633,-10.936228,field,11.0
UGC04325,UGC04325,SPARC,8,0.084104,-0.004573,-0.021902,-10.559009,field,11.0
UGC04368,UGC04368,Swaters2025,1,0.0,-0.093062,-0.093062,-10.532035,field,11.0
UGC04397,UGC04397,Swaters2025,1,0.0,-0.356949,-0.356949,-10.395323,field,11.0
UGC04458,UGC04458,Swaters2025,1,0.0,-0.23434,-0.23434,-10.68686,field,11.0
UGC04483,UGC04483,SPARC,8,0.047561,-0.134772,-0.150393,-11.385719,field,12.0
UGC04499,UGC04499,SPARC,9,0.075536,-0.033247,-0.042213,-11.243533,field,11.0
UGC04555,UGC04555,Swaters2025,1,0.0,-0.268528,-0.268528,-10.14329,field,11.0
UGC04622,UGC04622,Swaters2025,1,0.0,-0.441275,-0.441275,-10.615478,field,11.0
UGC05005,UGC05005,SPARC,11,0.107365,-0.032765,0.015538,-11.412409,field,11.0
UGC05180,UGC05180,Swaters2025,1,0.0,-0.463782,-0.463782,-10.671876,field,11.0
UGC05253,UGC05253,SPARC,73,0.071036,0.006967,-0.006542,-9.654431,field,11.0
UGC05302,UGC05302,Swaters2025,1,0.0,-0.179557,-0.179557,-10.598119,field,11.0
UGC05414,UGC05414,SPARC,6,0.016902,-0.001904,0.003497,-11.214075,field,11.0
UGC05544,UGC05544,Swaters2025,1,0.0,-0.082027,-0.082027,-9.429979,field,11.0
UGC05716,UGC05716,SPARC,12,0.027463,0.136435,0.137172,-11.219008,field,11.0
UGC05721,UGC05721,SPARC,23,0.086088,-0.032907,-0.03991,-10.889955,field,11.0
UGC05750,UGC05750,SPARC,11,0.249224,-0.151851,-0.008665,-11.806018,field,0.0
UGC05764,UGC05764,SPARC,10,0.102718,0.268473,0.285979,-11.201817,field,12.0
UGC05829,UGC05829,SPARC,11,0.199697,-0.109283,-0.20484,-11.693528,field,11.0
UGC05868,UGC05868,Swaters2025,1,0.0,-0.117353,-0.117353,-9.60373,field,11.0
UGC05918,UGC05918,SPARC,8,0.064482,0.007128,-0.006722,-11.396662,field,11.0
UGC05986,UGC05986,SS20_S,1,0.0,0.224502,0.224502,-10.528916,field,11.0
UGC06077,UGC06077,Swaters2025,1,0.0,-0.464978,-0.464978,-10.674848,field,11.0
UGC06105,UGC06105,Swaters2025,1,0.0,-0.340319,-0.340319,-10.349887,field,11.0
UGC06128,UGC06128,Swaters2025,1,0.0,-0.19279,-0.19279,-9.898625,field,11.0
UGC06157,UGC06157,Swaters2025,1,0.0,-0.495043,-0.495043,-10.859043,field,11.0
UGC06249,UGC06249,Swaters2025,1,0.0,-0.382908,-0.382908,-10.847584,field,11.0
UGC06399,UGC06399,SPARC,9,0.078068,-0.030976,-0.006016,-10.995653,dense,13.2
UGC06445,UGC06445,Swaters2025,1,0.0,-0.343102,-0.343102,-10.357547,field,11.0
UGC06446,UGC06446,SPARC,17,0.056103,0.052105,0.06831,-10.949103,dense,13.2
UGC06463,UGC06463,Swaters2025,1,0.0,-0.271434,-0.271434,-10.152043,field,11.0
UGC06614,UGC06614,SPARC,13,0.043103,0.005095,-0.002727,-10.759287,field,12.0656
UGC06616,UGC06616,Swaters2025,1,0.0,-0.461265,-0.461265,-10.66561,field,11.0
UGC06641,UGC06641,Swaters2025,1,0.0,-0.452701,-0.452701,-10.644216,field,11.0
UGC06667,UGC06667,SS20_S,1,0.0,0.1995,0.1995,-11.237173,dense,12.8
