PlateIFU	MaNGAId	RAJ2000	DEJ2000	NSAz	NSAzdist	NSAsth50	NSAeth50r	NSAsMass	NSAeMass	NSAsn	z	zmin	zmax	MnGtarg1
"8665-12701 "	"3-25603977"	59.4588	35.642598					-9999.0	-9999.0					0
"8665-6102  "	"3-25119417"	59.768963	35.745034					-9999.0	-9999.0					0
"8042-3701  "	"27-1327"	59.69174	35.87822					-9999.0	-9999.0					0
"8665-3701  "	"7-24947066"	59.764442	35.916023					-9999.0	-9999.0					0
"8665-12704 "	"3-24640798"	59.922324	36.073083					-9999.0	-9999.0					0
"8665-3704  "	"7-25380058"	60.908941	36.225903					-9999.0	-9999.0					0
"8665-9101  "	"7-25405923"	60.718605	36.444478					-9999.0	-9999.0					0
"8665-3703  "	"7-25504169"	60.623881	36.454769					-9999.0	-9999.0					0
"8665-6104  "	"7-25233544"	60.877849	36.521006					-9999.0	-9999.0					0
"8665-6103  "	"7-25367283"	60.077854	36.120709					-9999.0	-9999.0					0
"8042-12701 "	"27-1321"	60.19255	36.18575					-9999.0	-9999.0					0
"8665-1901  "	"3-23688133"	60.102894	36.48589					-9999.0	-9999.0					0
"8042-12705 "	"27-1339"	60.44173	36.49057					-9999.0	-9999.0					0
"8042-1901  "	"27-1237"	59.27573	36.16731					-9999.0	-9999.0					0
"8665-3702  "	"3-25118690"	59.37884	36.416988					-9999.0	-9999.0					0
"8665-12703 "	"3-24639871"	59.188395	36.735016					-9999.0	-9999.0					0
"8042-12702 "	"27-1272"	59.53712	36.73395					-9999.0	-9999.0					0
"8042-3704  "	"27-1324"	59.72051	37.36633					-9999.0	-9999.0					0
"8042-6103  "	"27-1226"	58.78783	36.90509					-9999.0	-9999.0					0
"8042-3702  "	"27-1350"	59.18405	37.50131					-9999.0	-9999.0					0
"8042-9101  "	"27-1334"	59.23817	37.59398					-9999.0	-9999.0					0
"8042-6104  "	"27-1307"	61.54692	36.49943					-9999.0	-9999.0					0
"8042-12703 "	"27-1318"	61.64316	37.11817					-9999.0	-9999.0					0
"8042-1902  "	"27-1240"	60.88822	37.51351					-9999.0	-9999.0					0
"8042-3703  "	"27-1328"	61.92635	37.55734					-9999.0	-9999.0					0
"8042-12704 "	"27-1309"	60.27083	37.40409					-9999.0	-9999.0					0
"8042-6102  "	"27-1325"	60.42477	37.73299					-9999.0	-9999.0					0
"8704-6102  "	"7-25709870"	65.195622	40.363069					-9999.0	-9999.0					0
"8704-12702 "	"7-25332378"	64.925574	40.691409					-9999.0	-9999.0					0
"8704-6101  "	"7-25332923"	64.529968	40.582093					-9999.0	-9999.0					0
"8704-1902  "	"7-25686986"	65.234687	41.006493					-9999.0	-9999.0					0
"8704-3701  "	"7-25535855"	64.602109	40.942047					-9999.0	-9999.0					0
"8704-3703  "	"7-25725707"	66.194996	40.634536					-9999.0	-9999.0					0
"8704-3702  "	"7-25657889"	66.272174	40.812172					-9999.0	-9999.0					0
"8704-6104  "	"7-25696612"	65.919641	40.737222					-9999.0	-9999.0					0
"8704-9102  "	"7-25719419"	65.599344	41.003738					-9999.0	-9999.0					0
"8704-6103  "	"7-25841052"	65.530487	41.208681					-9999.0	-9999.0					0
"8704-12704 "	"7-25594376"	65.804623	41.525213					-9999.0	-9999.0					0
"8704-9101  "	"7-25806791"	65.594325	41.918054					-9999.0	-9999.0					0
"8704-1901  "	"7-25663126"	65.310373	41.723191					-9999.0	-9999.0					0
"8704-12703 "	"7-25700663"	65.497848	42.000622					-9999.0	-9999.0					0
"9662-3704  "	"7-24496519"	53.563196	48.326631					-9999.0	-9999.0					0
"9662-6102  "	"7-24515714"	51.891237	47.922547					-9999.0	-9999.0					0
"9662-12702 "	"7-24496495"	52.251783	48.752625					-9999.0	-9999.0					0
"9662-12705 "	"7-24594784"	52.997333	48.219088					-9999.0	-9999.0					0
"9662-9102  "	"7-24516288"	53.05236	48.900526					-9999.0	-9999.0					0
"9662-1901  "	"7-24501136"	53.317085	49.396612					-9999.0	-9999.0					0
"9662-1902  "	"7-24497200"	53.655328	49.448485					-9999.0	-9999.0					0
"9662-6104  "	"7-24613169"	53.589197	49.424388					-9999.0	-9999.0					0
"9662-12704 "	"7-24594037"	53.456957	49.588394					-9999.0	-9999.0					0
"8040-3704  "	"27-1177"	66.95779	48.73931					-9999.0	-9999.0					0
"8041-3704  "	"27-1190"	66.77668	48.76622					-9999.0	-9999.0					0
"8041-12705 "	"27-1178"	67.00549	48.94473					-9999.0	-9999.0					0
"8041-6102  "	"27-1188"	65.75108	48.75406					-9999.0	-9999.0					0
"8040-6101  "	"27-1175"	65.52385	48.85534					-9999.0	-9999.0					0
"8040-6102  "	"27-1173"	66.55787	49.122					-9999.0	-9999.0					0
"8040-6103  "	"27-1176"	66.53954	49.26617					-9999.0	-9999.0					0
"8040-6104  "	"27-1171"	67.20035	49.24439					-9999.0	-9999.0					0
"8040-3703  "	"27-1179"	67.0182	49.35112					-9999.0	-9999.0					0
"8040-1902  "	"27-1167"	67.33083	49.68256					-9999.0	-9999.0					0
"8041-12703 "	"27-1160"	67.38522	49.74814					-9999.0	-9999.0					0
"8040-12705 "	"27-1159"	67.03845	49.74768					-9999.0	-9999.0					0
"8705-6103  "	"7-26429263"	77.808193	49.374374					-9999.0	-9999.0					0
"8705-12705 "	"7-26698408"	78.173065	49.397971					-9999.0	-9999.0					0
"8705-6102  "	"7-26346206"	78.962769	49.411449					-9999.0	-9999.0					0
"8705-9102  "	"7-26482626"	78.916294	49.465373					-9999.0	-9999.0					0
"8705-1901  "	"7-26435122"	78.525384	49.415027					-9999.0	-9999.0					0
"8705-6104  "	"7-26395862"	79.137184	50.107321					-9999.0	-9999.0					0
"8705-12701 "	"7-26306340"	77.621562	49.421073					-9999.0	-9999.0					0
"8705-3701  "	"7-26447315"	78.159051	50.065827					-9999.0	-9999.0					0
"8705-12704 "	"7-26427827"	77.873725	50.073304					-9999.0	-9999.0					0
"8705-3702  "	"7-26611333"	78.077106	50.232469					-9999.0	-9999.0					0
"8705-12703 "	"7-26684030"	78.765844	50.216939					-9999.0	-9999.0					0
"8705-3703  "	"7-26657637"	79.065379	50.301367					-9999.0	-9999.0					0
"8040-9101  "	"27-1164"	64.93997	49.29292					-9999.0	-9999.0					0
"8041-1902  "	"27-1185"	64.54209	49.39776					-9999.0	-9999.0					0
"8041-6103  "	"27-1186"	65.42778	49.0856					-9999.0	-9999.0					0
"8041-3701  "	"27-1194"	66.25782	49.75395					-9999.0	-9999.0					0
"8040-1901  "	"27-1170"	66.33051	49.93642					-9999.0	-9999.0					0
"8041-12704 "	"27-1169"	65.55027	49.69155					-9999.0	-9999.0					0
"8041-12702 "	"27-1165"	65.47531	49.8099					-9999.0	-9999.0					0
"8041-6104  "	"27-1187"	65.72288	50.09763					-9999.0	-9999.0					0
"8041-6101  "	"27-1189"	64.3967	49.34242					-9999.0	-9999.0					0
"8040-12702 "	"27-1157"	64.50226	49.72713					-9999.0	-9999.0					0
"8041-1901  "	"27-1184"	64.13217	49.6957					-9999.0	-9999.0					0
"8041-12701 "	"27-1174"	64.51189	50.00536					-9999.0	-9999.0					0
"8041-9102  "	"27-1182"	64.72011	50.14599					-9999.0	-9999.0					0
"8040-3701  "	"27-1181"	64.43906	50.14271					-9999.0	-9999.0					0
"8040-3702  "	"27-1180"	63.99218	50.04816					-9999.0	-9999.0					0
"8041-3702  "	"27-1193"	65.19153	50.00251					-9999.0	-9999.0					0
"8040-12703 "	"27-1163"	65.54294	51.02788					-9999.0	-9999.0					0
"8040-12701 "	"27-1162"	66.73169	50.18356					-9999.0	-9999.0					0
"8040-9102  "	"27-1166"	67.18978	50.4256					-9999.0	-9999.0					0
"8041-3703  "	"27-1191"	66.56531	50.46855					-9999.0	-9999.0					0
"8040-12704 "	"27-1158"	66.39736	50.68999					-9999.0	-9999.0					0
"8041-9101  "	"27-1183"	63.7281	49.99869					-9999.0	-9999.0					0
"9291-6101  "	"3-85213324"	24.188216	30.712832					-9999.0	-9999.0					0
"9291-3701  "	"3-84191992"	25.122985	30.424016					-9999.0	-9999.0					0
"9291-9101  "	"3-84191865"	24.708125	30.675208					-9999.0	-9999.0					0
"9291-6104  "	"3-82836749"	25.60202	30.993256					-9999.0	-9999.0					0
"9291-9102  "	"3-82836620"	25.333771	31.147135					-9999.0	-9999.0					0
"9291-12705 "	"3-82411826"	25.930513	30.849471					-9999.0	-9999.0					0
"9291-12703 "	"3-81982973"	26.043064	31.027417					-9999.0	-9999.0					0
"9291-3703  "	"7-14226744"	25.76436	31.028965					-9999.0	-9999.0					0
"9291-1902  "	"3-81982691"	25.650179	31.485185					-9999.0	-9999.0					0
"9291-3702  "	"3-81982652"	25.620627	31.647992					-9999.0	-9999.0					0
"9291-3704  "	"3-84191802"	24.699798	30.813356					-9999.0	-9999.0					0
"9291-12702 "	"3-82836458"	24.978111	31.570179					-9999.0	-9999.0					0
"9291-12701 "	"3-82836230"	24.637502	32.040126					-9999.0	-9999.0					0
"9291-12704 "	"3-81982555"	25.475357	31.82771					-9999.0	-9999.0					0
"9291-6103  "	"3-83261223"	23.88387	32.163279					-9999.0	-9999.0					0
"9291-6102  "	"3-82411029"	24.37032	32.33141					-9999.0	-9999.0					0
"8113-1901  "	"4-15014"	40.31462	37.36266					-9999.0	-9999.0					0
"8113-6101  "	"4-15031"	40.89214	37.9212					-9999.0	-9999.0					0
"8113-3702  "	"4-15035"	40.46304	38.10559					-9999.0	-9999.0					0
"8113-12703 "	"4-15006"	40.50292	38.20077					-9999.0	-9999.0					0
"8113-12702 "	"4-15004"	40.50414	38.26472					-9999.0	-9999.0					0
"8113-6103  "	"4-15032"	41.30168	38.15116					-9999.0	-9999.0					0
"8037-9101  "	"27-1028"	37.26696	46.34462					-9999.0	-9999.0					0
"8037-12705 "	"27-1023"	38.50683	46.07218					-9999.0	-9999.0					0
"8037-9102  "	"27-1026"	39.10123	46.83745					-9999.0	-9999.0					0
"8037-6101  "	"27-1034"	39.45739	46.79164					-9999.0	-9999.0					0
"8037-12702 "	"27-1021"	38.70491	47.4086					-9999.0	-9999.0					0
"8037-12701 "	"27-1024"	36.62405	46.67965					-9999.0	-9999.0					0
"8037-6103  "	"27-1035"	37.13347	47.56103					-9999.0	-9999.0					0
"8037-6102  "	"27-1033"	37.25323	47.60793					-9999.0	-9999.0					0
"8037-3704  "	"27-1038"	36.77218	47.77049					-9999.0	-9999.0					0
"8037-3701  "	"27-1036"	37.36323	48.34217					-9999.0	-9999.0					0
"8684-6101  "	"3-98078326"	10.226077	31.730371					-9999.0	-9999.0					0
"8684-12703 "	"7-1295624"	11.2871	32.454426					-9999.0	-9999.0					0
"8684-12705 "	"3-98435648"	9.894089	31.53466					-9999.0	-9999.0					0
"8684-3704  "	"7-1290120"	11.007909	32.776521					-9999.0	-9999.0					0
"8684-9102  "	"7-24826189"	9.97402	32.701396					-9999.0	-9999.0					0
"8684-6102  "	"7-1123547"	10.678891	33.125374					-9999.0	-9999.0					0
"8684-12702 "	"3-98435239"	9.15156	32.168015					-9999.0	-9999.0					0
"8684-1902  "	"7-24659360"	9.537523	32.589733					-9999.0	-9999.0					0
"8684-1901  "	"7-24729361"	8.887422	32.878305					-9999.0	-9999.0					0
"8684-9101  "	"7-24738650"	9.138792	33.158547					-9999.0	-9999.0					0
"8684-3701  "	"7-1089567"	10.154016	33.115146					-9999.0	-9999.0					0
"8684-12704 "	"3-97297476"	9.990016	33.649323					-9999.0	-9999.0					0
"8684-3703  "	"3-96870897"	11.333646	32.897166					-9999.0	-9999.0					0
"8684-6103  "	"3-96870664"	10.756735	33.454113					-9999.0	-9999.0					0
"8684-6104  "	"7-1306303"	10.688061	33.96907					-9999.0	-9999.0					0
"8684-3702  "	"7-1208820"	10.197491	33.908812					-9999.0	-9999.0					0
"8684-12701 "	"7-24681529"	8.660303	33.434042					-9999.0	-9999.0					0
"8114-12701 "	"4-15415"	13.28825	38.47773					-9999.0	-9999.0					0
"8114-6101  "	"4-15436"	12.79952	39.15009					-9999.0	-9999.0					0
"8114-12702 "	"4-15421"	12.66396	39.37946					-9999.0	-9999.0					0
"8114-3701  "	"4-15444"	12.94443	39.57127					-9999.0	-9999.0					0
"8114-3702  "	"4-15439"	13.1517	39.6304					-9999.0	-9999.0					0
"8114-9101  "	"4-15425"	12.00422	40.45442					-9999.0	-9999.0					0
"9677-1901  "	"52-11"	11.325321	40.785931					-9999.0	-9999.0					0
"9678-1901  "	"52-11"	11.325321	40.785931					-9999.0	-9999.0					0
"9677-9102  "	"52-1"	10.935146	41.216983					-9999.0	-9999.0					0
"9677-12702 "	"52-7"	11.03795	41.302492					-9999.0	-9999.0					0
"9678-6102  "	"52-20"	11.169333	41.399558					-9999.0	-9999.0					0
"9677-6102  "	"52-3"	10.906933	41.414336					-9999.0	-9999.0					0
"9677-12703 "	"52-6"	11.054504	41.434461					-9999.0	-9999.0					0
"9677-12701 "	"52-8"	11.053271	41.561714					-9999.0	-9999.0					0
"9678-9102  "	"52-18"	11.292063	41.523467					-9999.0	-9999.0					0
"9678-12705 "	"52-21"	11.203608	41.683889					-9999.0	-9999.0					0
"8114-12705 "	"4-15416"	15.07288	40.07565					-9999.0	-9999.0					0
"8114-3703  "	"4-15438"	15.07063	40.14946					-9999.0	-9999.0					0
"8114-1902  "	"4-15426"	14.7008	40.28186					-9999.0	-9999.0					0
"8114-3704  "	"4-15442"	13.70123	39.99766					-9999.0	-9999.0					0
"8114-1901  "	"4-15428"	13.75157	40.21515					-9999.0	-9999.0					0
"8114-6102  "	"4-15433"	13.57217	40.62059					-9999.0	-9999.0					0
"8114-12704 "	"4-15412"	13.65455	41.22369					-9999.0	-9999.0					0
"8114-9102  "	"4-15424"	12.82829	40.46166					-9999.0	-9999.0					0
"8114-6104  "	"4-15429"	12.89353	40.65782					-9999.0	-9999.0					0
"8114-12703 "	"4-16227"	12.45354	41.07892					-9999.0	-9999.0					0
"8114-6103  "	"4-15431"	12.15298	40.87504					-9999.0	-9999.0					0
"9678-3701  "	"52-16"	12.760858	41.842392					-9999.0	-9999.0					0
"9677-3701  "	"52-16"	12.760858	41.842392					-9999.0	-9999.0					0
"9677-3703  "	"52-15"	11.762521	41.249744					-9999.0	-9999.0					0
"9678-3703  "	"52-15"	11.762521	41.249744					-9999.0	-9999.0					0
"9678-12704 "	"52-22"	11.517083	41.737661					-9999.0	-9999.0					0
"9678-6103  "	"52-19"	11.516404	41.934272					-9999.0	-9999.0					0
"9678-9101  "	"52-26"	11.366908	41.993664					-9999.0	-9999.0					0
"9678-12702 "	"52-24"	11.503938	42.129431					-9999.0	-9999.0					0
"9678-12701 "	"52-25"	11.658892	42.200442					-9999.0	-9999.0					0
"9677-6104  "	"52-13"	12.394458	42.617844					-9999.0	-9999.0					0
"9678-6104  "	"52-13"	12.394458	42.617844					-9999.0	-9999.0					0
"9678-6101  "	"52-12"	11.573104	43.125983					-9999.0	-9999.0					0
"9677-6101  "	"52-12"	11.573104	43.125983					-9999.0	-9999.0					0
"9678-1902  "	"52-10"	9.879667	41.436275					-9999.0	-9999.0					0
"9677-1902  "	"52-10"	9.879667	41.436275					-9999.0	-9999.0					0
"9677-12705 "	"52-4"	10.837388	41.353589					-9999.0	-9999.0					0
"9677-6103  "	"52-2"	10.793383	41.475078					-9999.0	-9999.0					0
"9677-9101  "	"52-9"	10.953329	41.615208					-9999.0	-9999.0					0
"9677-12704 "	"52-5"	11.053179	41.648336					-9999.0	-9999.0					0
"9678-12703 "	"52-23"	11.133271	41.864431					-9999.0	-9999.0					0
"9677-3702  "	"52-14"	9.842821	42.51715					-9999.0	-9999.0					0
"9678-3702  "	"52-14"	9.842821	42.51715					-9999.0	-9999.0					0
"9677-3704  "	"52-17"	10.996792	42.528822					-9999.0	-9999.0					0
"9678-3704  "	"52-17"	10.996792	42.528822					-9999.0	-9999.0					0
"8000-9102  "	"27-758"	8.3308	55.38142					-9999.0	-9999.0					0
"8000-3704  "	"27-772"	8.27301	55.42774					-9999.0	-9999.0					0
"8000-1901  "	"27-762"	8.02281	55.47084					-9999.0	-9999.0					0
"8000-1902  "	"27-759"	9.0174	55.73061					-9999.0	-9999.0					0
"8702-3704  "	"3-59656370"	8.375179	55.902903					-9999.0	-9999.0					0
"8034-6102  "	"27-779"	8.13949	55.84199					-9999.0	-9999.0					0
"8702-6101  "	"3-60219488"	8.053313	55.953636					-9999.0	-9999.0					0
"8703-12705 "	"7-24801867"	7.917108	56.198478					-9999.0	-9999.0					0
"8703-3704  "	"7-24882342"	8.746742	56.069313					-9999.0	-9999.0					0
"8703-9102  "	"3-59096940"	7.947466	56.240718					-9999.0	-9999.0					0
"8000-6104  "	"27-765"	9.58194	56.12834					-9999.0	-9999.0					0
"8000-9101  "	"27-756"	9.74828	56.31535					-9999.0	-9999.0					0
"8000-12705 "	"27-752"	9.17571	56.37726					-9999.0	-9999.0					0
"8034-1902  "	"27-776"	9.31823	56.72052					-9999.0	-9999.0					0
"8703-6104  "	"3-57481212"	8.894454	56.628578					-9999.0	-9999.0					0
"8000-3702  "	"27-770"	8.74395	56.64453					-9999.0	-9999.0					0
"8703-1902  "	"7-24881556"	8.895287	56.879458					-9999.0	-9999.0					0
"8034-3701  "	"27-786"	8.80267	57.10342					-9999.0	-9999.0					0
"8702-3702  "	"7-24889982"	8.322583	57.046524					-9999.0	-9999.0					0
"8034-12701 "	"27-769"	7.51852	55.36806					-9999.0	-9999.0					0
"8703-3701  "	"7-24796536"	7.399662	55.307186					-9999.0	-9999.0					0
"8702-1902  "	"7-24714955"	7.311959	55.311979					-9999.0	-9999.0					0
"8702-12705 "	"7-24843048"	7.785511	55.875911					-9999.0	-9999.0					0
"8703-6101  "	"3-61331479"	7.055555	55.849719					-9999.0	-9999.0					0
"8000-3701  "	"27-771"	7.29067	56.09822					-9999.0	-9999.0					0
"8000-6102  "	"27-767"	6.47456	55.61961					-9999.0	-9999.0					0
"8703-12701 "	"7-24742323"	6.490056	55.765971					-9999.0	-9999.0					0
"8034-6101  "	"27-778"	6.45252	55.9203					-9999.0	-9999.0					0
"8000-12701 "	"27-750"	5.91189	55.90348					-9999.0	-9999.0					0
"8702-3701  "	"7-24925956"	6.774105	56.25463					-9999.0	-9999.0					0
"8000-12702 "	"27-754"	6.0226	56.29308					-9999.0	-9999.0					0
"8000-12703 "	"27-755"	6.18881	56.31464					-9999.0	-9999.0					0
"8703-12702 "	"7-24649002"	6.408479	56.395542					-9999.0	-9999.0					0
"8000-6101  "	"27-766"	5.7069	55.94883					-9999.0	-9999.0					0
"8034-9101  "	"27-773"	5.35345	56.5504					-9999.0	-9999.0					0
"8000-6103  "	"27-763"	7.07038	56.25776					-9999.0	-9999.0					0
"8702-6102  "	"7-24697973"	7.099402	56.453674					-9999.0	-9999.0					0
"8034-12705 "	"27-761"	7.79437	56.40315					-9999.0	-9999.0					0
"8034-1901  "	"27-775"	7.26652	56.53748					-9999.0	-9999.0					0
"8703-9101  "	"3-59095506"	7.098262	56.624646					-9999.0	-9999.0					0
"8702-9101  "	"7-24776706"	7.210102	56.848706					-9999.0	-9999.0					0
"8034-12702 "	"27-764"	7.14075	56.79727					-9999.0	-9999.0					0
"8034-6103  "	"27-777"	6.14889	56.90756					-9999.0	-9999.0					0
"8034-9102  "	"27-774"	6.81697	56.76011					-9999.0	-9999.0					0
"8703-12704 "	"7-24810122"	6.580557	56.936685					-9999.0	-9999.0					0
"8034-6104  "	"27-781"	6.63661	57.00969					-9999.0	-9999.0					0
"8703-6102  "	"7-24860653"	6.339138	56.955446					-9999.0	-9999.0					0
"8703-3703  "	"7-24633420"	6.390478	57.100213					-9999.0	-9999.0					0
"8703-6103  "	"7-24752824"	6.369494	57.173776					-9999.0	-9999.0					0
"8702-3703  "	"3-56438165"	7.83102	57.380524					-9999.0	-9999.0					0
"8702-12701 "	"7-24753271"	7.190328	57.410509					-9999.0	-9999.0					0
"8000-12704 "	"27-749"	7.22382	57.52256					-9999.0	-9999.0					0
"8702-12702 "	"3-58004471"	6.818418	57.310531					-9999.0	-9999.0					0
"8702-1901  "	"3-57478435"	6.96278	57.434146					-9999.0	-9999.0					0
"8703-1901  "	"3-57478220"	6.640354	57.439247					-9999.0	-9999.0					0
"8702-6103  "	"3-56953347"	6.91734	57.568699					-9999.0	-9999.0					0
"8702-12703 "	"3-56953115"	6.834861	57.670514					-9999.0	-9999.0					0
"8034-3703  "	"27-785"	6.64592	57.70394					-9999.0	-9999.0					0
"8703-12703 "	"3-56436631"	6.65795	57.911568					-9999.0	-9999.0					0
"8034-3702  "	"27-784"	6.08216	57.84431					-9999.0	-9999.0					0
"8034-12703 "	"27-760"	10.01753	56.88113					-9999.0	-9999.0					0
"8034-3704  "	"27-782"	9.15397	57.20334					-9999.0	-9999.0					0
"8702-9102  "	"7-24691975"	8.39257	57.690413					-9999.0	-9999.0					0
"8034-12704 "	"27-751"	8.58587	57.89209					-9999.0	-9999.0					0
"8036-1902  "	"27-846"	15.24171	61.50188					-9999.0	-9999.0					0
"8036-6101  "	"27-848"	14.88172	61.37726					-9999.0	-9999.0					0
"8035-1902  "	"27-828"	14.38904	61.78956					-9999.0	-9999.0					0
"8035-6101  "	"27-833"	13.96843	61.97872					-9999.0	-9999.0					0
"8702-12704 "	"7-24693883"	7.882151	57.624402					-9999.0	-9999.0					0
"8702-6104  "	"3-55932466"	7.825258	57.593286					-9999.0	-9999.0					0
"8000-3703  "	"27-768"	7.8166	58.07778					-9999.0	-9999.0					0
"8703-3702  "	"7-24819652"	7.094979	57.846026					-9999.0	-9999.0					0
"8808-12702 "	"7-24108469"	48.292199	47.064623					-9999.0	-9999.0					0
"8808-12703 "	"7-24311088"	48.022212	47.211631					-9999.0	-9999.0					0
"8681-9101  "	"7-24308771"	47.758126	47.168288					-9999.0	-9999.0					0
"8808-9101  "	"7-24167082"	47.980727	47.31831					-9999.0	-9999.0					0
"8681-3704  "	"7-24238279"	48.09758	47.608863					-9999.0	-9999.0					0
"8808-12705 "	"3-26080921"	49.279783	47.057179					-9999.0	-9999.0					0
"8808-1902  "	"7-24081948"	48.368306	48.207533					-9999.0	-9999.0					0
"8681-6104  "	"7-24177095"	48.476032	48.353353					-9999.0	-9999.0					0
"9662-6101  "	"7-24148117"	49.921666	48.993207					-9999.0	-9999.0					0
"8808-12701 "	"7-24206998"	46.983616	47.532758					-9999.0	-9999.0					0
"8808-3701  "	"7-24266518"	46.657411	47.755421					-9999.0	-9999.0					0
"8681-1902  "	"7-24331393"	47.850597	47.839309					-9999.0	-9999.0					0
"8681-12705 "	"7-24223305"	47.946773	47.935764					-9999.0	-9999.0					0
"8681-12703 "	"7-24239761"	47.792496	48.485238					-9999.0	-9999.0					0
"8681-3701  "	"7-24285473"	47.122472	48.373797					-9999.0	-9999.0					0
"8808-9102  "	"7-24296500"	47.038724	48.372965					-9999.0	-9999.0					0
"8681-12701 "	"7-24266232"	47.543518	48.600058					-9999.0	-9999.0					0
"8681-12702 "	"7-24227630"	47.595188	48.652748					-9999.0	-9999.0					0
"8808-12704 "	"7-24179276"	47.066963	48.558387					-9999.0	-9999.0					0
"8681-9102  "	"7-24331380"	47.426979	48.763387					-9999.0	-9999.0					0
"8681-6103  "	"7-24277997"	47.49253	48.815517					-9999.0	-9999.0					0
"8808-1901  "	"7-24130017"	46.539918	48.244606					-9999.0	-9999.0					0
"8808-3702  "	"7-24244553"	46.828144	48.812472					-9999.0	-9999.0					0
"8808-6101  "	"7-24249419"	46.71712	49.051329					-9999.0	-9999.0					0
"8808-3704  "	"7-24204885"	48.127286	48.260501					-9999.0	-9999.0					0
